Date,signal,Settle,MA,Upper Band,Lower Band,Short Position Stop,Long Position Stop
2018-03-07,0.0,89.607,89.73665000000015,90.75845316596855,88.71484683403176,95.03442000000001,89.98948
2018-03-08,0.0,90.156,89.73865000000015,90.76356722103951,88.71373277896079,95.03442000000001,89.98948
2018-03-09,0.0,90.065,89.72520000000016,90.72527211739123,88.72512788260909,95.03442000000001,89.98948
2018-03-12,0.0,89.867,89.71375000000015,90.70174936740028,88.72575063260001,95.03442000000001,89.98948
2018-03-13,0.0,89.643,89.71630000000015,90.70329201617002,88.72930798383027,95.03442000000001,89.98948
2018-03-14,0.0,89.687,89.75040000000016,90.68232497551213,88.81847502448818,95.03442000000001,89.98948
2018-03-15,0.0,90.126,89.83145000000016,90.57992751468103,89.08297248531929,95.03442000000001,89.98948
2018-03-16,0.0,90.212,89.89140000000016,90.55535343208915,89.22744656791117,95.03442000000001,89.98948
2018-03-19,0.0,89.332,89.90735000000015,90.49733721171133,89.31736278828897,95.03442000000001,89.98948
2018-03-20,0.0,89.954,89.92325000000015,90.50012325296191,89.34637674703839,95.03442000000001,89.98948
2018-03-21,0.0,89.369,89.89605000000014,90.52154259786421,89.27055740213608,95.03442000000001,89.98948
2018-03-22,0.0,89.473,89.88690000000015,90.53124118290154,89.24255881709877,95.03442000000001,89.98948
2018-03-23,1.0,89.033,89.84815000000015,90.59229602732465,89.10400397267564,95.03442000000001,87.25234
2018-03-26,0.0,88.604,89.78885000000015,90.71004102795415,88.86765897204616,95.03442000000001,87.25234
2018-03-27,0.0,88.983,89.72400000000015,90.67972171681058,88.76827828318972,95.03442000000001,87.25234
2018-03-28,0.0,89.719,89.68240000000016,90.55972602832892,88.80507397167139,95.03442000000001,87.25234
2018-03-29,0.0,89.812,89.65895000000015,90.49512952018895,88.82277047981134,95.03442000000001,87.25234
2018-04-02,0.0,89.706,89.64895000000016,90.47782404952952,88.8200759504708,95.03442000000001,87.25234
2018-04-03,0.0,89.859,89.63985000000015,90.45519318540322,88.82450681459709,95.03442000000001,87.25234
2018-04-04,0.0,89.783,89.64950000000015,90.466820867214,88.8321791327863,95.03442000000001,87.25234
2018-04-05,0.0,90.154,89.67685000000014,90.52276022572339,88.8309397742769,95.03442000000001,87.25234
2018-04-06,0.0,89.782,89.65815000000015,90.47696604160117,88.83933395839912,95.03442000000001,87.25234
2018-04-09,0.0,89.534,89.63160000000015,90.43010946142388,88.83309053857641,95.03442000000001,87.25234
2018-04-10,0.0,89.28,89.60225000000015,90.40711865387063,88.79738134612968,95.03442000000001,87.25234
2018-04-11,0.0,89.253,89.58275000000015,90.40150243510082,88.76399756489947,95.03442000000001,87.25234
2018-04-12,0.0,89.456,89.57120000000015,90.39026131637598,88.75213868362431,95.03442000000001,87.25234
2018-04-13,0.0,89.503,89.54005000000015,90.31873465374862,88.76136534625168,95.03442000000001,87.25234
