Date,signal,Settle,MA,Upper Band,Lower Band,Upper Band Sell Point,Lower Band Sell Point,
30/08/2016,0,96.041,95.31275,96.62149702,94.00400298,98.63706,93.58118,
31/08/2016,0,96.012,95.3371,96.67845274,93.99574726,98.63706,93.58118,
01/09/2016,0,95.66,95.33425,96.67260076,93.99589924,98.63706,93.58118,
02/09/2016,0,95.844,95.31965,96.62874836,94.01055164,98.63706,93.58118,
05/09/2016,0,95.844,95.29485,96.54306637,94.04663363,98.63706,93.58118,
06/09/2016,0,94.823,95.2294,96.43159539,94.02720461,98.63706,93.58118,
07/09/2016,0,94.951,95.19655,96.39145208,94.00164792,98.63706,93.58118,
08/09/2016,0,95.051,95.1572,96.31631287,93.99808713,98.63706,93.58118,
09/09/2016,0,95.328,95.1395,96.27661961,94.00238039,98.63706,93.58118,
12/09/2016,0,95.088,95.1142,96.23209849,93.99630151,98.63706,93.58118,
13/09/2016,0,95.645,95.15825,96.2868585,94.0296415,98.63706,93.58118,
14/09/2016,0,95.322,95.18985,96.29947792,94.08022208,98.63706,93.58118,
15/09/2016,0,95.283,95.24715,96.24623844,94.24806156,98.63706,93.58118,
16/09/2016,0,96.105,95.32825,96.32938193,94.32711807,98.63706,93.58118,
19/09/2016,0,95.761,95.39135,96.33276495,94.44993505,98.63706,93.58118,
20/09/2016,0,95.976,95.46545,96.34386595,94.58703405,98.63706,93.58118,
21/09/2016,0,95.665,95.51135,96.32861208,94.69408792,98.63706,93.58118,
22/09/2016,0,95.381,95.54325,96.28431191,94.80218809,98.63706,93.58118,
23/09/2016,0,95.392,95.53575,96.2797411,94.7917589,98.63706,93.58118,
26/09/2016,0,95.21,95.5191,96.27648099,94.76171901,98.63706,93.58118,
27/09/2016,0,95.312,95.48265,96.20543192,94.75986808,98.63706,93.58118,
28/09/2016,0,95.336,95.44885,96.1315673,94.7661327,98.63706,93.58118,
29/09/2016,0,95.472,95.43945,96.11542322,94.76347678,98.63706,93.58118,
30/09/2016,0,95.385,95.4165,96.06664906,94.76635094,98.63706,93.58118,
03/10/2016,0,95.587,95.40365,96.02918666,94.77811334,98.63706,93.58118,
04/10/2016,2,96.125,95.46875,96.10982905,94.82767095,98.0475,93.58118,
05/10/2016,0,96.114,95.5269,96.18043895,94.87336105,98.0475,93.58118,
06/10/2016,0,96.772,95.61295,96.42673952,94.79916048,98.0475,93.58118,
07/10/2016,0,96.654,95.67925,96.59859126,94.75990874,98.0475,93.58118,
10/10/2016,0,96.933,95.7715,96.79892912,94.74407088,98.0475,93.58118,
11/10/2016,0,97.692,95.87385,97.1960346,94.5516654,98.0475,93.58118,
12/10/2016,0,97.962,96.00585,97.5837101,94.4279899,98.0475,93.58118,
13/10/2016,0,97.518,96.1176,97.7886797,94.4465203,98.0475,93.58118,
14/10/2016,0,97.997,96.2122,98.07314273,94.35125727,98.0475,93.58118,
17/10/2016,0,97.878,96.31805,98.30111646,94.33498354,98.0475,93.58118,
18/10/2016,0,97.897,96.4141,98.5047619,94.3234381,98.0475,93.58118,
19/10/2016,0,97.94,96.52785,98.68945933,94.36624067,98.0475,93.58118,
20/10/2016,-2,98.314,96.6745,98.90195222,94.44704778,98.0475,93.58118,
21/10/2016,0,98.686,96.8392,99.14859478,94.52980522,98.0475,93.58118,
24/10/2016,0,98.752,97.0163,99.3419717,94.6906283,98.0475,93.58118,
25/10/2016,0,98.682,97.1848,99.48026584,94.88933416,98.0475,93.58118,
26/10/2016,0,98.611,97.34855,99.55877718,95.13832282,98.0475,93.58118,
27/10/2016,0,98.879,97.5189,99.64803014,95.38976986,98.0475,93.58118,
28/10/2016,0,98.342,97.66675,99.58261783,95.75088217,98.0475,93.58118,
31/10/2016,0,98.422,97.8085,99.49348837,96.12351163,98.0475,93.58118,
01/11/2016,0,97.697,97.8871,99.38714199,96.38705801,98.0475,93.58118,
02/11/2016,0,97.414,97.9521,99.23631726,96.66788274,98.0475,93.58118,
03/11/2016,0,97.196,97.9733,99.19117784,96.75542216,98.0475,93.58118,
04/11/2016,0,97.088,97.995,99.13077445,96.85922555,98.0475,93.58118,
07/11/2016,0,97.793,98.038,99.07007538,97.00592462,98.0475,93.58118,
08/11/2016,0,97.86,98.0464,99.06977235,97.02302765,98.0475,93.58118,
09/11/2016,0,98.529,98.07475,99.11841276,97.03108724,98.0475,93.58118,
10/11/2016,0,98.774,98.13755,99.19076061,97.08433939,98.0475,93.58118,
11/11/2016,0,99.05,98.1902,99.31302084,97.06737916,98.0475,93.58118,
14/11/2016,2,100.12,98.3023,99.69362773,96.91097227,102.1224,93.58118,
15/11/2016,0,100.25,98.41995,100.0343478,96.80555222,102.1224,93.58118,
16/11/2016,0,100.438,98.54485,100.3648266,96.72487338,102.1224,93.58118,
17/11/2016,0,100.946,98.67645,100.7706053,96.58229466,102.1224,93.58118,
18/11/2016,0,101.283,98.8063,101.188913,96.42368697,102.1224,93.58118,
21/11/2016,0,101.113,98.92435,101.5098258,96.33887424,102.1224,93.58118,
22/11/2016,0,101.106,99.04555,101.7962044,96.29489557,102.1224,93.58118,
23/11/2016,0,101.759,99.20295,102.1865378,96.2193622,102.1224,93.58118,
24/11/2016,0,101.759,99.34695,102.5257142,96.16818581,102.1224,93.58118,
25/11/2016,0,101.546,99.50715,102.7884706,96.2258294,102.1224,93.58118,
28/11/2016,0,101.368,99.65445,102.9917121,96.31718792,102.1224,93.58118,
29/11/2016,0,100.949,99.81705,103.0728775,96.56122246,102.1224,93.58118,
30/11/2016,0,101.539,100.0233,103.1646929,96.88190712,102.1224,93.58118,
01/12/2016,0,101.099,100.21845,103.1078645,97.32903549,102.1224,93.58118,
02/12/2016,0,100.861,100.4071,102.9228487,97.89135129,102.1224,93.58118,
05/12/2016,-2,100.112,100.52305,102.7424929,98.30360705,102.1224,93.58118,
06/12/2016,0,100.53,100.65655,102.5102707,98.80282926,102.1224,93.58118,
07/12/2016,0,100.268,100.7435,102.3343928,99.15260723,102.1224,93.58118,
08/12/2016,0,101.125,100.86105,102.1759607,99.54613928,102.1224,93.58118,
09/12/2016,0,101.62,100.98955,102.0488714,99.93022862,102.1224,93.58118,
12/12/2016,0,101.049,101.036,102.0173332,100.0546668,102.1224,93.58118,
13/12/2016,0,101.107,101.07885,101.9916037,100.1660963,102.1224,93.58118,
14/12/2016,0,101.77,101.14545,102.0558219,100.2350781,102.1224,93.58118,
15/12/2016,2,103.053,101.2508,102.4772485,100.0243515,105.11406,93.58118,
16/12/2016,0,102.954,101.33435,102.768304,99.90039599,105.11406,93.58118,
19/12/2016,0,103.1,101.4337,103.0555654,99.81183464,105.11406,93.58118,
20/12/2016,0,103.288,101.5428,103.3453105,99.74028946,105.11406,93.58118,
21/12/2016,0,103.029,101.6063,103.5208038,99.69179619,105.11406,93.58118,
22/12/2016,0,103.096,101.67315,103.6946907,99.65160927,105.11406,93.58118,
23/12/2016,0,103.002,101.74595,103.8472264,99.64467358,105.11406,93.58118,
27/12/2016,0,103.007,101.8279,103.9907637,99.66503626,105.11406,93.58118,
28/12/2016,0,103.244,101.94265,104.1498845,99.73541551,105.11406,93.58118,
29/12/2016,0,102.711,102.00125,104.2246784,99.77782158,105.11406,93.58118,
30/12/2016,0,102.286,102.0606,104.2475956,99.8736044,105.11406,93.58118,
03/01/2017,0,103.201,102.1776,104.3456609,100.0095391,105.11406,93.58118,
04/01/2017,0,102.709,102.30745,104.266067,100.348833,105.11406,93.58118,
05/01/2017,-2,101.528,102.35735,104.1783012,100.5363988,105.11406,93.58118,
06/01/2017,0,102.209,102.4544,104.0066607,100.9021393,105.11406,93.58118,
09/01/2017,0,101.909,102.4936,103.9459767,101.0412233,105.11406,93.58118,
10/01/2017,0,101.996,102.5124,103.9283344,101.0964656,105.11406,93.58118,
11/01/2017,0,101.747,102.5473,103.8468606,101.2477394,105.11406,93.58118,
12/01/2017,0,101.377,102.5608,103.8046474,101.3169526,105.11406,93.58118,
13/01/2017,1,101.188,102.5317,103.8717045,101.1916955,105.11406,99.16424,
16/01/2017,0,101.188,102.43845,103.8763599,101.0005401,105.11406,99.16424,
17/01/2017,0,100.32,102.30675,103.9927551,100.6207449,105.11406,99.16424,
18/01/2017,0,100.918,102.19765,103.945471,100.449829,105.11406,99.16424,
19/01/2017,0,101.144,102.09045,103.8205291,100.3603709,105.11406,99.16424,
20/01/2017,0,100.69,101.9735,103.7496029,100.1973971,105.11406,99.16424,
23/01/2017,0,100.13,101.8252,103.6944959,99.95590413,105.11406,99.16424,
24/01/2017,0,100.339,101.69205,103.586288,99.79781195,105.11406,99.16424,
25/01/2017,0,100.019,101.54265,103.4695275,99.6157725,105.11406,99.16424,
26/01/2017,0,100.375,101.3992,103.2224686,99.57593144,105.11406,99.16424,
27/01/2017,0,100.526,101.28995,103.0463377,99.53356229,105.11406,99.16424,
30/01/2017,0,100.414,101.19635,102.9298114,99.46288858,105.11406,99.16424,
31/01/2017,0,99.481,101.01035,102.6386207,99.38207935,105.11406,99.16424,
01/02/2017,0,99.608,100.8553,102.3952149,99.31538505,105.11406,99.16424,
02/02/2017,0,99.788,100.7683,102.342588,99.19401196,105.11406,99.16424,
03/02/2017,0,99.842,100.64995,102.1260391,99.17386091,105.11406,99.16424,
06/02/2017,0,99.865,100.54775,101.9417541,99.15374586,105.11406,99.16424,
07/02/2017,0,100.245,100.4602,101.6896037,99.23079631,105.11406,99.16424,
08/02/2017,0,100.264,100.38605,101.4658503,99.30624975,105.11406,99.16424,
09/02/2017,-1,100.647,100.34955,101.3384191,99.36068085,105.11406,99.16424,
10/02/2017,0,100.791,100.3297,101.2649337,99.39446632,105.11406,99.16424,
13/02/2017,0,100.95,100.3178,101.2143011,99.42129889,105.11406,99.16424,
14/02/2017,0,101.233,100.36345,101.3447225,99.38217746,105.11406,99.16424,
15/02/2017,0,101.164,100.37575,101.3901274,99.36137258,105.11406,99.16424,
16/02/2017,0,100.43,100.34005,101.292106,99.38799402,105.11406,99.16424,
17/02/2017,0,100.951,100.3531,101.3307954,99.37540457,105.11406,99.16424,
20/02/2017,0,100.951,100.39415,101.3994808,99.38881915,105.11406,99.16424,
21/02/2017,0,101.355,100.44495,101.5332541,99.35664591,105.11406,99.16424,
22/02/2017,0,101.194,100.5037,101.6201802,99.3872198,105.11406,99.16424,
23/02/2017,0,101.053,100.5376,101.6773213,99.39787874,105.11406,99.16424,
24/02/2017,0,101.09,100.5658,101.7306115,99.4009885,105.11406,99.16424,
27/02/2017,0,101.129,100.60155,101.7891963,99.41390368,105.11406,99.16424,
28/02/2017,0,101.129,100.68395,101.7738394,99.59406056,105.11406,99.16424,
01/03/2017,0,101.78,100.79255,101.8646575,99.72044245,105.11406,99.16424,
02/03/2017,2,102.204,100.91335,102.0481002,99.77859976,104.24808,99.16424,
03/03/2017,0,101.548,100.99865,102.0520026,99.9452974,104.24808,99.16424,
06/03/2017,0,101.645,101.08765,102.0386436,100.1366564,104.24808,99.16424,
07/03/2017,0,101.805,101.16565,102.0826883,100.2486117,104.24808,99.16424,
08/03/2017,0,102.076,101.25625,102.1569601,100.3555399,104.24808,99.16424,
09/03/2017,0,101.853,101.31655,102.2074593,100.4256407,104.24808,99.16424,
10/03/2017,-2,101.247,101.33935,102.1980507,100.4806493,104.24808,99.16424,
13/03/2017,0,101.195,101.3516,102.19458,100.50862,104.24808,99.16424,
14/03/2017,0,101.574,101.36865,102.215132,100.522168,104.24808,99.16424,
15/03/2017,0,100.575,101.3392,102.2506067,100.4277933,104.24808,99.16424,
16/03/2017,1,100.185,101.32695,102.2919208,100.3619792,104.24808,98.1813,
17/03/2017,0,100.115,101.28515,102.3758729,100.1944271,104.24808,98.1813,
20/03/2017,0,100.234,101.2493,102.42539,100.07321,104.24808,98.1813,
21/03/2017,0,99.614,101.16225,102.5353791,99.78912089,104.24808,98.1813,
22/03/2017,0,99.468,101.07595,102.6346635,99.5172365,104.24808,98.1813,
23/03/2017,0,99.563,101.00145,102.6941062,99.30879381,104.24808,98.1813,
24/03/2017,0,99.442,100.91905,102.741887,99.09621304,104.24808,98.1813,
27/03/2017,0,98.973,100.81125,102.8174548,98.80504524,104.24808,98.1813,
28/03/2017,0,99.549,100.73225,102.8054976,98.65900241,104.24808,98.1813,
29/03/2017,0,99.836,100.63505,102.6848454,98.58525465,104.24808,98.1813,
30/03/2017,0,100.285,100.5391,102.461864,98.61633596,104.24808,98.1813,
31/03/2017,0,100.218,100.4726,102.3424604,98.60273964,104.24808,98.1813,
03/04/2017,-1,100.412,100.41095,102.2017613,98.62013873,104.24808,98.1813,
04/04/2017,0,100.426,100.342,102.0151284,98.66887155,104.24808,98.1813,
05/04/2017,0,100.441,100.26025,101.7344398,98.78606021,104.24808,98.1813,
06/04/2017,0,100.57,100.1961,101.4878404,98.90435964,104.24808,98.1813,
07/04/2017,0,101.117,100.1896,101.461275,98.91792498,104.24808,98.1813,
10/04/2017,0,100.952,100.17745,101.4146451,98.94025487,104.24808,98.1813,
11/04/2017,0,100.622,100.12985,101.2119975,99.04770245,104.24808,98.1813,
12/04/2017,0,100.711,100.13665,101.2315352,99.04176475,104.24808,98.1813,
13/04/2017,0,100.463,100.15055,101.2545582,99.04654176,104.24808,98.1813,
17/04/2017,0,100.194,100.1545,101.2585365,99.0504635,104.24808,98.1813,
18/04/2017,0,99.404,100.113,101.2633885,98.96261154,104.24808,98.1813,
19/04/2017,0,99.638,100.1142,101.2625521,98.96584786,104.24808,98.1813,
20/04/2017,0,99.685,100.12505,101.2526889,98.99741114,104.24808,98.1813,
21/04/2017,0,99.88,100.1409,101.2451619,99.03663809,104.24808,98.1813,
24/04/2017,0,98.973,100.11745,101.2974079,98.93749212,104.24808,98.1813,
25/04/2017,1,98.648,100.1012,101.350659,98.85174098,104.24808,96.67504,
26/04/2017,0,98.92,100.06975,101.4021363,98.73736374,104.24808,96.67504,
27/04/2017,0,98.955,100.0257,101.4417146,98.60968544,104.24808,96.67504,
28/04/2017,0,98.898,99.95635,101.4485811,98.46411888,104.24808,96.67504,
01/05/2017,0,98.93,99.89195,101.4434496,98.34045041,104.24808,96.67504,
02/05/2017,0,98.829,99.8128,101.4109158,98.21468416,104.24808,96.67504,
03/05/2017,0,99.082,99.7456,101.3479488,98.14325117,104.24808,96.67504,
04/05/2017,0,98.647,99.6559,101.2929723,98.01882775,104.24808,96.67504,
05/05/2017,0,98.528,99.5538,101.2047463,97.90285365,104.24808,96.67504,
08/05/2017,0,98.936,99.44475,100.9499652,97.93953482,104.24808,96.67504,
09/05/2017,-1,99.544,99.37435,100.7135504,98.0351496,104.24808,96.67504,
10/05/2017,0,99.559,99.3212,100.5367867,98.10561329,104.24808,96.67504,
11/05/2017,0,99.505,99.2609,100.3018392,98.21996083,104.24808,96.67504,
12/05/2017,0,99.131,99.1943,100.0775769,98.31102312,104.24808,96.67504,
15/05/2017,0,98.801,99.12465,99.89395521,98.35534479,104.24808,96.67504,
16/05/2017,1,97.998,99.05435,99.95452938,98.15417062,104.24808,96.03804,
17/05/2017,0,97.462,98.94555,100.0418891,97.84921091,104.24808,96.03804,
18/05/2017,0,97.772,98.8499,100.0037849,97.6960151,104.24808,96.03804,
19/05/2017,0,97.03,98.7074,100.0113982,97.40340178,104.24808,96.03804,
22/05/2017,0,96.881,98.6028,100.1225649,97.08303507,104.24808,96.03804,
23/05/2017,0,97.264,98.5336,100.1610518,96.9061482,104.24808,96.03804,
24/05/2017,0,97.147,98.44495,100.1688511,96.7210489,104.24808,96.03804,
25/05/2017,0,97.176,98.356,100.147704,96.56429601,104.24808,96.03804,
26/05/2017,0,97.364,98.2793,100.1026847,96.45591533,104.24808,96.03804,
29/05/2017,0,97.364,98.201,100.0403153,96.36168469,104.24808,96.03804,
30/05/2017,0,97.212,98.12015,99.98393145,96.25636855,104.24808,96.03804,
31/05/2017,0,96.854,98.00875,99.89545017,96.12204983,104.24808,96.03804,
01/06/2017,0,97.141,97.93345,99.83241882,96.03448118,104.24808,96.03804,
02/06/2017,0,96.67,97.84055,99.7950638,95.8860362,104.24808,96.03804,
05/06/2017,0,96.754,97.73145,99.6727457,95.7901543,104.24808,96.03804,
06/06/2017,0,96.591,97.5838,99.39611472,95.77148528,104.24808,96.03804,
07/06/2017,0,96.708,97.44125,99.04634338,95.83615662,104.24808,96.03804,
08/06/2017,0,96.898,97.3109,98.62069829,96.00110171,104.24808,96.03804,
09/06/2017,-1,97.239,97.2163,98.22538674,96.20721326,104.24808,96.03804,
12/06/2017,0,97.121,97.1323,97.83200968,96.43259032,104.24808,96.03804,
13/06/2017,0,96.942,97.0795,97.65898063,96.50001937,104.24808,96.03804,
14/06/2017,0,96.921,97.05245,97.60799855,96.49690145,104.24808,96.03804,
15/06/2017,0,97.437,97.0357,97.51895691,96.55244309,104.24808,96.03804,
16/06/2017,0,97.146,97.0415,97.52712269,96.55587731,104.24808,96.03804,
19/06/2017,0,97.264,97.06065,97.5496405,96.5716595,104.24808,96.03804,
20/06/2017,0,97.412,97.06805,97.57333387,96.56276613,104.24808,96.03804,
21/06/2017,0,97.216,97.0715,97.57982608,96.56317392,104.24808,96.03804,
22/06/2017,0,97.303,97.07785,97.59434638,96.56135362,104.24808,96.03804,
23/06/2017,0,96.942,97.05675,97.55904707,96.55445293,104.24808,96.03804,
26/06/2017,0,97.116,97.04435,97.5275776,96.5611224,104.24808,96.03804,
27/06/2017,1,96.093,96.9884,97.61798666,96.35881334,104.24808,94.17114,
28/06/2017,0,95.744,96.9329,97.76365385,96.10214615,104.24808,94.17114,
29/06/2017,0,95.366,96.84415,97.91233524,95.77596476,104.24808,94.17114,
30/06/2017,0,95.421,96.7817,98.01637617,95.54702383,104.24808,94.17114,
03/07/2017,0,95.969,96.74245,98.02705336,95.45784664,104.24808,94.17114,
04/07/2017,0,95.969,96.71135,98.03852539,95.38417461,104.24808,94.17114,
05/07/2017,0,96.059,96.6789,98.03621071,95.32158929,104.24808,94.17114,
06/07/2017,0,95.575,96.61275,98.04763925,95.17786075,104.24808,94.17114,
07/07/2017,0,95.792,96.5404,97.98755492,95.09324508,104.24808,94.17114,
10/07/2017,0,95.777,96.4732,97.93105138,95.01534862,104.24808,94.17114,
11/07/2017,0,95.422,96.3972,97.90692721,94.88747279,104.24808,94.17114,
12/07/2017,0,95.512,96.32675,97.86339113,94.79010887,104.24808,94.17114,
13/07/2017,0,95.508,96.2303,97.71744318,94.74315682,104.24808,94.17114,
14/07/2017,0,94.93,96.1195,97.64689746,94.59210254,104.24808,94.17114,
17/07/2017,0,94.904,96.0015,97.52161809,94.48138191,104.24808,94.17114,
18/07/2017,0,94.402,95.851,97.37872249,94.32327751,104.24808,94.17114,
19/07/2017,0,94.588,95.7196,97.20663092,94.23256908,104.24808,94.17114,
20/07/2017,-1,94.117,95.5603,97.01700493,94.10359507,104.24808,94.17114,
21/07/2017,0,93.679,95.39715,96.92736453,93.86693547,104.24808,94.17114,
24/07/2017,0,93.798,95.23125,96.69823069,93.76426931,104.24808,94.17114,
25/07/2017,0,93.888,95.121,96.64276003,93.59923997,104.24808,94.17114,
26/07/2017,0,93.505,95.00905,96.65534517,93.36275483,104.24808,94.17114,
27/07/2017,0,93.715,94.9265,96.65637289,93.19662711,104.24808,94.17114,
28/07/2017,0,93.114,94.81115,96.69459443,92.92770557,104.24808,94.17114,
31/07/2017,0,92.718,94.6486,96.66101272,92.63618728,104.24808,94.17114,
01/08/2017,0,92.901,94.4952,96.54893042,92.44146958,104.24808,94.17114,
02/08/2017,0,92.699,94.3272,96.39143968,92.26296032,104.24808,94.17114,
03/08/2017,0,92.707,94.1838,96.27961484,92.08798516,104.24808,94.17114,
04/08/2017,0,93.416,94.065,96.04909375,92.08090625,104.24808,94.17114,
07/08/2017,0,93.309,93.9416,95.78654882,92.09665118,104.24808,94.17114,
08/08/2017,0,93.515,93.84625,95.56832734,92.12417266,104.24808,94.17114,
09/08/2017,0,93.43,93.74215,95.29196009,92.19233991,104.24808,94.17114,
10/08/2017,0,93.304,93.63195,94.96164357,92.30225643,104.24808,94.17114,
11/08/2017,0,92.956,93.53325,94.75124555,92.31525445,104.24808,94.17114,
14/08/2017,0,93.305,93.4533,94.49856247,92.40803753,104.24808,94.17114,
15/08/2017,0,93.756,93.421,94.38366277,92.45833723,104.24808,94.17114,
16/08/2017,0,93.438,93.3635,94.16423379,92.56276621,104.24808,94.17114,
17/08/2017,0,93.534,93.33435,94.06238661,92.60631339,104.24808,94.17114,
18/08/2017,0,93.359,93.31835,94.02924951,92.60745049,104.24808,94.17114,
21/08/2017,0,93.012,93.27905,93.96604155,92.59205845,104.24808,94.17114,
22/08/2017,0,93.461,93.2577,93.89220078,92.62319922,104.24808,94.17114,
23/08/2017,0,93.07,93.23595,93.86484887,92.60705113,104.24808,94.17114,
24/08/2017,0,93.202,93.2103,93.79954939,92.62105061,104.24808,94.17114,
25/08/2017,0,92.677,93.18845,93.8211681,92.5557319,104.24808,94.17114,
28/08/2017,1,92.14,93.15955,93.91623764,92.40286236,104.24808,90.2972,
29/08/2017,0,92.184,93.1237,93.98648922,92.26091078,104.24808,90.2972,
30/08/2017,0,92.823,93.1299,93.98210981,92.27769019,104.24808,90.2972,
31/08/2017,0,92.628,93.12595,93.98665378,92.26524622,104.24808,90.2972,
01/09/2017,0,92.769,93.0936,93.95689703,92.23030297,104.24808,90.2972,
04/09/2017,0,92.769,93.0666,93.93502349,92.19817651,104.24808,90.2972,
05/09/2017,0,92.226,93.00215,93.91793016,92.08636984,104.24808,90.2972,
06/09/2017,0,92.252,92.94325,93.89230761,91.99419239,104.24808,90.2972,
07/09/2017,0,91.642,92.86015,93.94905317,91.77124683,104.24808,90.2972,
08/09/2017,0,91.326,92.77865,94.05459158,91.50270842,104.24808,90.2972,
11/09/2017,0,91.853,92.70605,94.01864308,91.39345692,104.24808,90.2972,
12/09/2017,0,91.856,92.61105,93.88023816,91.34186184,104.24808,90.2972,
13/09/2017,0,92.508,92.56455,93.77597238,91.35312762,104.24808,90.2972,
14/09/2017,0,92.112,92.49345,93.63376443,91.35313557,104.24808,90.2972,
15/09/2017,0,91.863,92.41865,93.51755623,91.31974377,104.24808,90.2972,
18/09/2017,0,91.824,92.35925,93.45185713,91.26664287,104.24808,90.2972,
19/09/2017,0,91.561,92.26425,93.2852105,91.2432895,104.24808,90.2972,
20/09/2017,-1,92.296,92.22555,93.17777087,91.27332913,104.24808,90.2972,
21/09/2017,0,92.049,92.1679,93.00990568,91.32589432,104.24808,90.2972,
22/09/2017,0,91.967,92.1324,92.94490733,91.31989267,104.24808,90.2972,
25/09/2017,0,92.441,92.14745,92.97103812,91.32386188,104.24808,90.2972,
26/09/2017,0,92.781,92.1773,93.0460596,91.3085404,104.24808,90.2972,
27/09/2017,2,93.171,92.1947,93.12616897,91.26323103,95.03442,90.2972,
28/09/2017,0,92.932,92.2099,93.17834347,91.24145653,95.03442,90.2972,
29/09/2017,0,92.883,92.2156,93.19837513,91.23282487,95.03442,90.2972,
02/10/2017,0,93.405,92.2474,93.3352815,91.1595185,95.03442,90.2972,
03/10/2017,0,93.414,92.3068,93.50741328,91.10618672,95.03442,90.2972,
04/10/2017,0,93.284,92.3584,93.63166563,91.08513437,95.03442,90.2972,
05/10/2017,0,93.803,92.46645,93.84094416,91.09195584,95.03442,90.2972,
06/10/2017,0,93.641,92.5822,93.94287272,91.22152728,95.03442,90.2972,
09/10/2017,0,93.505,92.6648,94.0388832,91.2907168,95.03442,90.2972,
10/10/2017,0,93.101,92.72705,94.06115157,91.39294843,95.03442,90.2972,
11/10/2017,0,92.825,92.7429,94.07374348,91.41205652,95.03442,90.2972,
12/10/2017,0,92.898,92.7822,94.08226563,91.48213437,95.03442,90.2972,
13/10/2017,0,92.935,92.8358,94.06639443,91.60520557,95.03442,90.2972,
16/10/2017,0,93.161,92.90265,94.04846417,91.75683583,95.03442,90.2972,
17/10/2017,0,93.35,92.9921,93.97235729,92.01184271,95.03442,90.2972,
18/10/2017,0,93.228,93.0387,93.96952589,92.10787411,95.03442,90.2972,
19/10/2017,0,93.12,93.09225,93.90489208,92.27960792,95.03442,90.2972,
20/10/2017,0,93.579,93.17285,93.82748678,92.51821322,95.03442,90.2972,
23/10/2017,0,93.814,93.2415,93.86181589,92.62118411,95.03442,90.2972,
24/10/2017,0,93.661,93.2855,93.89363798,92.67736202,95.03442,90.2972,
25/10/2017,0,93.577,93.3058,93.92431099,92.68728901,95.03442,90.2972,
26/10/2017,0,94.509,93.38465,94.17159302,92.59770698,95.03442,90.2972,
27/10/2017,0,94.822,93.4816,94.45347785,92.50972215,95.03442,90.2972,
30/10/2017,0,94.454,93.53405,94.59305018,92.47504982,95.03442,90.2972,
31/10/2017,0,94.429,93.5848,94.71106988,92.45853012,95.03442,90.2972,
01/11/2017,0,94.709,93.65605,94.87377189,92.43832811,95.03442,90.2972,
02/11/2017,0,94.588,93.6953,94.97829323,92.41230677,95.03442,90.2972,
03/11/2017,0,94.858,93.75615,95.134934,92.377366,95.03442,90.2972,
06/11/2017,0,94.657,93.81375,95.24114803,92.38635197,95.03442,90.2972,
07/11/2017,0,94.8,93.8987,95.34836701,92.44903299,95.03442,90.2972,
08/11/2017,0,94.768,93.99585,95.40452033,92.58717967,95.03442,90.2972,
09/11/2017,0,94.352,94.06855,95.39048971,92.74661029,95.03442,90.2972,
10/11/2017,0,94.278,94.1357,95.35277635,92.91862365,95.03442,90.2972,
13/11/2017,0,94.388,94.19705,95.33236607,93.06173393,95.03442,90.2972,
14/11/2017,-2,93.723,94.2157,95.3061115,93.1252885,95.03442,90.2972,
15/11/2017,0,93.726,94.2406,95.26009407,93.22110593,95.03442,90.2972,
16/11/2017,0,93.854,94.2773,95.17881186,93.37578814,95.03442,90.2972,
17/11/2017,0,93.575,94.2771,95.17923301,93.37496699,95.03442,90.2972,
20/11/2017,0,93.997,94.28625,95.17299007,93.39950993,95.03442,90.2972,
21/11/2017,0,93.877,94.29705,95.15795127,93.43614873,95.03442,90.2972,
22/11/2017,1,93.135,94.27495,95.22656704,93.32333296,95.03442,91.2723,
23/11/2017,0,93.135,94.20625,95.27191296,93.14058704,95.03442,91.2723,
24/11/2017,0,92.707,94.1005,95.31071725,92.89028275,95.03442,91.2723,
27/11/2017,0,92.825,94.01905,95.33756317,92.70053683,95.03442,91.2723,
28/11/2017,0,93.213,93.95825,95.30733189,92.60916811,95.03442,91.2723,
29/11/2017,0,93.107,93.87815,95.22965217,92.52664783,95.03442,91.2723,
30/11/2017,0,93.002,93.79885,95.16052342,92.43717658,95.03442,91.2723,
01/12/2017,0,92.841,93.698,95.02939295,92.36660705,95.03442,91.2723,
04/12/2017,0,93.144,93.62235,94.8979528,92.3467472,95.03442,91.2723,
05/12/2017,0,93.334,93.54905,94.70876039,92.38933961,95.03442,91.2723,
06/12/2017,-1,93.582,93.48975,94.50656441,92.47293559,95.03442,91.2723,
07/12/2017,0,93.769,93.4606,94.40791925,92.51328075,95.03442,91.2723,
08/12/2017,0,93.874,93.4404,94.3327749,92.5480251,95.03442,91.2723,
11/12/2017,0,93.843,93.41315,94.21701001,92.60928999,95.03442,91.2723,
12/12/2017,0,94.08,93.431,94.2763714,92.5856286,95.03442,91.2723,
13/12/2017,0,93.419,93.41565,94.25011636,92.58118364,95.03442,91.2723,
14/12/2017,0,93.479,93.3969,94.20764062,92.58615938,95.03442,91.2723,
15/12/2017,0,93.929,93.4146,94.25503403,92.57416597,95.03442,91.2723,
18/12/2017,0,93.239,93.3767,94.17602024,92.57737976,95.03442,91.2723,
19/12/2017,0,93.027,93.3342,94.11271515,92.55568485,95.03442,91.2723,
20/12/2017,0,92.891,93.322,94.12002231,92.52397769,95.03442,91.2723,
21/12/2017,0,92.862,93.30835,94.12775253,92.48894747,95.03442,91.2723,
