Date,Index
20011003,22202.89
20011004,22000.84
20011005,22216.45
20011008,23349.49
20011009,21990.55
20011010,20855.83
20011011,19671.22
20011012,19803.02
20011015,19523.80
20011016,18941.99
20011017,18775.30
20011018,18820.36
20011019,19238.17
20011022,20404.00
20011023,19471.54
20011024,19360.55
20011025,19323.77
20011026,18545.02
20011029,17563.99
20011030,17681.67
20011031,19532.94
20011101,20370.90
20011102,20047.00
20011105,19756.32
20011106,18956.19
20011107,20017.74
20011108,18592.48
20011109,18034.70
20011112,17931.90
20011113,16511.70
20011114,15671.25
20011115,15730.80
20011116,16267.22
20011119,17209.09
20011120,16448.45
20011121,17290.61
20011122,17290.61
20011123,18305.57
20011126,18192.08
20011127,18072.01
20011128,16378.66
20011129,16955.19
20011130,16082.00
20011203,16048.23
20011204,16566.58
20011205,16765.38
20011206,16228.89
20011207,16274.33
20011210,16411.04
20011211,16151.74
20011212,15841.63
20011213,15665.79
20011214,15083.02
20011217,14981.96
20011218,15654.65
20011219,14345.92
20011220,14262.72
20011221,13951.79
20011224,14027.13
20011225,14027.13
20011226,14938.89
20011227,15239.17
20011228,14804.85
20011231,15318.58
20020101,15318.58
20020102,15822.56
20020103,15450.73
20020104,15316.31
20020107,14968.63
20020108,15128.79
20020109,15685.53
20020110,16982.72
20020111,16074.15
20020114,15288.12
20020115,14303.57
20020116,15254.76
20020117,14553.04
20020118,14131.00
20020121,14131.00
20020122,14098.50
20020123,13499.31
20020124,13844.89
20020125,14512.22
20020128,14285.83
20020129,12620.10
20020130,12132.96
20020131,12717.77
20020201,11892.39
20020204,11884.06
20020205,14228.79
20020206,14366.81
20020207,14677.13
20020208,15553.36
20020211,14883.01
20020212,14372.52
20020213,14396.95
20020214,13985.20
20020215,14091.49
20020218,14091.49
20020219,12816.21
20020220,11826.80
20020221,12160.31
20020222,12154.23
20020225,11687.51
20020226,13308.57
20020227,13111.60
20020228,12073.16
20020301,10799.44
20020304,10394.46
20020305,9517.17
20020306,9343.96
20020307,9621.47
20020308,9529.11
20020311,10534.43
20020312,10567.09
20020313,9968.99
20020314,9811.48
20020315,9814.42
20020318,9230.46
20020319,9291.39
20020320,9348.06
20020321,9317.21
20020322,9323.74
20020325,9062.67
20020326,8759.98
20020327,9219.00
20020328,9432.88
20020329,9432.88
20020401,11134.57
20020402,11026.57
20020403,10382.62
20020404,9569.66
20020405,9115.10
20020408,8944.65
20020409,9216.56
20020410,9287.53
20020411,9454.71
20020412,8990.48
20020415,9100.17
20020416,8746.17
20020417,9361.90
20020418,10292.47
20020419,10052.66
20020422,10486.93
20020423,10382.06
20020424,10697.68
20020425,11925.77
20020426,12875.06
20020429,13173.76
20020430,12471.60
20020501,12556.41
20020502,13027.27
20020503,13678.64
20020506,13250.50
20020507,12912.61
20020508,11647.17
20020509,12076.95
20020510,12425.98
20020513,11394.62
20020514,10460.26
20020515,10736.41
20020516,10737.49
20020517,11258.26
20020520,11680.44
20020521,12051.88
20020522,12262.79
20020523,12121.76
20020524,12173.89
20020527,12173.89
20020528,12631.63
20020529,12491.41
20020530,13255.89
20020531,12855.56
20020603,13296.51
20020604,13261.94
20020605,12890.60
20020606,13149.70
20020607,12916.95
20020610,12353.77
20020611,13561.97
20020612,13435.85
20020613,13290.74
20020614,13755.92
20020617,13868.71
20020618,15417.85
20020619,15491.86
20020620,16303.63
20020621,16629.70
20020624,17080.37
20020625,17461.26
20020626,19355.80
20020627,19340.32
20020628,19705.85
20020701,20184.70
20020702,19225.93
20020703,18889.48
20020704,18889.48
20020705,19044.37
20020708,19667.12
20020709,20721.28
20020710,20789.66
20020711,21111.90
20020712,20482.76
20020715,21728.12
20020716,22938.37
20020717,23449.90
20020718,22584.60
20020719,24095.51
20020722,24167.79
20020723,22683.89
20020724,23323.58
20020725,23736.40
20020726,22886.64
20020729,21806.39
20020730,22781.14
20020731,23772.12
20020801,23237.24
20020802,23590.45
20020805,24755.82
20020806,23609.62
20020807,24518.59
20020808,22679.70
20020809,22784.03
20020812,22859.21
20020813,23821.59
20020814,24269.43
20020815,23902.96
20020816,24079.85
20020819,24159.31
20020820,22779.81
20020821,24050.93
20020822,22184.57
20020823,21765.29
20020826,23236.62
20020827,22495.37
20020828,21062.42
20020829,21730.09
20020830,22027.80
20020902,22027.80
20020903,21585.04
20020904,23342.06
20020905,24651.55
20020906,25889.06
20020909,27232.70
20020910,26088.93
20020911,26018.49
20020912,25347.21
20020913,26249.57
20020916,27142.06
20020917,25931.52
20020918,26600.55
20020919,25597.71
20020920,24811.86
20020923,25826.67
20020924,26826.16
20020925,25967.72
20020926,25643.13
20020927,26240.61
20020930,25781.40
20021001,26371.79
20021002,24765.75
20021003,23844.47
20021004,23803.93
20021007,23749.18
20021008,23587.69
20021009,23045.17
20021010,22409.12
20021011,21875.79
20021014,22357.05
20021015,24554.75
20021016,24176.61
20021017,23253.06
20021018,22664.76
20021021,22880.08
20021022,22811.43
20021023,22599.29
20021024,23636.60
20021025,24532.42
20021028,23533.95
20021029,23703.40
20021030,23416.59
20021031,24034.78
20021101,24234.27
20021104,23466.05
20021105,24270.93
20021106,24266.08
20021107,26639.30
20021108,28480.08
20021111,28089.90
20021112,27396.08
20021113,26760.49
20021114,26351.05
20021115,26419.57
20021118,25431.47
20021119,25604.41
20021120,24774.83
20021121,25359.51
20021122,24824.43
20021125,23337.44
20021126,23253.43
20021127,23134.84
20021128,23134.84
20021129,23141.78
20021202,23181.12
20021203,21697.53
20021204,21597.72
20021205,21757.54
20021206,19527.39
20021209,19088.03
20021210,19561.41
20021211,19686.60
20021212,22194.68
20021213,23304.41
20021216,23516.48
20021217,23194.30
20021218,24013.06
20021219,23307.08
20021220,23955.02
20021223,24867.70
20021224,25397.38
20021225,25397.38
20021226,25217.06
20021227,25663.40
20021230,24793.41
20021231,24577.71
20030101,24577.71
20030102,24415.50
20030103,25958.56
20030106,24818.98
20030107,23396.85
20030108,24606.47
20030109,25364.35
20030110,23845.02
20030113,24526.99
20030114,25120.54
20030115,26469.52
20030116,27655.35
20030117,27370.50
20030120,27370.50
20030121,27107.74
20030122,27560.44
20030123,26832.85
20030124,28442.82
20030127,25700.93
20030128,26307.47
20030129,27972.74
20030130,28176.94
20030131,28250.20
20030203,28137.20
20030204,28210.35
20030205,28173.68
20030206,28080.71
20030207,29568.98
20030210,29477.32
20030211,30072.76
20030212,29116.45
20030213,28114.84
20030214,28438.16
20030217,28438.16
20030218,27306.32
20030219,28469.57
20030220,27780.61
20030221,29261.32
20030224,32260.60
20030225,31557.32
20030226,33627.48
20030227,32359.72
20030228,32929.25
20030303,31750.39
20030304,31648.79
20030305,31816.52
20030306,31482.45
20030307,32618.97
20030310,31376.18
20030311,30871.03
20030312,31500.80
20030313,29220.14
20030314,28960.08
20030317,28511.20
20030318,26173.28
20030319,27324.91
20030320,26188.19
20030321,27243.57
20030324,25835.08
20030325,25602.56
20030326,25221.09
20030327,25453.12
20030328,24832.06
20030331,23774.22
20030401,23857.43
20030402,23427.99
20030403,23121.09
20030404,23211.26
20030407,23081.28
20030408,23265.93
20030409,23368.30
20030410,23534.21
20030411,23489.50
20030414,24097.87
20030415,23965.34
20030416,23804.77
20030417,23614.33
20030418,23614.33
20030421,23434.86
20030422,22867.74
20030423,22593.33
20030424,23449.61
20030425,23299.53
20030428,23902.99
20030429,23704.60
20030430,24226.10
20030501,24090.43
20030502,23406.26
20030505,23998.44
20030506,26069.51
20030507,28892.84
20030508,28216.74
20030509,27683.45
20030512,28375.53
20030513,29677.97
20030514,31574.39
20030515,31656.49
20030516,32618.84
20030519,30527.98
20030520,32771.78
20030521,32221.22
20030522,32056.89
20030523,32608.27
20030526,32608.27
20030527,31558.28
20030528,30040.33
20030529,31277.99
20030530,31997.38
20030602,31219.85
20030603,32094.00
20030604,31782.69
20030605,31833.54
20030606,31578.87
20030609,30044.14
20030610,29917.96
20030611,28239.56
20030612,30117.49
20030613,29972.92
20030616,29403.44
20030617,28841.83
20030618,28922.59
20030619,28251.59
20030620,28480.42
20030623,28357.96
20030624,28000.65
20030625,28107.05
20030626,27072.71
20030627,27440.90
20030630,27059.47
20030701,26959.35
20030702,25363.36
20030703,25264.44
20030704,25264.44
20030707,24743.99
20030708,24231.79
20030709,24071.86
20030710,25261.01
20030711,25571.72
20030714,25333.91
20030715,25032.43
20030716,24474.21
20030717,24060.60
20030718,23872.92
20030721,24266.83
20030722,25916.97
20030723,25577.46
20030724,25917.64
20030725,25350.04
20030728,25819.02
20030729,26206.30
20030730,26329.47
20030731,26821.83
20030801,27516.52
20030804,27764.17
20030805,27539.28
20030806,26608.45
20030807,24809.72
20030808,23695.76
20030811,23217.11
20030812,22244.31
20030813,21490.23
20030814,21698.68
20030815,21507.74
20030818,21316.32
20030819,21518.82
20030820,21430.59
20030821,21467.03
20030822,21533.57
20030825,21468.97
20030826,21473.27
20030827,20440.40
20030828,20207.38
20030829,20478.16
20030901,20478.16
20030902,22052.93
20030903,22586.61
20030904,21290.14
20030905,21933.10
20030908,22591.10
20030909,21518.02
20030910,20782.10
20030911,23710.30
20030912,23041.67
20030915,22219.08
20030916,21339.21
20030917,23199.99
20030918,24292.71
20030919,25876.59
20030922,29574.36
20030923,29881.93
20030924,29980.54
20030925,29488.86
20030926,29019.99
20030929,30215.61
20030930,29862.09
20031001,30599.68
20031002,31640.07
20031003,30766.80
20031006,31142.16
20031007,32503.07
20031008,34137.98
20031009,35500.08
20031010,39550.64
20031013,42639.55
20031014,40430.82
20031015,43026.48
20031016,41709.86
20031017,39920.51
20031020,40172.01
20031021,39770.29
20031022,41627.56
20031023,41481.87
20031024,40743.49
20031027,42532.13
20031028,42132.33
20031029,42882.28
20031030,43341.12
20031031,40992.03
20031103,41135.51
20031104,43632.43
20031105,42484.90
20031106,41911.35
20031107,42988.47
20031110,42489.81
20031111,42816.98
20031112,42911.18
20031113,43065.66
20031114,42656.53
20031117,39930.78
20031118,43276.98
20031119,40394.73
20031120,39215.21
20031121,38626.98
20031124,33686.59
20031125,32598.51
20031126,33661.22
20031127,33661.22
20031128,33657.86
20031201,31934.57
20031202,31008.47
20031203,32087.57
20031204,32097.19
20031205,31699.19
20031208,33975.19
20031209,34348.92
20031210,32933.74
20031211,32660.39
20031212,35799.05
20031215,34234.64
20031216,33779.32
20031217,34481.93
20031218,35275.01
20031219,34375.50
20031222,30817.63
20031223,31024.11
20031224,32553.60
20031225,32553.60
20031226,33002.84
20031229,33481.38
20031230,34572.87
20031231,32595.30
20040101,32595.30
20040102,33155.94
20040105,39863.39
20040106,39719.88
20040107,37829.22
20040108,40447.00
20040109,40200.27
20040112,40256.55
20040113,38424.88
20040114,38882.14
20040115,36125.39
20040116,38021.98
20040119,38021.98
20040120,41333.69
20040121,39965.54
20040122,41104.56
20040123,40705.85
20040126,42102.06
20040127,43457.74
20040128,40367.90
20040129,37784.35
20040130,39178.60
20040202,41576.33
20040203,40869.53
20040204,39030.40
20040205,38265.40
20040206,35047.28
20040209,36810.16
20040210,38941.47
20040211,40347.26
20040212,40992.81
20040213,40599.28
20040216,40599.28
20040217,40611.46
20040218,39669.28
20040219,41819.35
20040220,44633.79
20040223,43178.73
20040224,43385.99
20040225,44487.99
20040226,45564.60
20040227,46480.45
20040301,47912.05
20040302,46867.57
20040303,44542.94
20040304,46498.37
20040305,50497.23
20040308,48714.68
20040309,48919.28
20040310,48053.41
20040311,50590.63
20040312,48916.08
20040315,51420.58
20040316,52135.33
20040317,52479.42
20040318,51456.07
20040319,50941.51
20040322,51435.64
20040323,52634.10
20040324,53044.64
20040325,47591.65
20040326,44855.13
20040329,44971.76
20040330,44252.21
20040331,43840.66
20040401,41591.64
20040402,41762.16
20040405,41574.23
20040406,41686.48
20040407,42578.57
20040408,43715.42
20040409,43715.42
20040412,44379.90
20040413,42986.37
20040414,42543.61
20040415,43122.20
20040416,44264.94
20040419,44495.12
20040420,43440.58
20040421,42080.89
20040422,42177.68
20040423,42388.57
20040426,42320.74
20040427,42811.66
20040428,41963.99
20040429,41951.40
20040430,41456.38
20040503,44880.67
20040504,46016.16
20040505,47258.59
20040506,46148.02
20040507,48003.17
20040510,45036.57
20040511,47846.85
20040512,48569.34
20040513,49764.14
20040514,48793.74
20040517,48422.91
20040518,45793.55
20040519,47639.03
20040520,46200.33
20040521,46135.65
20040524,48119.48
20040525,47609.41
20040526,46928.60
20040527,44901.28
20040528,47860.28
20040531,47860.28
20040601,48769.62
20040602,47565.01
20040603,45890.73
20040604,45587.85
20040607,44220.21
20040608,43804.54
20040609,44720.06
20040610,44903.41
20040611,44903.41
20040614,42748.05
20040615,40174.61
20040616,40600.46
20040617,39662.59
20040618,39531.71
20040621,38057.17
20040622,38308.35
20040623,38017.21
20040624,37648.44
20040625,37302.08
20040628,37772.08
20040629,37753.20
20040630,37277.51
20040701,37188.04
20040702,37429.76
20040705,37429.76
20040706,36905.75
20040707,36695.38
20040708,36944.91
20040709,36797.13
20040712,37183.50
20040713,36964.12
20040714,36971.51
20040715,37367.11
20040716,38342.39
20040719,38530.27
20040720,37952.31
20040721,37724.60
20040722,37618.97
20040723,37769.44
20040726,37599.48
20040727,37779.96
20040728,37919.75
20040729,37946.29
20040730,38215.71
20040802,38788.94
20040803,38676.46
20040804,38873.71
20040805,38768.75
20040806,39989.96
20040809,38954.22
20040810,37731.06
20040811,38896.95
20040812,40775.67
20040813,41693.12
20040816,41067.73
20040817,42369.57
20040818,42738.19
20040819,41973.18
20040820,41247.04
20040823,40166.37
20040824,40053.90
20040825,40150.03
20040826,41173.86
20040827,43084.32
20040830,43920.16
20040831,46669.56
20040901,47691.63
20040902,48111.31
20040903,47548.41
20040906,47548.41
20040907,47149.00
20040908,49779.92
20040909,48241.72
20040910,48974.99
20040913,46922.94
20040914,46772.79
20040915,46571.66
20040916,49547.59
20040917,46138.72
20040920,46853.87
20040921,45167.13
20040922,46269.21
20040923,45246.66
20040924,45477.42
20040927,48924.60
20040928,45455.85
20040929,41223.91
20040930,41355.83
20041001,38911.70
20041004,35534.16
20041005,37328.64
20041006,36660.45
20041007,36048.22
20041008,39480.02
20041011,39930.09
20041012,36172.67
20041013,34747.46
20041014,37065.12
20041015,36316.40
20041018,34871.01
20041019,36203.08
20041020,38780.74
20041021,39831.70
20041022,40230.02
20041025,40708.76
20041026,41583.99
20041027,37978.66
20041028,37576.09
20041029,39965.93
20041101,37204.28
20041102,35567.29
20041103,37484.37
20041104,36925.85
20041105,35832.85
20041108,36230.59
20041109,35987.85
20041110,33641.44
20041111,33442.96
20041112,35666.91
20041115,37942.46
20041116,36420.97
20041117,41130.20
20041118,40957.45
20041119,42460.59
20041122,43815.08
20041123,43372.55
20041124,43992.78
20041125,43992.78
20041126,44142.35
20041129,46124.35
20041130,45331.01
20041201,45757.12
20041202,43862.77
20041203,45244.45
20041206,43276.32
20041207,43362.87
20041208,39460.21
20041209,38457.92
20041210,36777.31
20041213,36689.05
20041214,35610.39
20041215,40189.88
20041216,38296.94
20041217,39817.33
20041220,40932.21
20041221,40224.09
20041222,39214.46
20041223,40645.79
20041224,40645.79
20041227,41564.38
20041228,41680.77
20041229,40251.11
20041230,39917.03
20041231,40691.42
20050103,41021.02
20050104,37813.18
20050105,36319.56
20050106,33849.83
20050107,30891.35
20050110,32120.83
20050111,33396.03
20050112,34908.87
20050113,35687.33
20050114,35726.59
20050117,35726.59
20050118,37755.86
20050119,36823.29
20050120,36521.34
20050121,37854.37
20050124,39122.49
20050125,35644.50
20050126,37651.28
20050127,36389.97
20050128,37256.05
20050131,37341.74
20050201,34970.54
20050202,35232.82
20050203,34619.76
20050204,38919.54
20050207,39320.41
20050208,38235.17
20050209,38946.34
20050210,35760.53
20050211,35023.86
20050214,35433.64
20050215,35950.97
20050216,34063.55
20050217,35947.26
20050218,35965.24
20050221,35965.24
20050222,36709.72
20050223,38541.53
20050224,36194.35
20050225,40038.19
20050228,43697.68
20050301,40582.04
20050302,42233.73
20050303,42499.80
20050304,44195.54
20050307,44889.41
20050308,46581.74
20050309,47066.19
20050310,46995.59
20050311,47667.63
20050314,49131.03
20050315,51636.71
20050316,52101.44
20050317,51778.41
20050318,50483.95
20050321,48742.25
20050322,48659.39
20050323,46007.45
20050324,44507.61
20050325,44507.61
20050328,45753.82
20050329,46334.90
20050330,46209.79
20050331,43622.05
20050401,44189.13
20050404,45130.36
20050405,43266.48
20050406,42993.90
20050407,40590.54
20050408,41873.20
20050411,42949.34
20050412,41218.48
20050413,40344.65
20050414,42035.09
20050415,44927.11
20050418,44248.71
20050419,43363.73
20050420,42526.81
20050421,39703.03
20050422,42744.28
20050425,43693.21
20050426,41460.48
20050427,42924.04
20050428,45623.96
20050429,45696.96
20050502,43348.14
20050503,44847.98
20050504,43484.60
20050505,45576.21
20050506,41442.45
20050509,40522.43
20050510,40214.46
20050511,39884.70
20050512,45021.85
20050513,48920.74
20050516,48504.91
20050517,49179.13
20050518,46410.35
20050519,45301.14
20050520,45717.91
20050523,45068.72
20050524,45807.84
20050525,43943.46
20050526,45762.72
20050527,43048.99
20050530,43048.99
20050531,48180.43
20050601,49828.20
20050602,46783.70
20050603,44842.18
20050606,42721.14
20050607,42336.65
20050608,41680.43
20050609,42255.62
20050610,41499.25
20050613,43084.52
20050614,41007.85
20050615,40782.30
20050616,42588.96
20050617,43598.32
20050620,45211.46
20050621,42688.66
20050622,45198.75
20050623,47079.02
20050624,47502.73
20050627,46880.44
20050628,44906.78
20050629,46747.95
20050630,47603.44
20050701,45899.24
20050704,45899.24
20050705,48152.89
20050706,49818.98
20050707,50461.65
20050708,51142.88
20050711,49644.39
20050712,47013.24
20050713,49777.62
20050714,50170.86
20050715,50005.30
20050718,48485.14
20050719,49779.69
20050720,49147.49
20050721,43569.25
20050722,46170.33
20050725,47726.27
20050726,48523.30
20050727,47805.15
20050728,47307.98
20050729,46976.83
20050801,49466.60
20050802,52241.67
20050803,51264.75
20050804,53043.64
20050805,56210.35
20050808,56862.39
20050809,52654.57
20050810,58967.85
20050811,65855.30
20050812,72019.35
20050815,69772.35
20050816,72179.50
20050817,59086.13
20050818,55954.57
20050819,58377.40
20050822,61576.48
20050823,63146.68
20050824,68653.08
20050825,68096.99
20050826,65318.63
20050829,74221.56
20050830,80827.28
20050831,76947.57
20050901,78463.43
20050902,75646.60
20050905,75646.60
20050906,70154.65
20050907,63616.24
20050908,64366.91
20050909,64663.00
20050912,64372.02
20050913,62144.74
20050914,64829.40
20050915,66339.92
20050916,68628.65
20050919,85092.66
20050920,82769.63
20050921,82471.66
20050922,82595.37
20050923,77590.09
20050926,79366.90
20050927,81866.96
20050928,91298.03
20050929,91772.78
20050930,94048.75
20051003,96494.02
20051004,92759.70
20051005,89893.42
20051006,86846.04
20051007,86446.55
20051010,88028.52
20051011,93521.50
20051012,95756.66
20051013,92108.33
20051014,87963.46
20051017,94375.99
20051018,94045.68
20051019,88910.78
20051020,84847.56
20051021,84228.17
20051024,84430.32
20051025,94393.10
20051026,98782.38
20051027,96362.21
20051028,93721.88
20051031,87995.48
20051101,85593.20
20051102,90343.62
20051103,94156.12
20051104,93930.15
20051107,90464.13
20051108,83516.48
20051109,87358.24
20051110,89044.25
20051111,92214.23
20051114,97359.78
20051115,98401.53
20051116,98834.50
20051117,100376.32
20051118,104019.98
20051121,104675.30
20051122,102163.10
20051123,105105.39
20051124,105105.39
20051125,105410.20
20051128,105441.82
20051129,108626.17
20051130,105867.06
20051201,110292.30
20051202,109299.67
20051205,111540.32
20051206,111874.94
20051207,116707.94
20051208,115412.48
20051209,120329.05
20051212,118006.70
20051213,115752.77
20051214,104987.76
20051215,104662.30
20051216,104840.23
20051219,102764.39
20051220,102003.93
20051221,102473.15
20051222,104071.73
20051223,107662.21
20051226,107662.21
20051227,111172.00
20051228,112261.48
20051229,112598.27
20051230,110785.43
20060102,110785.43
20060103,110275.82
20060104,115304.40
20060105,114370.43
20060106,115708.57
20060109,116136.69
20060110,116682.53
20060111,117954.37
20060112,115571.69
20060113,119870.96
20060116,119870.96
20060117,124977.46
20060118,118741.09
20060119,119619.77
20060120,124308.87
20060123,124868.26
20060124,122246.02
20060125,123492.93
20060126,128457.35
20060127,130859.50
20060130,132770.05
20060131,130207.59
20060201,127863.85
20060202,125076.42
20060203,120473.61
20060206,119558.01
20060207,110100.97
20060208,111334.10
20060209,113082.04
20060210,106150.11
20060213,103220.37
20060214,104624.17
20060215,103954.57
20060216,103725.87
20060217,101817.32
20060220,101817.32
20060221,102988.22
20060222,102267.30
20060223,97430.06
20060224,96173.21
20060227,98385.19
20060228,98818.09
20060301,96426.69
20060302,96822.04
20060303,99048.95
20060306,97474.07
20060307,93809.04
20060308,92261.19
20060309,91707.63
20060310,94917.39
20060313,91339.01
20060314,80341.79
20060315,82864.52
20060316,77088.87
20060317,79023.80
20060320,78486.43
20060321,81147.12
20060322,79597.21
20060323,82184.12
20060324,78189.98
20060327,76759.10
20060328,82101.53
20060329,84170.49
20060330,86064.33
20060331,86296.70
20060403,89869.38
20060404,89563.83
20060405,86348.49
20060406,89759.25
20060407,94570.35
20060410,96310.44
20060411,94374.60
20060412,97517.28
20060413,99175.07
20060414,99175.07
20060417,96963.47
20060418,103906.05
20060419,113423.84
20060420,108387.83
20060421,114587.61
20060424,119824.26
20060425,123982.17
20060426,121304.15
20060427,130292.79
20060428,131582.69
20060501,148280.53
20060502,157444.27
20060503,151256.71
20060504,152149.12
20060505,158448.10
20060508,153773.88
20060509,168382.39
20060510,175437.62
20060511,191911.21
20060512,200911.84
20060515,183171.33
20060516,190461.55
20060517,200479.83
20060518,192099.77
20060519,186509.67
20060522,200068.92
20060523,192666.37
20060524,180721.05
20060525,186522.20
20060526,181206.32
20060529,181206.32
20060530,187747.86
20060531,176220.15
20060601,163955.22
20060602,168693.53
20060605,165167.83
20060606,153506.99
20060607,151634.20
20060608,140640.72
20060609,144100.48
20060612,147688.58
20060613,141027.83
20060614,139025.23
20060615,140457.19
20060616,140850.47
20060619,140244.82
20060620,140735.67
20060621,143114.11
20060622,141883.33
20060623,143798.75
20060626,146890.42
20060627,141014.81
20060628,139886.69
20060629,144446.99
20060630,134639.04
20060703,135137.21
20060704,135137.21
20060705,140718.37
20060706,143814.18
20060707,142778.72
20060710,137938.52
20060711,138876.50
20060712,136710.03
20060713,140920.70
20060714,144147.78
20060717,134230.41
20060718,126042.36
20060719,121265.35
20060720,122781.17
20060721,120730.72
20060724,121020.48
20060725,118224.90
20060726,116995.36
20060727,117311.25
20060728,116501.80
20060731,116152.30
20060801,116245.22
20060802,113536.71
20060803,114013.56
20060804,115792.17
20060807,117621.69
20060808,117880.46
20060809,115487.48
20060810,111364.58
20060811,111676.40
20060814,110358.62
20060815,111660.85
20060816,115457.32
20060817,115110.95
20060818,117390.15
20060821,116568.41
20060822,116067.17
20060823,113374.41
20060824,115279.10
20060825,125608.11
20060828,128961.85
20060829,126163.37
20060830,128308.15
20060831,130861.48
20060901,134329.31
20060904,134329.31
20060905,121876.99
20060906,128446.16
20060907,128600.29
20060908,135981.95
20060911,140469.35
20060912,150428.63
20060913,146382.10
20060914,143776.50
20060915,138787.45
20060918,135664.73
20060919,149814.57
20060920,152271.53
20060921,152423.80
20060922,162468.53
20060925,164060.72
20060926,160910.75
20060927,156163.88
20060928,151213.49
20060929,154449.46
20061002,156951.54
20061003,166965.05
20061004,166681.21
20061005,155046.86
20061006,157729.17
20061009,152240.19
20061010,163658.21
20061011,165785.77
20061012,156452.03
20061013,154496.38
20061016,147482.24
20061017,143500.22
20061018,146284.12
20061019,136409.95
20061020,139288.20
20061023,139538.91
20061024,137948.17
20061025,131588.76
20061026,131641.40
20061027,128613.64
20061030,131430.28
20061031,131114.85
20061101,137080.58
20061102,136888.66
20061103,130797.12
20061106,128181.17
20061107,132013.79
20061108,137479.16
20061109,137809.11
20061110,144933.84
20061113,143397.55
20061114,144759.82
20061115,144528.21
20061116,148184.77
20061117,146154.64
20061120,152892.37
20061121,148519.65
20061122,142504.60
20061123,142504.60
20061124,156626.81
20061127,159179.82
20061128,172121.14
20061129,163050.36
20061130,185127.38
20061201,202399.76
20061204,192421.45
20061205,196154.43
20061206,189622.49
20061207,187271.17
20061208,177795.25
20061211,185280.43
20061212,190542.39
20061213,189913.60
20061214,184178.21
20061215,173698.47
20061218,171092.99
20061219,168851.67
20061220,168952.99
20061221,176133.49
20061222,179074.92
20061225,179074.92
20061226,188852.41
20061227,190570.96
20061228,187521.83
20061229,189322.04
20070101,189322.04
20070102,192786.63
20070103,200016.13
20070104,216137.43
20070105,200921.36
20070108,202227.34
20070109,204573.18
20070110,212612.91
20070111,240103.76
20070112,231099.87
20070115,231099.87
20070116,243325.05
20070117,245831.30
20070118,249371.27
20070119,245131.96
20070122,255378.47
20070123,256195.68
20070124,245896.62
20070125,259101.26
20070126,261821.83
20070129,272582.70
20070130,262660.69
20070131,229959.44
20070201,228556.68
20070202,233173.53
20070205,214799.46
20070206,211835.22
20070207,219779.04
20070208,214196.66
20070209,209591.43
20070212,217178.64
20070213,204191.36
20070214,196411.66
20070215,180580.88
20070216,180075.26
20070219,180075.26
20070220,184505.11
20070221,189800.41
20070222,188984.26
20070223,186376.28
20070226,187196.34
20070227,184407.11
20070228,176957.06
20070301,167808.38
20070302,172154.62
20070305,194018.26
20070306,182590.58
20070307,183485.28
20070308,184916.46
20070309,175855.56
20070312,181535.69
20070313,187617.14
20070314,179962.36
20070315,180484.25
20070316,172470.75
20070319,172591.48
20070320,177199.67
20070321,173886.03
20070322,168060.85
20070323,166027.32
20070326,164034.99
20070327,166069.02
20070328,165155.64
20070329,166278.70
20070330,164333.24
20070402,170561.47
20070403,164233.64
20070404,163412.47
20070405,161141.04
20070406,159110.66
20070409,152873.52
20070410,157413.87
20070411,161459.40
20070412,164656.30
20070413,170550.99
20070416,176145.07
20070417,179262.83
20070418,173598.13
20070419,171098.32
20070420,177274.97
20070423,175750.40
20070424,173992.90
20070425,178412.32
20070426,169420.34
20070427,173300.06
20070430,180492.01
20070501,181954.00
20070502,179697.77
20070503,180344.68
20070504,164257.94
20070507,164093.68
20070508,152754.80
20070509,147408.39
20070510,137487.80
20070511,139770.10
20070514,143935.25
20070515,142193.63
20070516,142207.85
20070517,151280.71
20070518,154578.63
20070521,153156.51
20070522,160538.65
20070523,167184.95
20070524,164543.43
20070525,168887.38
20070528,168887.38
20070529,171606.46
20070530,164896.65
20070531,164500.90
20070601,174305.15
20070604,169877.80
20070605,170370.45
20070606,169024.52
20070607,180906.94
20070608,191779.45
20070611,189113.72
20070612,202446.23
20070613,204511.19
20070614,205922.31
20070615,204542.63
20070618,203029.02
20070619,196207.24
20070620,201916.87
20070621,207146.52
20070622,210688.73
20070625,211341.86
20070626,216477.47
20070627,203597.06
20070628,223122.02
20070629,218391.83
20070702,217518.26
20070703,221672.86
20070704,221739.36
20070705,230475.90
20070706,241538.74
20070709,239992.89
20070710,231497.14
20070711,239854.19
20070712,243332.07
20070713,245960.06
20070716,249501.89
20070717,260978.97
20070718,259804.57
20070719,260506.04
20070720,266263.22
20070723,269724.64
20070724,271963.36
20070725,260160.15
20070726,249597.65
20070727,244281.22
20070730,238271.90
20070731,251210.06
20070801,241387.75
20070802,247760.39
20070803,245555.32
20070806,230453.67
20070807,228955.72
20070808,231611.60
20070809,223644.17
20070810,224203.28
20070813,217858.32
20070814,214590.45
20070815,215234.22
20070816,231419.83
20070817,215637.00
20070820,220769.16
20070821,223263.85
20070822,217726.91
20070823,212871.60
20070824,204654.76
20070827,202649.14
20070828,201129.27
20070829,201652.21
20070830,201591.71
20070831,202438.40
20070903,202438.40
20070904,205859.60
20070905,201865.93
20070906,208224.71
20070907,211702.06
20070910,213374.50
20070911,220607.90
20070912,221027.05
20070913,219590.38
20070914,213968.86
20070917,226229.28
