Date,signal,Open,MA,Upper Band,Lower Band
2013-06-17,0.0,80.64,82.73124999999997,85.20227787317329,80.26022212682666
2013-06-20,0.0,81.555,82.61474999999999,85.07689840129497,80.152601598705
2013-06-21,0.0,81.91,82.51699999999998,84.92753189151261,80.10646810848735
2013-06-24,0.0,82.71,82.43074999999999,84.67855175949735,80.18294824050263
2013-06-25,0.0,82.58,82.36374999999998,84.50747077239537,80.2200292276046
2013-06-26,0.0,82.92,82.32499999999999,84.39791340870752,80.25208659129245
2013-06-27,0.0,83.13,82.29524999999998,84.30299369629178,80.28750630370818
2013-06-28,0.0,83.235,82.23774999999998,84.06011789644666,80.4153821035533
2013-07-01,0.0,83.41,82.22799999999998,84.02288272597387,80.43311727402609
2013-07-02,0.0,83.205,82.23324999999998,84.03888638366074,80.42761361633923
2013-07-03,0.0,83.79,82.25499999999998,84.123544888409,80.38645511159096
2013-07-04,0.0,83.36,82.28649999999998,84.20654453073344,80.36645546926651
2013-07-05,0.0,84.125,82.34999999999998,84.41925590490867,80.2807440950913
2013-07-08,2.0,84.83,82.46124999999998,84.79564258694833,80.12685741305162
2013-07-09,0.0,84.485,82.60624999999996,85.06202660832561,80.15047339167431
2013-07-10,0.0,84.875,82.75999999999996,85.37452098863238,80.14547901136754
2013-07-11,0.0,82.87,82.81749999999997,85.38821877108316,80.24678122891677
2013-07-12,0.0,82.93,82.90899999999996,85.3559728237149,80.46202717628503
2013-07-15,0.0,83.115,83.02149999999997,85.28202007290344,80.76097992709651
2013-07-16,0.0,83.245,83.14599999999996,85.15361948585863,81.13838051414129
2013-07-17,-2.0,82.685,83.24824999999996,84.91414698060814,81.58235301939177
2013-07-18,0.0,82.82,83.31149999999994,84.80229542526776,81.82070457473212
2013-07-19,0.0,82.91,83.36149999999995,84.72233467033998,82.00066532965992
2013-07-22,0.0,82.7,83.36099999999995,84.72279881039722,81.99920118960267
2013-07-23,0.0,82.27,83.34549999999994,84.74892402715619,81.9420759728437
2013-07-24,0.0,82.12,83.30549999999994,84.79793391813482,81.81306608186506
2013-07-25,0.0,82.45,83.27149999999995,84.8086893182036,81.73431068179629
2013-07-26,0.0,81.88,83.20374999999996,84.85649884661865,81.55100115338126
2013-07-29,0.0,81.775,83.12199999999996,84.88398864922543,81.36001135077449
2013-07-30,0.0,81.805,83.05199999999996,84.90416737904522,81.19983262095471
2013-07-31,0.0,81.93,82.95899999999997,84.84016346977057,81.07783653022938
2013-08-01,0.0,81.76,82.87899999999998,84.82027174810722,80.93772825189274
2013-08-02,0.0,82.43,82.79424999999998,84.65694233906171,80.93155766093824
2013-08-05,0.0,82.01,82.65324999999999,84.29161892975887,81.0148810702411
2013-08-06,0.0,81.93,82.5255,83.95816499922321,81.09283500077677
2013-08-07,0.0,81.625,82.36299999999999,83.36552381517807,81.3604761848219
2013-08-08,0.0,81.325,82.28574999999998,83.35591949592069,81.21558050407927
2013-08-09,0.0,81.1,82.19424999999998,83.33878604137185,81.04971395862812
2013-08-12,0.0,81.195,82.09824999999998,83.23984657935678,80.95665342064318
2013-08-13,0.0,81.515,82.01174999999998,83.0501828336484,80.97331716635155
2013-08-14,0.0,81.795,81.96724999999999,82.96181761962126,80.97268238037873
2013-08-15,0.0,81.675,81.91,82.83070625065712,80.98929374934288
2013-08-16,0.0,81.175,81.82324999999999,82.67509667047482,80.97140332952516
2013-08-19,0.0,81.32,81.75424999999998,82.5311108305218,80.97738916947817
2013-08-20,0.0,81.315,81.70649999999998,82.4679335164668,80.94506648353315
2013-08-21,0.0,80.945,81.64774999999997,82.45258212535224,80.84291787464771
2013-08-22,0.0,81.45,81.59774999999998,82.31667610885889,80.87882389114107
2013-08-23,0.0,81.545,81.58099999999997,82.28835846640793,80.87364153359202
2013-08-26,0.0,81.4,81.56224999999998,82.267923260085,80.85657673991496
2013-08-27,0.0,81.385,81.54124999999996,82.24175606706791,80.84074393293201
2013-08-28,0.0,81.165,81.50299999999996,82.19794172417473,80.80805827582519
2013-08-29,0.0,81.5,81.48999999999997,82.17487955145336,80.80512044854657
2013-08-30,0.0,82.025,81.46974999999996,82.05961841752966,80.87988158247026
2013-09-02,2.0,82.12,81.47524999999997,82.0868174533516,80.86368254664835
2013-09-03,0.0,82.35,81.49624999999996,82.19189987601446,80.80060012398546
2013-09-04,0.0,82.405,81.53524999999996,82.33505919599548,80.73544080400444
2013-09-05,0.0,82.225,81.58024999999995,82.42754259999066,80.73295740000924
2013-09-06,0.0,82.67,81.65874999999997,82.5993023643046,80.71819763569533
2013-09-09,0.0,82.25,81.71149999999997,82.66039988934503,80.76260011065492
2013-09-10,0.0,81.835,81.72749999999996,82.67339375724707,80.78160624275286
2013-09-11,0.0,81.83,81.72924999999995,82.67576611185386,80.78273388814604
2013-09-12,-2.0,81.49,81.71999999999996,82.67205567064062,80.7679443293593
2013-09-13,0.0,81.535,81.73799999999997,82.66133850780686,80.81466149219308
2013-09-16,0.0,81.16,81.72999999999998,82.67030314260828,80.78969685739168
2013-09-18,0.0,81.3,81.72924999999996,82.67089895263521,80.78760104736472
2013-09-19,1.0,80.285,81.69624999999998,82.78091988065448,80.61158011934548
2013-09-20,0.0,80.45,81.64624999999998,82.8566254582769,80.43587454172307
2013-09-23,0.0,80.47,81.59249999999997,82.9070778790163,80.27792212098365
2013-09-24,0.0,80.57,81.55099999999996,82.9376924677083,80.16430753229162
2013-09-25,0.0,80.69,81.51624999999997,82.95181217211201,80.08068782788793
2013-09-26,0.0,80.485,81.48224999999996,82.98032701737893,79.984172982621
2013-09-27,0.0,80.65,81.43974999999998,82.98100752228463,79.89849247771532
2013-09-30,0.0,80.46,81.36149999999996,82.93454195748204,79.78845804251789
2013-10-01,0.0,80.35,81.27299999999995,82.86444399838602,79.68155600161388
2013-10-02,0.0,80.29,81.16999999999996,82.73573624854217,79.60426375145775
2013-10-03,0.0,79.935,81.04649999999995,82.5926309776338,79.5003690223661
2013-10-04,0.0,79.85,80.92774999999996,82.45832660703374,79.39717339296618
2013-10-07,0.0,80.2,80.80424999999995,82.1386010595038,79.46989894049611
2013-10-08,0.0,80.0,80.69174999999996,81.89224687629704,79.49125312370288
2013-10-09,0.0,79.97,80.59849999999996,81.71617213439316,79.48082786560676
2013-10-10,0.0,80.5,80.53199999999995,81.49642936496093,79.56757063503898
2013-10-11,-1.0,80.58,80.48649999999995,81.34600625361247,79.62699374638743
2013-10-14,0.0,80.385,80.42899999999995,81.14154192859014,79.71645807140975
2013-10-15,0.0,80.445,80.39324999999994,81.02236266876368,79.7641373312362
2013-10-16,0.0,80.585,80.35749999999994,80.8408063210832,79.87419367891668
2013-10-17,0.0,80.635,80.37499999999994,80.87169910408514,79.87830089591475
2013-10-18,1.0,79.77,80.34099999999994,80.9015051293244,79.78049487067547
2013-10-21,0.0,79.73,80.30399999999995,80.92046248872009,79.6875375112798
2013-10-22,0.0,79.785,80.26474999999995,80.90785555121144,79.62164444878846
2013-10-23,0.0,79.31,80.19574999999995,80.93106132862138,79.46043867137851
2013-10-24,0.0,79.355,80.13924999999995,80.94705737183992,79.33144262815998
2013-10-25,0.0,79.255,80.06949999999995,80.92816116716601,79.21083883283389
2013-10-28,0.0,79.3,80.01149999999994,80.91248335167685,79.11051664832303
2013-10-29,0.0,79.385,79.96324999999995,80.88955596996827,79.03694403003162
2013-10-30,0.0,79.7,79.93374999999995,80.85411337932301,79.01338662067688
2013-10-31,0.0,79.82,79.92799999999995,80.84969626233314,79.00630373766677
2013-11-01,-1.0,80.33,79.95199999999996,80.88918941521919,79.01481058478072
2013-11-04,0.0,80.81,79.98249999999994,80.98725618933095,78.97774381066894
2013-11-05,0.0,80.63,80.01399999999994,81.05772218525757,78.9702778147423
2013-11-06,0.0,80.785,80.05474999999994,81.15074942974385,78.95875057025603
2013-11-07,0.0,80.625,80.06099999999995,81.16845022461457,78.95354977538533
2013-11-08,0.0,80.955,80.07974999999995,81.23344612550223,78.92605387449767
2013-11-11,0.0,81.38,80.12949999999995,81.4103625999688,78.8486374000311
2013-11-12,0.0,81.19,80.16674999999995,81.52324649833638,78.81025350166352
2013-11-13,0.0,81.22,80.19849999999995,81.62079778879068,78.77620221120922
2013-11-14,0.0,80.865,80.20999999999995,81.64984026891834,78.77015973108156
2013-11-15,0.0,81.11,80.27699999999996,81.75296205913257,78.80103794086735
2013-11-18,0.0,80.875,80.33424999999995,81.80972712622015,78.85877287377976
2013-11-19,0.0,80.74,80.38199999999995,81.84504613734457,78.91895386265533
2013-11-20,0.0,80.62,80.44749999999995,81.8276575996961,79.0673424003038
2013-11-21,0.0,81.19,80.53924999999995,81.85936846059319,79.21913153940672
2013-11-22,0.0,81.04,80.62849999999995,81.82480305524935,79.43219694475054
2013-11-25,0.0,80.72,80.69949999999994,81.72890225373706,79.67009774626283
2013-11-26,0.0,80.83,80.77174999999994,81.60638330271382,79.93711669728606
2013-11-27,0.0,80.69,80.82124999999994,81.49831628183583,80.14418371816404
2013-11-28,0.0,80.745,80.86749999999994,81.36802472466306,80.36697527533681
2013-11-29,0.0,80.565,80.87924999999994,81.33804488881094,80.42045511118894
2013-12-02,0.0,80.685,80.87299999999995,81.33875100643911,80.40724899356078
2013-12-03,0.0,80.95,80.88899999999994,81.34207394539858,80.4359260546013
2013-12-04,0.0,80.675,80.88349999999994,81.34409852366137,80.42290147633851
2013-12-05,0.0,80.675,80.88599999999994,81.3414733801212,80.43052661987868
2013-12-06,1.0,80.305,80.85349999999994,81.3729140929923,80.33408590700758
2013-12-09,0.0,80.23,80.79599999999994,81.32408711402476,80.26791288597511
2013-12-10,0.0,80.155,80.74424999999994,81.30930995257053,80.17919004742934
2013-12-11,0.0,79.99,80.68274999999993,81.29322092477774,80.07227907522211
2013-12-12,0.0,79.965,80.63774999999993,81.31669384892933,79.95880615107052
2013-12-13,0.0,80.22,80.59324999999993,81.25908988315433,79.92741011684552
2013-12-16,0.0,80.165,80.55774999999993,81.23532268982669,79.88017731017317
2013-12-18,0.0,80.21,80.53124999999993,81.21960946278014,79.84289053721972
2013-12-19,-1.0,80.675,80.53399999999992,81.22419272670679,79.84380727329305
2013-12-20,0.0,80.89,80.51899999999992,81.16300776392755,79.87499223607229
2013-12-23,0.0,80.75,80.50449999999992,81.11301376319601,79.89598623680384
2013-12-24,0.0,80.655,80.50124999999993,81.10580665573954,79.89669334426031
2013-12-26,0.0,80.675,80.49349999999993,81.08482985718547,79.90217014281438
2013-12-27,0.0,80.6,80.48899999999992,81.07563105952462,79.90236894047521
2013-12-30,0.0,80.415,80.47249999999993,81.04785641127825,79.8971435887216
2013-12-31,0.0,80.105,80.44949999999992,81.04466300288153,79.8543369971183
2014-01-02,0.0,80.43,80.43674999999993,81.02203006116645,79.85146993883342
2014-01-03,0.0,80.765,80.42749999999992,80.98524097930759,79.86975902069226
2014-01-06,0.0,81.0,80.44374999999994,81.04650928030931,79.84099071969057
2014-01-07,0.0,80.86,80.45299999999993,81.0750401916267,79.83095980837317
2014-01-08,0.0,81.065,80.49099999999993,81.16307588857136,79.8189241114285
2014-01-09,0.0,81.215,80.54024999999993,81.27045185565292,79.81004814434694
2014-01-10,0.0,81.085,80.58674999999992,81.3312046661812,79.84229533381865
2014-01-13,0.0,80.745,80.62449999999993,81.31897750143467,79.93002249856518
2014-01-14,0.0,80.67,80.65974999999995,81.28485379138107,80.03464620861882
2014-01-15,0.0,80.755,80.68649999999994,81.2789786915991,80.09402130840078
2014-01-16,0.0,81.185,80.73749999999994,81.31709899930812,80.15790100069177
2014-01-17,0.0,81.045,80.77924999999995,81.31982631283564,80.23867368716425
2014-01-20,0.0,81.345,80.81274999999995,81.40399846722758,80.22150153277232
2014-01-21,0.0,81.305,80.83349999999994,81.46208650955852,80.20491349044137
2014-01-22,0.0,81.175,80.85474999999994,81.49914487117678,80.2103551288231
2014-01-23,0.0,81.38,80.89099999999995,81.56715530760243,80.21484469239746
2014-01-24,0.0,80.565,80.88549999999995,81.57032771555987,80.20067228444003
2014-01-27,0.0,80.53,80.88199999999996,81.57331324303745,80.19068675696248
2014-01-28,0.0,80.59,80.89074999999995,81.5623471634834,80.21915283651651
2014-01-29,0.0,80.71,80.92099999999996,81.49583562867916,80.34616437132077
2014-01-30,0.0,80.64,80.93149999999996,81.47700068744132,80.3859993125586
2014-01-31,0.0,81.175,80.95199999999996,81.50173084323053,80.40226915676938
2014-02-03,0.0,81.385,80.97124999999996,81.55242015580546,80.39007984419445
2014-02-04,0.0,81.17,80.98674999999996,81.57174807691902,80.4017519230809
2014-02-05,0.0,81.215,80.99424999999995,81.58686517867748,80.40163482132242
2014-02-06,0.0,81.16,80.99149999999996,81.58049151097359,80.40250848902633
2014-02-07,0.0,80.965,80.98549999999996,81.57300234041998,80.39799765957994
2014-02-10,0.0,80.82,80.98924999999994,81.57149801416487,80.40700198583501
2014-02-11,0.0,80.61,80.98624999999994,81.57562148726328,80.3968785127366
2014-02-12,0.0,80.705,80.98374999999994,81.5774323645679,80.39006763543199
2014-02-13,0.0,80.745,80.96174999999994,81.55658001773526,80.36691998226462
2014-02-14,0.0,80.35,80.92699999999994,81.5769646144206,80.27703538557927
2014-02-17,1.0,80.16,80.86774999999993,81.5685529323561,80.16694706764376
2014-02-18,0.0,80.2,80.81249999999993,81.54041139570617,80.08458860429369
2014-02-19,0.0,80.01,80.75424999999993,81.54089016551337,79.96760983448648
2014-02-20,0.0,80.215,80.69599999999994,81.46090260817893,79.93109739182096
2014-02-21,0.0,80.355,80.68549999999993,81.46296961355343,79.90803038644644
2014-02-24,0.0,80.275,80.67274999999994,81.46815854282495,79.87734145717492
2014-02-25,0.0,80.255,80.65599999999993,81.47152804979284,79.84047195020703
2014-02-26,0.0,80.16,80.62849999999995,81.47151897961963,79.78548102038026
2014-02-27,0.0,80.42,80.61749999999994,81.46535906847713,79.76964093152274
2014-02-28,0.0,80.28,80.57274999999994,81.39218562895381,79.75331437104607
2014-03-03,0.0,79.855,80.49624999999995,81.28311005744284,79.70938994255705
2014-03-04,0.0,80.1,80.44274999999993,81.18323278170323,79.70226721829664
2014-03-05,0.0,80.14,80.38899999999994,81.04916361608238,79.7288363839175
2014-03-06,0.0,80.12,80.33699999999993,80.90320137760251,79.77079862239735
2014-03-07,0.0,79.675,80.27249999999994,80.83170926315557,79.7132907368443
2014-03-10,0.0,79.685,80.21574999999993,80.77154919935082,79.65995080064904
2014-03-11,0.0,79.77,80.17374999999994,80.73098311997676,79.61651688002313
2014-03-12,0.0,79.8,80.12849999999995,80.65176952901831,79.60523047098158
2014-03-13,0.0,79.64,80.07324999999994,80.55627458529464,79.59022541470524
2014-03-14,0.0,79.605,80.03599999999994,80.54225685180457,79.52974314819532
2014-03-17,0.0,79.425,79.99924999999993,80.56712564659796,79.4313743534019
2014-03-18,0.0,79.515,79.96499999999995,80.56218506344271,79.36781493655718
2014-03-19,0.0,79.52,79.94049999999994,80.56773918882598,79.3132608111739
2014-03-20,-1.0,80.18,79.93874999999994,80.56310466683534,79.31439533316454
2014-03-21,0.0,80.335,79.93774999999995,80.55949331520257,79.31600668479733
2014-03-24,0.0,80.27,79.93749999999994,80.5587044751924,79.31629552480749
2014-03-25,0.0,80.085,79.92899999999995,80.53710854294202,79.32089145705787
2014-03-26,0.0,80.12,79.92699999999994,80.53231314210008,79.32168685789979
2014-03-27,0.0,80.165,79.91424999999994,80.48737542257265,79.34112457742722
2014-03-28,0.0,80.295,79.91499999999994,80.49007390829273,79.33992609170714
2014-03-31,0.0,80.35,79.93974999999993,80.54422063617604,79.33527936382383
2014-04-01,0.0,80.255,79.94749999999995,80.56384811592076,79.33115188407913
2014-04-02,0.0,80.245,79.95274999999994,80.5773016391773,79.32819836082257
2014-04-03,0.0,80.38,79.96574999999993,80.61405760445875,79.31744239554111
2014-04-04,0.0,80.6,80.01199999999993,80.70141569462771,79.32258430537215
2014-04-07,0.0,80.57,80.05624999999993,80.76923579929688,79.34326420070299
2014-04-08,0.0,80.345,80.08499999999994,80.79586566944747,79.37413433055241
2014-04-09,0.0,79.875,80.08874999999993,80.79433397799198,79.38316602200788
2014-04-10,0.0,79.615,80.08749999999993,80.79634060267382,79.37865939732605
2014-04-11,0.0,79.48,80.08124999999993,80.80895100315925,79.3535489968406
2014-04-14,0.0,79.63,80.09149999999994,80.78700053917952,79.39599946082036
2014-04-15,0.0,79.85,80.10824999999993,80.7623086747372,79.45419132526266
2014-04-16,0.0,79.895,80.12699999999992,80.73220575013707,79.52179424986278
2014-04-17,0.0,79.87,80.11149999999992,80.72628532838624,79.4967146716136
2014-04-21,0.0,79.94,80.09174999999992,80.70190797134757,79.48159202865227
2014-04-22,0.0,80.065,80.08149999999992,80.68619909872514,79.4768009012747
2014-04-23,0.0,79.98,80.07624999999993,80.68255747150188,79.46994252849798
2014-04-24,0.0,79.925,80.06649999999993,80.67594318849177,79.4570568115081
2014-04-25,0.0,79.845,80.05049999999993,80.6655357713166,79.43546422868326
2014-04-28,0.0,79.805,80.02599999999993,80.63916066409956,79.41283933590029
2014-04-29,0.0,79.76,79.99649999999994,80.60118256134855,79.39181743865133
2014-04-30,0.0,79.865,79.97699999999993,80.57215880233686,79.38184119766301
2014-05-01,0.0,79.57,79.94324999999992,80.5502283768793,79.33627162312054
2014-05-02,0.0,79.56,79.90224999999991,80.49632470068927,79.30817529931055
2014-05-05,0.0,79.56,79.85024999999992,80.36809626096853,79.3324037390313
2014-05-06,0.0,79.55,79.79924999999992,80.21419909326221,79.38430090673762
2014-05-07,1.0,79.165,79.74024999999992,80.16350494681001,79.31699505318983
2014-05-08,0.0,79.27,79.70999999999991,80.17484405987292,79.24515594012689
2014-05-09,0.0,79.46,79.7022499999999,80.17820666819485,79.22629333180497
2014-05-12,-1.0,79.915,79.7239999999999,80.19709195723361,79.2509080427662
2014-05-13,0.0,79.955,79.7402499999999,80.2215656448726,79.25893435512721
2014-05-14,0.0,80.17,79.75624999999991,80.27119538545278,79.24130461454703
2014-05-15,0.0,80.115,79.7672499999999,80.30257676936532,79.2319232306345
2014-05-16,0.0,80.06,79.77674999999991,80.32560585539292,79.22789414460689
2014-05-19,0.0,80.11,79.78524999999989,80.3490183478159,79.22148165218388
2014-05-20,0.0,80.08,79.78599999999989,80.35129284446123,79.22070715553855
2014-05-21,0.0,80.075,79.79074999999989,80.36402371298453,79.21747628701524
2014-05-22,0.0,80.135,79.8012499999999,80.3914184081676,79.2110815918322
2014-05-23,0.0,80.295,79.82374999999989,80.45196075285213,79.19553924714765
2014-05-26,0.0,80.45,79.8559999999999,80.54073060395972,79.17126939604007
2014-05-27,0.0,80.335,79.8847499999999,80.5986090547153,79.1708909452845
2014-05-28,0.0,80.4,79.9114999999999,80.6596650887331,79.1633349112667
2014-05-29,0.0,80.61,79.9634999999999,80.75292447390423,79.17407552609556
2014-05-30,0.0,80.535,80.01224999999991,80.8162678791538,79.20823212084602
2014-06-02,0.0,80.405,80.0544999999999,80.84775216671557,79.26124783328424
2014-06-03,0.0,80.69,80.11149999999991,80.91531652135231,79.3076834786475
2014-06-04,0.0,80.6,80.1832499999999,80.88616020052272,79.48033979947708
2014-06-05,0.0,80.685,80.2539999999999,80.85200167223755,79.65599832776226
2014-06-06,0.0,80.4,80.3009999999999,80.77738849692128,79.82461150307853
2014-06-09,0.0,80.445,80.3274999999999,80.77301655412442,79.88198344587538
2014-06-10,0.0,80.645,80.36199999999991,80.79343249761568,79.93056750238414
2014-06-11,0.0,80.835,80.3952499999999,80.86331489934504,79.92718510065477
2014-06-12,0.0,80.78,80.4284999999999,80.90658053714711,79.9504194628527
2014-06-16,0.0,80.73,80.4619999999999,80.9257822765036,79.99821772349621
2014-06-17,0.0,80.555,80.48424999999992,80.92021186759723,80.0482881324026
