,Date,Date2,Settle,Open,High,Low,Change %,MA,STD,Upper Band,Lower Band,Short Position Stop,Long Position Stop,Short Position Stop Clone,Long Position Stop Clone
1309,08/01/2018,"Jan 08, 2018",1.1967,1.2029,1.2054,1.1956,-0.52%,1.1901499999999992,0.010039895417723774,1.2102297908354467,1.1700702091645516,1.206243,1.15335,1.206243,1.15335
1310,09/01/2018,"Jan 09, 2018",1.1937,1.1967,1.1977,1.1916,-0.25%,1.191124999999999,0.009367970698012814,1.2098609413960246,1.1723890586039736,1.206243,1.15335,1.206243,1.15335
1311,10/01/2018,"Jan 10, 2018",1.1947,1.1938,1.2019,1.1923,0.08%,1.1917299999999993,0.00918684385405697,1.2101036877081133,1.1733563122918853,1.206243,1.15335,1.206243,1.15335
1312,11/01/2018,"Jan 11, 2018",1.2032,1.1946,1.206,1.1928,0.71%,1.1929999999999992,0.008925301115302472,1.210850602230604,1.1751493977693943,1.206243,1.15335,1.206243,1.15335
1313,12/01/2018,"Jan 12, 2018",1.2187,1.2033,1.219,1.2031,1.29%,1.195164999999999,0.009618226187754682,1.2144014523755082,1.1759285476244896,1.206243,1.15335,1.206243,1.15335
1314,15/01/2018,"Jan 15, 2018",1.2263,1.2198,1.2298,1.2188,0.62%,1.197569999999999,0.010991137338728873,1.2195522746774567,1.175587725322541,1.206243,1.15335,1.206243,1.15335
1315,16/01/2018,"Jan 16, 2018",1.2261,1.2265,1.2284,1.2194,-0.02%,1.1996749999999987,0.012159970189058514,1.2239949403781158,1.1753550596218816,1.206243,1.15335,1.206243,1.15335
1316,17/01/2018,"Jan 17, 2018",1.2186,1.226,1.2324,1.2176,-0.61%,1.2012499999999986,0.012465372036116095,1.2261807440722308,1.1763192559277664,1.206243,1.15335,1.206243,1.15335
1317,18/01/2018,"Jan 18, 2018",1.2239,1.2186,1.2267,1.2165,0.43%,1.2030799999999986,0.012959845678046372,1.2289996913560914,1.1771603086439058,1.206243,1.15335,1.206243,1.15335
1318,19/01/2018,"Jan 19, 2018",1.2222,1.2236,1.2296,1.2219,-0.14%,1.2048949999999987,0.01296859572192646,1.2308321914438516,1.1789578085561458,1.206243,1.15335,1.206243,1.15335
1319,22/01/2018,"Jan 22, 2018",1.2262,1.2268,1.2276,1.2214,0.33%,1.2068599999999985,0.01307009563847034,1.2330001912769393,1.1807198087230577,1.206243,1.15335,1.206243,1.15335
1320,23/01/2018,"Jan 23, 2018",1.2299,1.2263,1.2308,1.2223,0.30%,1.2090599999999987,0.013059992342982128,1.235179984685963,1.1829400153140344,1.206243,1.15335,1.206243,1.15335
1321,24/01/2018,"Jan 24, 2018",1.2408,1.2299,1.2417,1.2293,0.89%,1.2116599999999986,0.013915868639748702,1.239491737279496,1.1838282627205012,1.206243,1.15335,1.206243,1.15335
1322,25/01/2018,"Jan 25, 2018",1.2396,1.2408,1.2537,1.2364,-0.10%,1.2139249999999986,0.014576860944618101,1.2430787218892347,1.1847712781107624,1.206243,1.15335,1.206243,1.15335
1323,26/01/2018,"Jan 26, 2018",1.2421,1.2395,1.2495,1.2371,0.20%,1.2160399999999987,0.015418411072439481,1.2468768221448776,1.1852031778551197,1.206243,1.15335,1.206243,1.15335
1324,29/01/2018,"Jan 29, 2018",1.2383,1.2427,1.2436,1.2336,-0.31%,1.2179049999999987,0.015738947709383774,1.2493828954187662,1.1864271045812311,1.206243,1.15335,1.206243,1.15335
1325,30/01/2018,"Jan 30, 2018",1.2402,1.2383,1.2455,1.2335,0.15%,1.2196199999999986,0.01619940122346223,1.252018802446923,1.1872211975530742,1.206243,1.15335,1.206243,1.15335
1326,31/01/2018,"Jan 31, 2018",1.2421,1.2401,1.2476,1.2386,0.15%,1.2216549999999988,0.01633855792286156,1.254332115845722,1.1889778841542757,1.206243,1.15335,1.206243,1.15335
1327,01/02/2018,"Feb 01, 2018",1.251,1.2414,1.2524,1.2386,0.72%,1.2238649999999986,0.01714897300128185,1.2581629460025623,1.189567053997435,1.206243,1.15335,1.206243,1.15335
1328,02/02/2018,"Feb 02, 2018",1.2462,1.2508,1.2519,1.2409,-0.38%,1.2260249999999986,0.01710546330850717,1.260235926617013,1.1918140733829843,1.206243,1.15335,1.206243,1.15335
1329,05/02/2018,"Feb 05, 2018",1.2368,1.2455,1.2475,1.2362,-0.75%,1.2280299999999986,0.015855096972225608,1.25974019394445,1.1963198060555473,1.206243,1.15335,1.206243,1.15335
1330,06/02/2018,"Feb 06, 2018",1.2377,1.2367,1.2434,1.2314,0.07%,1.2302299999999986,0.013866942705537842,1.2579638854110742,1.202496114588923,1.206243,1.15335,1.206243,1.15335
1331,07/02/2018,"Feb 07, 2018",1.2264,1.2378,1.2407,1.2247,-0.91%,1.2318149999999988,0.011286907237975484,1.2543888144759496,1.209241185524048,1.206243,1.15335,1.206243,1.15335
1332,08/02/2018,"Feb 08, 2018",1.2247,1.2264,1.2297,1.2212,-0.14%,1.2328899999999987,0.009371707421738037,1.2516334148434747,1.2141465851565227,1.206243,1.15335,1.206243,1.15335
1333,09/02/2018,"Feb 09, 2018",1.2235,1.2245,1.2289,1.2206,-0.10%,1.2331299999999987,0.009061572711105878,1.2512531454222104,1.215006854577787,1.206243,1.15335,1.206243,1.15335
1334,12/02/2018,"Feb 12, 2018",1.2292,1.2253,1.2298,1.2234,0.47%,1.2332749999999988,0.008973899653921818,1.2512227993078424,1.2153272006921552,1.206243,1.15335,1.206243,1.15335
1335,13/02/2018,"Feb 13, 2018",1.2352,1.2293,1.2373,1.2285,0.49%,1.2337299999999989,0.008828085862669012,1.251386171725337,1.2160738282746608,1.206243,1.15335,1.206243,1.15335
1336,14/02/2018,"Feb 14, 2018",1.245,1.2352,1.2467,1.2276,0.79%,1.2350499999999989,0.008431933348802682,1.2519138666976042,1.2181861333023936,1.206243,1.15335,1.206243,1.15335
1337,15/02/2018,"Feb 15, 2018",1.2506,1.2449,1.2511,1.2447,0.45%,1.236384999999999,0.00867117494914301,1.253727349898285,1.2190426501017129,1.206243,1.15335,1.206243,1.15335
1338,16/02/2018,"Feb 16, 2018",1.2406,1.2506,1.2557,1.2394,-0.80%,1.2373049999999988,0.008072823235934348,1.2534506464718675,1.22115935352813,1.206243,1.15335,1.206243,1.15335
1339,19/02/2018,"Feb 19, 2018",1.2408,1.2409,1.2435,1.2368,0.02%,1.2380349999999989,0.007686499528305366,1.2534079990566096,1.2226620009433882,1.206243,1.15335,1.206243,1.15335
1340,20/02/2018,"Feb 20, 2018",1.2338,1.2409,1.2414,1.232,-0.56%,1.2382299999999988,0.007525430220169332,1.2532808604403376,1.22317913955966,1.206243,1.15335,1.206243,1.15335
1341,21/02/2018,"Feb 21, 2018",1.2284,1.2338,1.2361,1.2281,-0.44%,1.2376099999999988,0.0077941580686203766,1.2531983161372395,1.222021683862758,1.206243,1.15335,1.206243,1.15335
1342,22/02/2018,"Feb 22, 2018",1.2331,1.2283,1.2354,1.226,0.38%,1.2372849999999989,0.007839787943474064,1.252964575886947,1.2216054241130507,1.206243,1.15335,1.206243,1.15335
1343,23/02/2018,"Feb 23, 2018",1.2293,1.2329,1.2337,1.2279,-0.31%,1.2366449999999989,0.007942384717365678,1.2525297694347302,1.2207602305652676,1.206243,1.15335,1.206243,1.15335
1344,26/02/2018,"Feb 26, 2018",1.2318,1.2299,1.2356,1.2278,0.20%,1.2363199999999988,0.008000787461159377,1.2523215749223175,1.22031842507768,1.206243,1.15335,1.206243,1.15335
1345,27/02/2018,"Feb 27, 2018",1.2232,1.2317,1.2348,1.2221,-0.70%,1.2354699999999987,0.008434696200732346,1.2523393924014634,1.218600607598534,1.206243,1.15335,1.206243,1.15335
1346,28/02/2018,"Feb 28, 2018",1.2194,1.2232,1.2243,1.2188,-0.31%,1.2343349999999986,0.008976094640691634,1.2522871892813818,1.2163828107186154,1.206243,1.15335,1.206243,1.15335
1347,01/03/2018,"Mar 01, 2018",1.2268,1.2193,1.2272,1.2153,0.61%,1.2331249999999987,0.008249780300023641,1.249624560600046,1.2166254393999514,1.206243,1.15335,1.206243,1.15335
1348,02/03/2018,"Mar 02, 2018",1.2317,1.2266,1.2336,1.225,0.40%,1.2323999999999988,0.007686806879235419,1.2477736137584696,1.217026386241528,1.206243,1.15335,1.206243,1.15335
1349,05/03/2018,"Mar 05, 2018",1.2336,1.2323,1.2366,1.2268,0.15%,1.2322399999999987,0.0076266244170446465,1.247493248834088,1.2169867511659094,1.206243,1.15335,1.206243,1.15335
1350,06/03/2018,"Mar 06, 2018",1.2404,1.2336,1.2422,1.2328,0.55%,1.2323749999999989,0.007745054873831497,1.2478651097476618,1.216884890252336,1.206243,1.15335,1.206243,1.15335
1351,07/03/2018,"Mar 07, 2018",1.2413,1.2404,1.2445,1.2385,0.07%,1.2331199999999989,0.007850388525331606,1.248820777050662,1.2174192229493357,1.206243,1.15335,1.206243,1.15335
1352,08/03/2018,"Mar 08, 2018",1.2312,1.2411,1.2448,1.2298,-0.81%,1.233444999999999,0.007626432652207499,1.248697865304414,1.218192134695584,1.206243,1.15335,1.206243,1.15335
1353,09/03/2018,"Mar 09, 2018",1.2307,1.2312,1.2336,1.2273,-0.04%,1.233804999999999,0.0073119405768000785,1.248428881153599,1.2191811188463988,1.206243,1.15335,1.206243,1.15335
1354,12/03/2018,"Mar 12, 2018",1.2334,1.2311,1.2347,1.2291,0.22%,1.234014999999999,0.007236592775516297,1.2484881855510315,1.2195418144489665,1.206243,1.15335,1.206243,1.15335
1355,13/03/2018,"Mar 13, 2018",1.239,1.2334,1.2408,1.2314,0.45%,1.2342049999999989,0.007314675317377661,1.2488343506347541,1.2195756493652437,1.206243,1.15335,1.206243,1.15335
1356,14/03/2018,"Mar 14, 2018",1.2367,1.239,1.2414,1.2347,-0.19%,1.2337899999999988,0.006914976500224367,1.2476199530004475,1.2199600469995502,1.206243,1.15335,1.206243,1.15335
1357,15/03/2018,"Mar 15, 2018",1.2305,1.2366,1.2385,1.2299,-0.50%,1.232784999999999,0.005763616486083952,1.2443122329721668,1.221257767027831,1.206243,1.15335,1.206243,1.15335
1358,16/03/2018,"Mar 16, 2018",1.2289,1.2305,1.2338,1.2261,-0.13%,1.2321999999999989,0.005529737787514039,1.243259475575027,1.2211405244249707,1.206243,1.15335,1.206243,1.15335
1359,19/03/2018,"Mar 19, 2018",1.2335,1.2284,1.2361,1.2258,0.37%,1.231834999999999,0.005179891407999001,1.242194782815997,1.2214752171840009,1.206243,1.15335,1.206243,1.15335
1360,20/03/2018,"Mar 20, 2018",1.2242,1.2335,1.2356,1.2239,-0.75%,1.2313549999999989,0.005415023083853251,1.2421850461677053,1.2205249538322924,1.206243,1.15335,1.206243,1.15335
1361,21/03/2018,"Mar 21, 2018",1.2338,1.2242,1.2351,1.2241,0.78%,1.2316249999999989,0.005395542141310976,1.2424160842826208,1.2208339157173769,1.206243,1.15335,1.206243,1.15335
1362,22/03/2018,"Mar 22, 2018",1.2302,1.2337,1.2389,1.2285,-0.29%,1.2314799999999988,0.005392921286154947,1.2422658425723088,1.2206941574276888,1.206243,1.15335,1.206243,1.15335
1363,23/03/2018,"Mar 23, 2018",1.2353,1.2302,1.2375,1.2301,0.41%,1.2317799999999988,0.005430064456216168,1.2426401289124311,1.2209198710875664,1.206243,1.15335,1.206243,1.15335
1364,26/03/2018,"Mar 26, 2018",1.2443,1.2348,1.2463,1.2341,0.73%,1.2324049999999986,0.006077209474640498,1.2445594189492797,1.2202505810507176,1.206243,1.15335,1.206243,1.15335
1365,27/03/2018,"Mar 27, 2018",1.2403,1.2444,1.2478,1.2373,-0.32%,1.233259999999999,0.0059229553432941845,1.2451059106865874,1.2214140893134104,1.206243,1.15335,1.206243,1.15335
1366,28/03/2018,"Mar 28, 2018",1.2308,1.2403,1.2424,1.23,-0.77%,1.2338299999999989,0.005045205644833042,1.243920411289665,1.2237395887103328,1.206243,1.15335,1.206243,1.15335
1367,29/03/2018,"Mar 29, 2018",1.2302,1.2308,1.2335,1.2282,-0.05%,1.2339999999999987,0.004859320940075325,1.2437186418801494,1.224281358119848,1.206243,1.15335,1.206243,1.15335
1368,30/03/2018,"Mar 30, 2018",1.2323,1.2301,1.2331,1.2293,0.17%,1.2340299999999986,0.004846864966001678,1.243723729932002,1.2243362700679952,1.206243,1.15335,1.206243,1.15335
1369,02/04/2018,"Apr 02, 2018",1.2302,1.2323,1.2346,1.2282,-0.17%,1.2338599999999986,0.004918068726507904,1.2436961374530144,1.2240238625469828,1.206243,1.15335,1.206243,1.15335
1370,03/04/2018,"Apr 03, 2018",1.227,1.2304,1.2336,1.2253,-0.26%,1.2331899999999987,0.004894170000996827,1.2429783400019923,1.223401659998005,1.206243,1.15335,1.206243,1.15335
1371,04/04/2018,"Apr 04, 2018",1.2278,1.2269,1.2315,1.2256,0.07%,1.2325149999999987,0.004654167487173174,1.241823334974345,1.2232066650256523,1.206243,1.15335,1.206243,1.15335
1372,05/04/2018,"Apr 05, 2018",1.224,1.2278,1.2292,1.2218,-0.31%,1.2321549999999986,0.005007042540128983,1.2421690850802565,1.2221409149197406,1.206243,1.15335,1.206243,1.15335
1373,06/04/2018,"Apr 06, 2018",1.2283,1.224,1.2292,1.2214,0.35%,1.2320349999999987,0.005068853420514521,1.2421727068410278,1.2218972931589696,1.206243,1.15335,1.206243,1.15335
1374,09/04/2018,"Apr 09, 2018",1.2321,1.2279,1.2331,1.2261,0.31%,1.2319699999999987,0.005059258838867803,1.2420885176777343,1.221851482322263,1.206243,1.15335,1.206243,1.15335
1375,10/04/2018,"Apr 10, 2018",1.2356,1.232,1.2379,1.2303,0.28%,1.2317999999999987,0.004873910134446738,1.241547820268892,1.2220521797311052,1.206243,1.15335,1.206243,1.15335
1376,11/04/2018,"Apr 11, 2018",1.2367,1.2357,1.2397,1.2347,0.09%,1.2317999999999987,0.004873910134446738,1.241547820268892,1.2220521797311052,1.206243,1.15335,1.206243,1.15335
1377,12/04/2018,"Apr 12, 2018",1.2327,1.2368,1.2382,1.23,-0.32%,1.2319099999999987,0.004868151599802759,1.2416463031996043,1.2221736968003931,1.206243,1.15335,1.206243,1.15335
1378,13/04/2018,"Apr 13, 2018",1.2331,1.2327,1.2348,1.2307,0.03%,1.2321199999999988,0.004824168321966115,1.241768336643931,1.2224716633560666,1.206243,1.15335,1.206243,1.15335
1379,16/04/2018,"Apr 16, 2018",1.238,1.2329999999999999,1.2395,1.2325,0.40%,1.232344999999999,0.004985526551795749,1.2423160531035904,1.2223739468964074,1.206243,1.15335,1.206243,1.15335
1380,17/04/2018,"Apr 17, 2018",1.237,1.2378,1.2413,1.2335,-0.08%,1.2329849999999989,0.004712990027430323,1.2424109800548595,1.2235590199451383,1.206243,1.15335,1.206243,1.15335
1381,18/04/2018,"Apr 18, 2018",1.2373,1.2369,1.2398,1.2343,0.02%,1.233159999999999,0.004804102413423033,1.242768204826845,1.223551795173153,1.206243,1.15335,1.206243,1.15335
1382,19/04/2018,"Apr 19, 2018",1.2346,1.2373,1.2402,1.2329,-0.22%,1.233379999999999,0.00476409487716777,1.2429081897543346,1.2238518102456635,1.206243,1.15335,1.206243,1.15335
1383,20/04/2018,"Apr 20, 2018",1.2288,1.2346,1.2354,1.225,-0.47%,1.233054999999999,0.004843085276831042,1.242741170553661,1.2233688294463367,1.206243,1.15335,1.206243,1.15335
1384,23/04/2018,"Apr 23, 2018",1.2209,1.2289,1.2292,1.2198,-0.64%,1.231884999999999,0.004811577184111557,1.241508154368222,1.222261845631776,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1385,24/04/2018,"Apr 24, 2018",1.2232,1.2209,1.2247,1.2182,0.19%,1.231029999999999,0.00475931717777529,1.2405486343555496,1.2215113656444483,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1386,25/04/2018,"Apr 25, 2018",1.2161,1.2232,1.224,1.216,-0.58%,1.230294999999999,0.005766582610062091,1.2418281652201233,1.2187618347798748,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1387,26/04/2018,"Apr 26, 2018",1.2103,1.2161,1.2211,1.2096,-0.48%,1.229299999999999,0.007228623658669442,1.2437572473173377,1.2148427526826602,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1388,27/04/2018,"Apr 27, 2018",1.213,1.2105,1.2135,1.2055,0.22%,1.228334999999999,0.00800976123231397,1.244354522464627,1.212315477535371,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1389,30/04/2018,"Apr 30, 2018",1.2079,1.2125,1.2141,1.2064,-0.42%,1.227219999999999,0.009144320641725363,1.2455086412834497,1.2089313587165484,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1390,01/05/2018,"May 01, 2018",1.1993,1.2076,1.2086,1.1981,-0.71%,1.2258349999999991,0.010985184340678609,1.2478053686813564,1.2038646313186419,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1391,02/05/2018,"May 02, 2018",1.1951,1.1992,1.2033,1.1938,-0.35%,1.2241999999999993,0.012846789482150673,1.2498935789643006,1.198506421035698,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1392,03/05/2018,"May 03, 2018",1.1988,1.1951,1.2009,1.1946,0.31%,1.222939999999999,0.01398958183787859,1.2509191636757562,1.1949608363242419,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1393,04/05/2018,"May 04, 2018",1.196,1.1989,1.1997,1.1911,-0.23%,1.221324999999999,0.015098075208406855,1.2515211504168129,1.1911288495831853,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1394,07/05/2018,"May 07, 2018",1.1922,1.1953,1.198,1.1898,-0.32%,1.2193299999999991,0.01614249361154339,1.251614987223086,1.1870450127769123,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1395,08/05/2018,"May 08, 2018",1.1864,1.1924,1.1941,1.1838,-0.49%,1.216869999999999,0.017190465380516332,1.2512509307610318,1.1824890692389662,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1396,09/05/2018,"May 09, 2018",1.185,1.1863,1.1898,1.1822,-0.12%,1.214284999999999,0.01788723776883236,1.2500594755376637,1.1785105244623342,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1397,10/05/2018,"May 10, 2018",1.1915,1.1852,1.1948,1.1843,0.55%,1.212224999999999,0.018019763455682545,1.2482645269113641,1.1761854730886339,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1398,11/05/2018,"May 11, 2018",1.1944,1.1917,1.197,1.1891,0.24%,1.2102899999999992,0.017750095774354584,1.2457901915487084,1.17478980845129,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1399,14/05/2018,"May 14, 2018",1.1927,1.1947,1.1998,1.1926,-0.14%,1.208024999999999,0.016941483848788772,1.2419079676975766,1.1741420323024214,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1400,15/05/2018,"May 15, 2018",1.1838,1.1925,1.1939,1.1817,-0.75%,1.2053649999999991,0.016349412068902773,1.2380638241378046,1.1726661758621937,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1401,16/05/2018,"May 16, 2018",1.1807,1.1837,1.1854,1.1762,-0.26%,1.202534999999999,0.015450575231971008,1.233436150463941,1.171633849536057,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1402,17/05/2018,"May 17, 2018",1.1795,1.1808,1.1839,1.1775,-0.10%,1.1997799999999992,0.014361497136399481,1.228502994272798,1.1710570057272003,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1403,18/05/2018,"May 18, 2018",1.1778,1.1796,1.1825,1.1749,-0.14%,1.1972299999999991,0.013483252574910221,1.2241965051498196,1.1702634948501787,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1404,21/05/2018,"May 21, 2018",1.1791,1.1764,1.1797,1.1717,0.11%,1.1951399999999992,0.012878330637114086,1.2208966612742274,1.169383338725771,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1405,22/05/2018,"May 22, 2018",1.1779,1.1792,1.183,1.1754,-0.10%,1.1928749999999995,0.011671070002310891,1.2162171400046213,1.1695328599953776,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1406,23/05/2018,"May 23, 2018",1.1697,1.1778,1.179,1.1675,-0.70%,1.1905549999999994,0.011433086853464041,1.2134211737069274,1.1676888262930714,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1407,24/05/2018,"May 24, 2018",1.172,1.1695,1.175,1.1688,0.20%,1.1886399999999993,0.011170022381305317,1.2109800447626098,1.1662999552373887,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1408,25/05/2018,"May 25, 2018",1.1652,1.172,1.1735,1.1645,-0.58%,1.1862499999999991,0.010810111007703467,1.207870222015406,1.1646297779845922,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1409,28/05/2018,"May 28, 2018",1.1623,1.1651,1.1729,1.1605,-0.25%,1.183969999999999,0.010812219938517735,1.2055944398770346,1.1623455601229635,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1410,29/05/2018,"May 29, 2018",1.1540000000000001,1.1625,1.1641,1.1508,-0.71%,1.1817049999999991,0.01203883196156876,1.2057826639231366,1.1576273360768616,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1411,30/05/2018,"May 30, 2018",1.1663,1.1540000000000001,1.1678,1.1518,1.07%,1.180264999999999,0.012072873518715223,1.2044107470374295,1.1561192529625686,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1412,31/05/2018,"May 31, 2018",1.1692,1.1665,1.1726,1.1641,0.25%,1.178784999999999,0.0115112238705926,1.2018074477411842,1.155762552258814,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1413,01/06/2018,"Jun 01, 2018",1.1661,1.1691,1.1718,1.1617,-0.27%,1.177289999999999,0.011113095878237835,1.1995161917564747,1.1550638082435234,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1414,04/06/2018,"Jun 04, 2018",1.1699,1.1656,1.1744,1.1652,0.33%,1.176174999999999,0.01067112341784648,1.197517246835692,1.1548327531643061,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1415,05/06/2018,"Jun 05, 2018",1.1718,1.1698,1.1733,1.1652,0.16%,1.1754449999999992,0.01044363322790085,1.196332266455801,1.1545577335441974,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1416,06/06/2018,"Jun 06, 2018",1.1773,1.1717,1.1797,1.1708,0.47%,1.175059999999999,0.010223913145117978,1.195507826290235,1.1546121737097632,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1417,07/06/2018,"Jun 07, 2018",1.1799,1.1774,1.1842,1.1772,0.22%,1.174479999999999,0.009583819697746744,1.1936476393954927,1.1553123606045055,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1418,08/06/2018,"Jun 08, 2018",1.1768,1.18,1.1812,1.1726,-0.26%,1.173599999999999,0.008456003784230587,1.1905120075684603,1.1566879924315379,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1419,11/06/2018,"Jun 11, 2018",1.1784,1.1766,1.1822,1.1754,0.14%,1.172884999999999,0.0073419530779571555,1.1875689061559134,1.1582010938440848,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1420,12/06/2018,"Jun 12, 2018",1.1745,1.1784,1.1811,1.1733,-0.33%,1.1724199999999991,0.006918207860344065,1.1862564157206872,1.158583584279311,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1421,13/06/2018,"Jun 13, 2018",1.1791,1.1745,1.1803,1.1725,0.39%,1.172339999999999,0.006830695425718137,1.1860013908514353,1.1586786091485628,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1422,14/06/2018,"Jun 14, 2018",1.1569,1.1791,1.1853,1.1562,-1.88%,1.171209999999999,0.007398506605993585,1.1860070132119862,1.1564129867880117,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1423,15/06/2018,"Jun 15, 2018",1.1609,1.1568,1.1629,1.1543,0.35%,1.170364999999999,0.007560904377052648,1.1854868087541044,1.1552431912458936,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1424,18/06/2018,"Jun 18, 2018",1.1623,1.1609,1.1625,1.1563,0.12%,1.169524999999999,0.007476555022129989,1.184478110044259,1.1545718899557391,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1425,19/06/2018,"Jun 19, 2018",1.159,1.1624,1.1646,1.153,-0.28%,1.168579999999999,0.0075523241455157835,1.1836846482910306,1.1534753517089675,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1426,20/06/2018,"Jun 20, 2018",1.1572,1.159,1.1602,1.1537,-0.16%,1.167954999999999,0.007940999622147277,1.1838369992442934,1.1520730007557045,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1427,21/06/2018,"Jun 21, 2018",1.1603,1.1572,1.1635,1.1509,0.27%,1.167369999999999,0.008051652004337072,1.1834733040086731,1.1512666959913247,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1428,22/06/2018,"Jun 22, 2018",1.1657,1.1604,1.1677,1.16,0.47%,1.167394999999999,0.008045649445442244,1.1834862988908836,1.1513037011091145,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1429,25/06/2018,"Jun 25, 2018",1.1704,1.1659,1.1715,1.1627,0.40%,1.167799999999999,0.007982606090678895,1.1837652121813569,1.1518347878186412,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1430,26/06/2018,"Jun 26, 2018",1.1647,1.1704,1.1722,1.1635,-0.49%,1.168334999999999,0.007375247453403995,1.183085494906807,1.153584505093191,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1431,27/06/2018,"Jun 27, 2018",1.1554,1.1647,1.1674,1.1541,-0.80%,1.167789999999999,0.007890240807411644,1.1835704816148223,1.1520095183851757,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1432,28/06/2018,"Jun 28, 2018",1.1569,1.1555,1.1602,1.1527,0.13%,1.167174999999999,0.008228479507111018,1.183631959014221,1.150718040985777,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1433,29/06/2018,"Jun 29, 2018",1.1685,1.1569,1.1692,1.1558,1.00%,1.167294999999999,0.008229427379772275,1.1837538547595436,1.1508361452404545,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1434,02/07/2018,"Jul 02, 2018",1.1641,1.1651,1.1699,1.159,-0.38%,1.1670049999999992,0.00823471159172842,1.183474423183456,1.1505355768165424,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1435,03/07/2018,"Jul 03, 2018",1.1657,1.1641,1.1675,1.1621,0.14%,1.1666999999999992,0.008164128857321363,1.1830282577146418,1.1503717422853565,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1436,04/07/2018,"Jul 04, 2018",1.1656,1.1658,1.1684,1.1629,-0.01%,1.1661149999999993,0.007794438722509094,1.1817038774450175,1.1505261225549812,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1437,05/07/2018,"Jul 05, 2018",1.1691,1.1655,1.1722,1.1649,0.30%,1.1655749999999994,0.007169789048427499,1.1799145780968543,1.1512354219031444,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1438,06/07/2018,"Jul 06, 2018",1.1747,1.169,1.1769,1.1679,0.48%,1.1654699999999996,0.007018411501112715,1.179506823002225,1.1514331769977741,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1439,09/07/2018,"Jul 09, 2018",1.1751,1.1748,1.1792,1.1731,0.03%,1.1653049999999996,0.006745996961083803,1.1787969939221672,1.151813006077832,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1440,10/07/2018,"Jul 10, 2018",1.1744,1.1751,1.1764,1.169,-0.06%,1.1652999999999996,0.006739213603897115,1.1787784272077937,1.1518215727922054,1.206243,1.2086910000000002,1.206243,1.2086910000000002
1441,11/07/2018,"Jul 11, 2018",1.1674,1.1745,1.176,1.1665,-0.60%,1.1647149999999997,0.005981076408051806,1.1766771528161033,1.1527528471838961,1.206243,1.2086910000000002,1.206243,1.2086910000000002
