,Date,Date2,Settle,Open,High,Low,Change %,MA,STD,Upper Band,Lower Band,Short Position Stop,Long Position Stop,Short Position Stop Clone,Long Position Stop Clone
449,22/09/2014,"Sep 22, 2014",1.285,1.2827,1.2868,1.2815,0.16%,1.2999899999999998,0.012000412492899107,1.323990824985798,1.2759891750142016,1.382892,1.338975,1.382892,1.338975
450,23/09/2014,"Sep 23, 2014",1.2847,1.2851,1.2903,1.2842,-0.02%,1.2983799999999996,0.011781748596864653,1.321943497193729,1.2748165028062703,1.382892,1.338975,1.382892,1.338975
451,24/09/2014,"Sep 24, 2014",1.278,1.2846,1.2864,1.2774,-0.52%,1.2963149999999997,0.011551202318361263,1.3194174046367222,1.2732125953632771,1.382892,1.338975,1.382892,1.338975
452,25/09/2014,"Sep 25, 2014",1.275,1.278,1.2784,1.2698,-0.23%,1.2941499999999997,0.011282397794782196,1.3167147955895642,1.2715852044104352,1.382892,1.338975,1.382892,1.338975
453,26/09/2014,"Sep 26, 2014",1.2685,1.2752,1.2761,1.2677,-0.51%,1.2919099999999997,0.01169764506213533,1.3153052901242703,1.268514709875729,1.382892,1.338975,1.382892,1.338975
454,29/09/2014,"Sep 29, 2014",1.2685,1.2685,1.2716,1.2664,0.00%,1.2896949999999996,0.011726486046539721,1.313147972093079,1.2662420279069202,1.382892,1.338975,1.382892,1.338975
455,30/09/2014,"Sep 30, 2014",1.2632,1.2684,1.2703,1.2571,-0.42%,1.2871899999999996,0.011767535850792253,1.3107250717015841,1.263654928298415,1.382892,1.338975,1.382892,1.338975
456,01/10/2014,"Oct 01, 2014",1.2624,1.2631,1.264,1.2584,-0.06%,1.2845549999999997,0.011104524978569364,1.3067640499571385,1.2623459500428609,1.382892,1.338975,1.382892,1.338975
457,02/10/2014,"Oct 02, 2014",1.2668,1.2622,1.2698,1.2612,0.35%,1.2831699999999997,0.011498221601607189,1.306166443203214,1.2601735567967853,1.382892,1.338975,1.382892,1.338975
458,03/10/2014,"Oct 03, 2014",1.2517,1.2668,1.2676,1.25,-1.19%,1.2810049999999997,0.013040033550557235,1.3070850671011143,1.2549249328988852,1.382892,1.338975,1.382892,1.338975
459,06/10/2014,"Oct 06, 2014",1.2654,1.251,1.2677,1.2504,1.09%,1.2797899999999998,0.013302702732890564,1.306395405465781,1.2531845945342186,1.382892,1.338975,1.382892,1.338975
460,07/10/2014,"Oct 07, 2014",1.2670000000000001,1.2656,1.2683,1.2584,0.13%,1.2784499999999996,0.013173135541686695,1.304796271083373,1.2521037289166264,1.382892,1.338975,1.382892,1.338975
461,08/10/2014,"Oct 08, 2014",1.2734,1.2669,1.2749,1.2622,0.51%,1.2775349999999996,0.012852675791431373,1.3032403515828623,1.251829648417137,1.382892,1.338975,1.382892,1.338975
462,09/10/2014,"Oct 09, 2014",1.2691,1.2732,1.2792,1.2664,-0.34%,1.2763599999999997,0.012490812623670348,1.3013416252473404,1.251378374752659,1.382892,1.338975,1.382892,1.338975
463,10/10/2014,"Oct 10, 2014",1.2628,1.2691,1.2716,1.2605,-0.50%,1.2746749999999996,0.011920313544518741,1.298515627089037,1.2508343729109621,1.382892,1.338975,1.382892,1.338975
464,13/10/2014,"Oct 13, 2014",1.2753,1.2637,1.2762,1.2619,0.99%,1.2737299999999996,0.01105256078923043,1.2958351215784605,1.2516248784215387,1.382892,1.338975,1.382892,1.338975
465,14/10/2014,"Oct 14, 2014",1.2659,1.2752,1.2769,1.264,-0.74%,1.2722249999999995,0.009907667485318088,1.2920403349706358,1.2524096650293632,1.382892,1.338975,1.382892,1.338975
466,15/10/2014,"Oct 15, 2014",1.2837,1.2659,1.2886,1.2624,1.41%,1.2720799999999994,0.009715585417237034,1.2915111708344735,1.2526488291655253,1.382892,1.338975,1.382892,1.338975
467,16/10/2014,"Oct 16, 2014",1.2809,1.2837,1.2847,1.2706,-0.22%,1.2715099999999995,0.00880425465327002,1.2891185093065396,1.2539014906934594,1.382892,1.338975,1.382892,1.338975
468,17/10/2014,"Oct 17, 2014",1.2763,1.2811,1.2837,1.2744,-0.36%,1.2711799999999993,0.00848920490974424,1.2881584098194878,1.2542015901805108,1.382892,1.338975,1.382892,1.338975
469,20/10/2014,"Oct 20, 2014",1.2799,1.2758,1.2817,1.2731,0.28%,1.2709249999999994,0.008139648333903932,1.2872042966678072,1.2546457033321916,1.382892,1.338975,1.382892,1.338975
470,21/10/2014,"Oct 21, 2014",1.2715,1.2801,1.2841,1.2713,-0.66%,1.2702649999999993,0.007506482198714864,1.285277964397429,1.2552520356025696,1.382892,1.338975,1.382892,1.338975
471,22/10/2014,"Oct 22, 2014",1.2649,1.2716,1.274,1.2636,-0.52%,1.2696099999999995,0.00737332353824387,1.2843566470764871,1.2548633529235118,1.382892,1.338975,1.382892,1.338975
472,23/10/2014,"Oct 23, 2014",1.2647,1.2651,1.2679,1.2614,-0.02%,1.2690949999999996,0.007338492692618797,1.2837719853852372,1.254418014614762,1.382892,1.338975,1.382892,1.338975
473,24/10/2014,"Oct 24, 2014",1.2670000000000001,1.2645,1.2696,1.2633,0.18%,1.2690199999999996,0.007351843306247706,1.283723686612495,1.2543163133875042,1.382892,1.338975,1.382892,1.338975
474,27/10/2014,"Oct 27, 2014",1.2698,1.2683,1.2725,1.2666,0.22%,1.2690849999999996,0.007352705284425551,1.2837904105688507,1.2543795894311485,1.382892,1.338975,1.382892,1.338975
475,28/10/2014,"Oct 28, 2014",1.2734,1.2698,1.2765,1.2683,0.28%,1.2695949999999994,0.0072802111919656,1.2841554223839307,1.255034577616068,1.382892,1.338975,1.382892,1.338975
476,29/10/2014,"Oct 29, 2014",1.2632,1.2735,1.2772,1.2631,-0.80%,1.2696349999999996,0.007242670432901199,1.284120340865802,1.2551496591341973,1.382892,1.338975,1.382892,1.338975
477,30/10/2014,"Oct 30, 2014",1.2613,1.2631,1.264,1.2547,-0.15%,1.2693599999999994,0.007446636824743118,1.2842532736494856,1.2544667263505132,1.382892,1.338975,1.382892,1.338975
478,31/10/2014,"Oct 31, 2014",1.2525,1.2612,1.2618,1.2485,-0.70%,1.2693999999999996,0.007353230582514095,1.284106461165028,1.2546935388349714,1.382892,1.239975,1.382892,1.239975
479,03/11/2014,"Nov 03, 2014",1.2483,1.2515,1.2517,1.2441,-0.34%,1.2685449999999996,0.008648668972715849,1.2858423379454313,1.2512476620545678,1.382892,1.239975,1.382892,1.239975
480,04/11/2014,"Nov 04, 2014",1.2546,1.2483,1.2578,1.2481,0.50%,1.2679249999999995,0.009166181047721872,1.2862573620954432,1.2495926379045559,1.382892,1.239975,1.382892,1.239975
481,05/11/2014,"Nov 05, 2014",1.2486,1.2546,1.2568,1.2457,-0.48%,1.2666849999999996,0.009982748869906098,1.2866504977398119,1.2467195022601874,1.382892,1.239975,1.382892,1.239975
482,06/11/2014,"Nov 06, 2014",1.2375,1.2487,1.2535,1.2365,-0.89%,1.2651049999999997,0.011809126767022424,1.2887232535340445,1.241486746465955,1.382892,1.239975,1.382892,1.239975
483,07/11/2014,"Nov 07, 2014",1.2454,1.2376,1.2471,1.2359,0.64%,1.2642349999999998,0.012563728546876627,1.289362457093753,1.2391075429062466,1.382892,1.239975,1.382892,1.239975
484,10/11/2014,"Nov 10, 2014",1.2421,1.2452,1.251,1.2417,-0.26%,1.2625749999999998,0.013170720367527268,1.2889164407350544,1.2362335592649452,1.382892,1.239975,1.382892,1.239975
485,11/11/2014,"Nov 11, 2014",1.2475,1.2421,1.25,1.2394,0.43%,1.2616549999999997,0.013543687644050074,1.2887423752881,1.2345676247118995,1.382892,1.239975,1.382892,1.239975
486,12/11/2014,"Nov 12, 2014",1.2439,1.2476,1.2499,1.2418,-0.29%,1.2596649999999998,0.013074183530897357,1.2858133670617946,1.233516632938205,1.382892,1.239975,1.382892,1.239975
487,13/11/2014,"Nov 13, 2014",1.2477,1.2439,1.2492,1.2426,0.31%,1.2580049999999998,0.012360844429066441,1.2827266888581328,1.2332833111418668,1.382892,1.239975,1.382892,1.239975
488,14/11/2014,"Nov 14, 2014",1.2523,1.2477,1.2548,1.2399,0.37%,1.256805,0.011672295189875006,1.28014959037975,1.23346040962025,1.382892,1.239975,1.382892,1.239975
489,17/11/2014,"Nov 17, 2014",1.245,1.2526,1.2578,1.2444,-0.58%,1.2550599999999998,0.01065346891859988,1.2763669378371996,1.2337530621628001,1.382892,1.239975,1.382892,1.239975
490,18/11/2014,"Nov 18, 2014",1.2537,1.245,1.2546,1.2442,0.70%,1.2541699999999998,0.009964090525460467,1.2740981810509207,1.234241818949079,1.382892,1.239975,1.382892,1.239975
491,19/11/2014,"Nov 19, 2014",1.2554,1.2537,1.26,1.2512,0.14%,1.253695,0.009663150366188537,1.2730213007323772,1.2343686992676228,1.382892,1.239975,1.382892,1.239975
492,20/11/2014,"Nov 20, 2014",1.254,1.2555,1.2576,1.2504,-0.11%,1.2531599999999998,0.009329490875689208,1.2718189817513783,1.2345010182486214,1.382892,1.239975,1.382892,1.239975
493,21/11/2014,"Nov 21, 2014",1.239,1.2541,1.2571,1.2376,-1.20%,1.25176,0.009248102508058817,1.2702562050161177,1.2332637949838823,1.382892,1.239975,1.382892,1.239975
494,24/11/2014,"Nov 24, 2014",1.2443,1.2376,1.2445,1.2357,0.43%,1.2504849999999998,0.008391202238032362,1.2672674044760646,1.2337025955239351,1.382892,1.239975,1.382892,1.239975
495,25/11/2014,"Nov 25, 2014",1.2475,1.2443,1.2487,1.2401,0.26%,1.24919,0.006551786016007808,1.2622935720320156,1.2360864279679844,1.382892,1.239975,1.382892,1.239975
496,26/11/2014,"Nov 26, 2014",1.2506,1.2475,1.2532,1.2443,0.25%,1.24856,0.005728385461851654,1.2600167709237031,1.2371032290762967,1.382892,1.239975,1.382892,1.239975
497,27/11/2014,"Nov 27, 2014",1.2467,1.2506,1.2524,1.2464,-0.31%,1.24783,0.004933467340476803,1.2576969346809537,1.2379630653190463,1.382892,1.239975,1.382892,1.239975
498,28/11/2014,"Nov 28, 2014",1.2452,1.2468,1.2492,1.2427,-0.12%,1.2474649999999998,0.0048436840317624226,1.2571523680635246,1.237777631936475,1.382892,1.239975,1.382892,1.239975
499,01/12/2014,"Dec 01, 2014",1.247,1.2456,1.2507,1.2419,0.14%,1.2473999999999998,0.004840764402400731,1.2570815288048014,1.2377184711951983,1.382892,1.239975,1.382892,1.239975
500,02/12/2014,"Dec 02, 2014",1.2383,1.2471,1.2478,1.2377,-0.70%,1.2465849999999998,0.004931254911231844,1.2564475098224634,1.2367224901775362,1.382892,1.239975,1.382892,1.239975
501,03/12/2014,"Dec 03, 2014",1.2311,1.2382,1.2391,1.23,-0.58%,1.2457099999999999,0.005944568949852114,1.257599137899704,1.2338208621002957,1.382892,1.2187890000000001,1.382892,1.2187890000000001
502,04/12/2014,"Dec 04, 2014",1.2379,1.2313,1.2458,1.2282,0.55%,1.2457299999999998,0.005917524820357406,1.2575650496407147,1.2338949503592849,1.382892,1.2187890000000001,1.382892,1.2187890000000001
503,05/12/2014,"Dec 05, 2014",1.2285,1.238,1.2393,1.2271,-0.76%,1.2448849999999998,0.007010083808310969,1.2589051676166216,1.230864832383378,1.382892,1.2187890000000001,1.382892,1.2187890000000001
504,08/12/2014,"Dec 08, 2014",1.2317,1.2278,1.2344,1.2246,0.26%,1.2443649999999997,0.00756143339582794,1.2594878667916556,1.2292421332083439,1.382892,1.2187890000000001,1.382892,1.2187890000000001
505,09/12/2014,"Dec 09, 2014",1.2375,1.2317,1.2448,1.2292,0.47%,1.243865,0.007667481659550324,1.2591999633191007,1.2285300366808993,1.382892,1.2187890000000001,1.382892,1.2187890000000001
506,10/12/2014,"Dec 10, 2014",1.2448,1.2374,1.2449,1.2361,0.59%,1.24391,0.00767019556462159,1.2592503911292432,1.228569608870757,1.382892,1.2187890000000001,1.382892,1.2187890000000001
507,11/12/2014,"Dec 11, 2014",1.2411,1.2448,1.2496,1.237,-0.30%,1.2435800000000001,0.00764196309854607,1.2588639261970922,1.228296073802908,1.382892,1.2187890000000001,1.382892,1.2187890000000001
508,12/12/2014,"Dec 12, 2014",1.2462,1.2413,1.2487,1.2384,0.41%,1.2432750000000001,0.007405935119857532,1.2580868702397152,1.228463129760285,1.382892,1.2187890000000001,1.382892,1.2187890000000001
509,15/12/2014,"Dec 15, 2014",1.2437,1.2462,1.2485,1.2414,-0.20%,1.2432100000000001,0.007396208488106526,1.2580024169762132,1.2284175830237871,1.382892,1.2187890000000001,1.382892,1.2187890000000001
510,16/12/2014,"Dec 16, 2014",1.2511,1.2437,1.2571,1.2433,0.59%,1.2430800000000004,0.007231707958673299,1.257543415917347,1.2286165840826537,1.382892,1.2187890000000001,1.382892,1.2187890000000001
511,17/12/2014,"Dec 17, 2014",1.2343,1.2512,1.2517,1.2322,-1.34%,1.2420250000000004,0.00688838696644841,1.2558017739328973,1.2282482260671035,1.382892,1.2187890000000001,1.382892,1.2187890000000001
512,18/12/2014,"Dec 18, 2014",1.2286,1.2342,1.2353,1.2265,-0.46%,1.2407550000000003,0.006904960173638479,1.2545649203472773,1.2269450796527233,1.382892,1.2187890000000001,1.382892,1.2187890000000001
513,19/12/2014,"Dec 19, 2014",1.2228,1.2288,1.2305,1.2222,-0.47%,1.239945,0.007936464893107713,1.2558179297862155,1.2240720702137846,1.382892,1.2105720000000002,1.382892,1.2105720000000002
514,22/12/2014,"Dec 22, 2014",1.2231,1.2226,1.2273,1.2216,0.02%,1.2388850000000002,0.0086662145715144,1.256217429143029,1.2215525708569714,1.382892,1.2105720000000002,1.382892,1.2105720000000002
515,23/12/2014,"Dec 23, 2014",1.2172,1.2231,1.2247,1.2165,-0.48%,1.23737,0.009623362198292448,1.256616724396585,1.2181232756034153,1.382892,1.2105720000000002,1.382892,1.2105720000000002
516,24/12/2014,"Dec 24, 2014",1.2195,1.2172,1.2222,1.217,0.19%,1.235815,0.009869461738084824,1.2555539234761697,1.2160760765238305,1.382892,1.2105720000000002,1.382892,1.2105720000000002
517,25/12/2014,"Dec 25, 2014",1.2222,1.2195,1.2256,1.2186,0.22%,1.2345900000000003,0.009962424403704026,1.2545148488074083,1.2146651511925923,1.382892,1.2105720000000002,1.382892,1.2105720000000002
518,26/12/2014,"Dec 26, 2014",1.2176,1.2224,1.2228,1.2168,-0.38%,1.2332100000000001,0.010302907356640368,1.253815814713281,1.2126041852867193,1.382892,1.2105720000000002,1.382892,1.2105720000000002
519,29/12/2014,"Dec 29, 2014",1.2152,1.2182,1.2221,1.2142,-0.20%,1.2316200000000002,0.010503884995539036,1.2526277699910782,1.2106122300089222,1.382892,1.2105720000000002,1.382892,1.2105720000000002
520,30/12/2014,"Dec 30, 2014",1.2157,1.2151,1.2188,1.2123,0.04%,1.23049,0.010931418023271602,1.2523528360465432,1.208627163953457,1.382892,1.2105720000000002,1.382892,1.2105720000000002
521,31/12/2014,"Dec 31, 2014",1.2098,1.2155,1.2172,1.2096,-0.49%,1.2294250000000002,0.01182145824336002,1.2530679164867202,1.2057820835132802,1.382892,1.2105720000000002,1.382892,1.2105720000000002
522,01/01/2015,"Jan 01, 2015",1.2104,1.21,1.2107,1.2094,0.05%,1.22805,0.01234352056746783,1.2527370411349357,1.2033629588650645,1.382892,1.2105720000000002,1.382892,1.2105720000000002
523,02/01/2015,"Jan 02, 2015",1.2003,1.2106,1.2111,1.2001,-0.83%,1.2266400000000002,0.013742903623306773,1.2541258072466137,1.1991541927533866,1.382892,1.2105720000000002,1.382892,1.2105720000000002
524,05/01/2015,"Jan 05, 2015",1.1934,1.2003,1.2008,1.1883,-0.57%,1.224725,0.015464956352977326,1.2556549127059546,1.1937950872940455,1.382892,1.2105720000000002,1.382892,1.2105720000000002
525,06/01/2015,"Jan 06, 2015",1.1889,1.1933,1.1969,1.1884,-0.38%,1.2222950000000001,0.017007982684595174,1.2563109653691904,1.1882790346308099,1.382892,1.2105720000000002,1.382892,1.2105720000000002
526,07/01/2015,"Jan 07, 2015",1.1839,1.1892,1.1898,1.1803,-0.42%,1.2192500000000002,0.018121382397584433,1.255492764795169,1.1830072352048313,1.382892,1.2105720000000002,1.382892,1.2105720000000002
527,08/01/2015,"Jan 08, 2015",1.1793,1.1839,1.1848,1.1753,-0.39%,1.2161600000000001,0.01935885843740472,1.2548777168748095,1.1774422831251907,1.382892,1.2105720000000002,1.382892,1.2105720000000002
528,09/01/2015,"Jan 09, 2015",1.1841,1.1793,1.1848,1.1763,0.41%,1.2130550000000002,0.019271649514233855,1.251598299028468,1.1745117009715325,1.382892,1.2105720000000002,1.382892,1.2105720000000002
529,12/01/2015,"Jan 12, 2015",1.1834,1.1838,1.1871,1.1786,-0.06%,1.2100400000000002,0.018955774845662847,1.2479515496913258,1.1721284503086746,1.382892,1.2105720000000002,1.382892,1.2105720000000002
530,13/01/2015,"Jan 13, 2015",1.1772,1.1833,1.186,1.1753,-0.52%,1.2063450000000002,0.017756561463286108,1.2418581229265724,1.170831877073428,1.382892,1.2105720000000002,1.382892,1.2105720000000002
531,14/01/2015,"Jan 14, 2015",1.1789,1.1772,1.1846,1.1726,0.14%,1.203575,0.017498853533859066,1.2385727070677182,1.168577292932282,1.382892,1.2105720000000002,1.382892,1.2105720000000002
532,15/01/2015,"Jan 15, 2015",1.1631,1.1789,1.1795,1.157,-1.34%,1.2003,0.01860330615776254,1.237506612315525,1.163093387684475,1.382892,1.2105720000000002,1.382892,1.2105720000000002
533,16/01/2015,"Jan 16, 2015",1.157,1.1633,1.165,1.1462,-0.52%,1.1970100000000001,0.020092060621037383,1.237194121242075,1.1568258787579253,1.382892,1.2105720000000002,1.382892,1.2105720000000002
534,19/01/2015,"Jan 19, 2015",1.1606,1.1551,1.1641,1.1545,0.31%,1.193885,0.020644013054622757,1.2351730261092455,1.1525969738907547,1.382892,1.2105720000000002,1.382892,1.2105720000000002
535,20/01/2015,"Jan 20, 2015",1.1551,1.1606,1.1616,1.1540000000000001,-0.47%,1.1907800000000002,0.021553853483760852,1.2338877069675218,1.1476722930324785,1.382892,1.2105720000000002,1.382892,1.2105720000000002
536,21/01/2015,"Jan 21, 2015",1.161,1.1553,1.1677,1.1542,0.51%,1.1878550000000003,0.02142693340166589,1.2307088668033321,1.1450011331966685,1.382892,1.2105720000000002,1.382892,1.2105720000000002
537,22/01/2015,"Jan 22, 2015",1.1366,1.161,1.1648,1.1317,-2.10%,1.1835750000000003,0.022653253077635847,1.228881506155272,1.1382684938447285,1.382892,1.2105720000000002,1.382892,1.2105720000000002
538,23/01/2015,"Jan 23, 2015",1.1208,1.1366,1.1374,1.1114,-1.39%,1.178735,0.025077764553472656,1.2288905291069454,1.1285794708930548,1.382892,1.2105720000000002,1.382892,1.2105720000000002
539,26/01/2015,"Jan 26, 2015",1.1239,1.1186,1.1297,1.1099,0.28%,1.1741700000000002,0.026304260111232994,1.2267785202224661,1.1215614797775342,1.382892,1.2105720000000002,1.382892,1.2105720000000002
540,27/01/2015,"Jan 27, 2015",1.1381,1.1237,1.1423,1.1224,1.26%,1.1702900000000003,0.02560614965197614,1.2215022993039526,1.119077700696048,1.382892,1.2105720000000002,1.382892,1.2105720000000002
541,28/01/2015,"Jan 28, 2015",1.1288,1.1382,1.1385,1.1276,-0.82%,1.1662400000000002,0.02544192209718817,1.2171238441943766,1.1153561558056238,1.382892,1.2105720000000002,1.382892,1.2105720000000002
542,29/01/2015,"Jan 29, 2015",1.1320000000000001,1.1287,1.1369,1.1261,0.28%,1.1623200000000002,0.02435238386686991,1.21102476773374,1.1136152322662605,1.382892,1.2105720000000002,1.382892,1.2105720000000002
543,30/01/2015,"Jan 30, 2015",1.1288,1.1321,1.1366,1.1279,-0.28%,1.1587450000000004,0.02375528309659519,1.2062555661931906,1.11123443380681,1.382892,1.2105720000000002,1.382892,1.2105720000000002
544,02/02/2015,"Feb 02, 2015",1.1342,1.1284,1.1364,1.128,0.48%,1.1557850000000003,0.022926540842424913,1.2016380816848502,1.1099319183151504,1.382892,1.2105720000000002,1.382892,1.2105720000000002
545,03/02/2015,"Feb 03, 2015",1.1481,1.1343,1.1534,1.1313,1.23%,1.1537450000000002,0.02166996712040362,1.1970849342408074,1.110405065759193,1.382892,1.2105720000000002,1.382892,1.2105720000000002
546,04/02/2015,"Feb 04, 2015",1.1347,1.1482,1.1486,1.1317,-1.17%,1.1512850000000001,0.020885527884144314,1.1930560557682888,1.1095139442317115,1.382892,1.2105720000000002,1.382892,1.2105720000000002
547,05/02/2015,"Feb 05, 2015",1.1477,1.1345,1.15,1.1304,1.15%,1.1497050000000002,0.019877360866054808,1.18945972173211,1.1099502782678905,1.382892,1.2105720000000002,1.382892,1.2105720000000002
548,06/02/2015,"Feb 06, 2015",1.1315,1.1477,1.1488,1.1313,-1.41%,1.147075,0.018590666340918605,1.1842563326818372,1.109893667318163,1.382892,1.2105720000000002,1.382892,1.2105720000000002
549,09/02/2015,"Feb 09, 2015",1.1324,1.1315,1.1359,1.1271,0.08%,1.1445250000000002,0.016849417645703964,1.178223835291408,1.1108261647085924,1.382892,1.2105720000000002,1.382892,1.2105720000000002
550,10/02/2015,"Feb 10, 2015",1.1321,1.1327,1.1347,1.1274,-0.03%,1.1422700000000003,0.015269384401453711,1.1728087688029079,1.1117312311970928,1.382892,1.2105720000000002,1.382892,1.2105720000000002
551,11/02/2015,"Feb 11, 2015",1.1334,1.1321,1.1349,1.128,0.11%,1.1399950000000003,0.01283839845928439,1.165671796918569,1.1143182030814316,1.382892,1.2105720000000002,1.382892,1.2105720000000002
552,12/02/2015,"Feb 12, 2015",1.1403,1.1334,1.1423,1.1302,0.61%,1.1388550000000004,0.011697755126491332,1.162250510252983,1.1154594897470178,1.382892,1.2105720000000002,1.382892,1.2105720000000002
553,13/02/2015,"Feb 13, 2015",1.1385,1.1403,1.1443,1.138,-0.16%,1.1379300000000003,0.010932799275544823,1.15979559855109,1.1160644014489107,1.382892,1.2105720000000002,1.382892,1.2105720000000002
554,16/02/2015,"Feb 16, 2015",1.1353,1.1385,1.1429,1.1317,-0.28%,1.1366650000000005,0.009621604595874413,1.1559082091917494,1.1174217908082515,1.382892,1.2105720000000002,1.382892,1.2105720000000002
555,17/02/2015,"Feb 17, 2015",1.1412,1.1354,1.145,1.1322,0.52%,1.1359700000000006,0.008725141832620862,1.1534202836652423,1.1185197163347589,1.382892,1.2105720000000002,1.382892,1.2105720000000002
556,18/02/2015,"Feb 18, 2015",1.1397,1.1412,1.1418,1.1334,-0.13%,1.1349050000000005,0.006660666257916645,1.1482263325158337,1.1215836674841673,1.382892,1.2105720000000002,1.382892,1.2105720000000002
557,19/02/2015,"Feb 19, 2015",1.1366,1.1397,1.145,1.1355,-0.27%,1.1349050000000005,0.006660666257916645,1.1482263325158337,1.1215836674841673,1.382892,1.2105720000000002,1.382892,1.2105720000000002
558,20/02/2015,"Feb 20, 2015",1.1381,1.137,1.1431,1.128,0.13%,1.1357700000000006,0.00584628942144932,1.1474625788428992,1.124077421157102,1.382892,1.2105720000000002,1.382892,1.2105720000000002
559,23/02/2015,"Feb 23, 2015",1.1332,1.1385,1.1414,1.1296,-0.43%,1.1362350000000006,0.005219988026744014,1.1466749760534887,1.1257950239465124,1.382892,1.2105720000000002,1.382892,1.2105720000000002
560,24/02/2015,"Feb 24, 2015",1.1341,1.1336,1.136,1.1289,0.08%,1.1360350000000006,0.00522132885378335,1.1464776577075673,1.1255923422924339,1.382892,1.2105720000000002,1.382892,1.2105720000000002
561,25/02/2015,"Feb 25, 2015",1.1362,1.1340000000000001,1.1389,1.1334,0.19%,1.1364050000000006,0.004950704495256309,1.1463064089905133,1.1265035910094878,1.382892,1.2105720000000002,1.382892,1.2105720000000002
562,26/02/2015,"Feb 26, 2015",1.1198,1.1361,1.1381,1.1184,-1.44%,1.1357950000000006,0.006078936995836541,1.1479528739916736,1.1236371260083275,1.382892,1.1086019999999999,1.382892,1.1086019999999999
563,27/02/2015,"Feb 27, 2015",1.1195,1.1199,1.1248,1.1178,-0.03%,1.1353300000000004,0.006896890603695958,1.1491237812073922,1.1215362187926086,1.382892,1.1086019999999999,1.382892,1.1086019999999999
564,02/03/2015,"Mar 02, 2015",1.1185,1.1187,1.1242,1.1159,-0.09%,1.1345450000000006,0.007813416346218134,1.1501718326924368,1.1189181673075643,1.382892,1.1086019999999999,1.382892,1.1086019999999999
565,03/03/2015,"Mar 03, 2015",1.1176,1.1183,1.1219,1.1155,-0.08%,1.1330200000000006,0.007993347233753,1.1490066944675066,1.1170333055324946,1.382892,1.1086019999999999,1.382892,1.1086019999999999
566,04/03/2015,"Mar 04, 2015",1.1079,1.1178,1.1187,1.1062,-0.87%,1.1316800000000007,0.009669932781531873,1.1510198655630643,1.112340134436937,1.382892,1.1086019999999999,1.382892,1.1086019999999999
567,05/03/2015,"Mar 05, 2015",1.1031,1.1079,1.1115,1.0989,-0.43%,1.1294500000000007,0.010795531482948978,1.1510410629658987,1.1078589370341028,1.382892,1.1086019999999999,1.382892,1.1086019999999999
568,06/03/2015,"Mar 06, 2015",1.0844,1.1033,1.1035,1.0842,-1.70%,1.1270950000000006,0.014569230418911625,1.156233460837824,1.0979565391621773,1.382892,1.1086019999999999,1.382892,1.1086019999999999
569,09/03/2015,"Mar 09, 2015",1.0852,1.0832,1.0908,1.0823,0.07%,1.1247350000000007,0.017118565214390376,1.1589721304287814,1.09049786957122,1.382892,1.1086019999999999,1.382892,1.1086019999999999
570,10/03/2015,"Mar 10, 2015",1.0698,1.0851,1.0856,1.0692,-1.42%,1.1216200000000005,0.02077312205710378,1.163166244114208,1.080073755885793,1.382892,1.1086019999999999,1.382892,1.1086019999999999
571,11/03/2015,"Mar 11, 2015",1.0547,1.0699,1.0718,1.0511,-1.41%,1.1176850000000005,0.025159774939361577,1.1680045498787237,1.0673654501212773,1.382892,1.1086019999999999,1.382892,1.1086019999999999
572,12/03/2015,"Mar 12, 2015",1.0635,1.0547,1.0684,1.0495,0.83%,1.1138450000000006,0.02719370285561205,1.1682324057112248,1.0594575942887765,1.382892,1.1086019999999999,1.382892,1.1086019999999999
573,13/03/2015,"Mar 13, 2015",1.0495,1.0637,1.0639,1.0462,-1.32%,1.1093950000000006,0.029938528270429667,1.1692720565408599,1.0495179434591413,1.382892,1.1086019999999999,1.382892,1.1086019999999999
574,16/03/2015,"Mar 16, 2015",1.0568,1.0494,1.0621,1.0459,0.70%,1.1054700000000006,0.03139535156674169,1.168260703133484,1.0426792968665173,1.382892,1.1086019999999999,1.382892,1.1086019999999999
575,17/03/2015,"Mar 17, 2015",1.0598,1.0566,1.065,1.0551,0.28%,1.1014000000000004,0.03177355818915006,1.1649471163783005,1.0378528836217003,1.382892,1.1086019999999999,1.382892,1.1086019999999999
576,18/03/2015,"Mar 18, 2015",1.0867,1.0598,1.1033,1.0581,2.54%,1.0987500000000003,0.030659362354740843,1.160068724709482,1.0374312752905186,1.382892,1.1086019999999999,1.382892,1.1086019999999999
577,19/03/2015,"Mar 19, 2015",1.0659999999999998,1.0866,1.0915,1.0613,-1.90%,1.0952200000000003,0.030158458183390184,1.1555369163667806,1.03490308363322,1.382892,1.1086019999999999,1.382892,1.1086019999999999
578,20/03/2015,"Mar 20, 2015",1.0822,1.0661,1.0883,1.065,1.52%,1.0924250000000002,0.028605277048112825,1.1496355540962258,1.0352144459037746,1.382892,1.1086019999999999,1.382892,1.1086019999999999
579,23/03/2015,"Mar 23, 2015",1.0947,1.0837,1.0972,1.0768,1.16%,1.0905000000000002,0.027049676523006456,1.1445993530460132,1.0364006469539873,1.382892,1.1086019999999999,1.382892,1.1086019999999999
580,24/03/2015,"Mar 24, 2015",1.0926,1.0947,1.1031,1.0892,-0.19%,1.0884250000000004,0.025150583989229394,1.1387261679784593,1.0381238320215416,1.382892,1.1086019999999999,1.382892,1.1086019999999999
