Date,Date2,Settle,Open,High,Low,Change %
02/01/2015,"Jan 02, 2015",1.2003,1.2106,1.2111,1.2001,-0.83%
05/01/2015,"Jan 05, 2015",1.1934,1.2003,1.2008,1.1883,-0.57%
06/01/2015,"Jan 06, 2015",1.1889,1.1933,1.1969,1.1884,-0.38%
07/01/2015,"Jan 07, 2015",1.1839,1.1892,1.1898,1.1803,-0.42%
08/01/2015,"Jan 08, 2015",1.1793,1.1839,1.1848,1.1753,-0.39%
09/01/2015,"Jan 09, 2015",1.1841,1.1793,1.1848,1.1763,0.41%
12/01/2015,"Jan 12, 2015",1.1834,1.1838,1.1871,1.1786,-0.06%
13/01/2015,"Jan 13, 2015",1.1772,1.1833,1.186,1.1753,-0.52%
14/01/2015,"Jan 14, 2015",1.1789,1.1772,1.1846,1.1726,0.14%
15/01/2015,"Jan 15, 2015",1.1631,1.1789,1.1795,1.157,-1.34%
16/01/2015,"Jan 16, 2015",1.157,1.1633,1.165,1.1462,-0.52%
19/01/2015,"Jan 19, 2015",1.1606,1.1551,1.1641,1.1545,0.31%
20/01/2015,"Jan 20, 2015",1.1551,1.1606,1.1616,1.154,-0.47%
21/01/2015,"Jan 21, 2015",1.161,1.1553,1.1677,1.1542,0.51%
22/01/2015,"Jan 22, 2015",1.1366,1.161,1.1648,1.1317,-2.10%
23/01/2015,"Jan 23, 2015",1.1208,1.1366,1.1374,1.1114,-1.39%
26/01/2015,"Jan 26, 2015",1.1239,1.1186,1.1297,1.1099,0.28%
27/01/2015,"Jan 27, 2015",1.1381,1.1237,1.1423,1.1224,1.26%
28/01/2015,"Jan 28, 2015",1.1288,1.1382,1.1385,1.1276,-0.82%
29/01/2015,"Jan 29, 2015",1.132,1.1287,1.1369,1.1261,0.28%
30/01/2015,"Jan 30, 2015",1.1288,1.1321,1.1366,1.1279,-0.28%
02/02/2015,"Feb 02, 2015",1.1342,1.1284,1.1364,1.128,0.48%
03/02/2015,"Feb 03, 2015",1.1481,1.1343,1.1534,1.1313,1.23%
04/02/2015,"Feb 04, 2015",1.1347,1.1482,1.1486,1.1317,-1.17%
05/02/2015,"Feb 05, 2015",1.1477,1.1345,1.15,1.1304,1.15%
06/02/2015,"Feb 06, 2015",1.1315,1.1477,1.1488,1.1313,-1.41%
09/02/2015,"Feb 09, 2015",1.1324,1.1315,1.1359,1.1271,0.08%
10/02/2015,"Feb 10, 2015",1.1321,1.1327,1.1347,1.1274,-0.03%
11/02/2015,"Feb 11, 2015",1.1334,1.1321,1.1349,1.128,0.11%
12/02/2015,"Feb 12, 2015",1.1403,1.1334,1.1423,1.1302,0.61%
13/02/2015,"Feb 13, 2015",1.1385,1.1403,1.1443,1.138,-0.16%
16/02/2015,"Feb 16, 2015",1.1353,1.1385,1.1429,1.1317,-0.28%
17/02/2015,"Feb 17, 2015",1.1412,1.1354,1.145,1.1322,0.52%
18/02/2015,"Feb 18, 2015",1.1397,1.1412,1.1418,1.1334,-0.13%
19/02/2015,"Feb 19, 2015",1.1366,1.1397,1.145,1.1355,-0.27%
20/02/2015,"Feb 20, 2015",1.1381,1.137,1.1431,1.128,0.13%
23/02/2015,"Feb 23, 2015",1.1332,1.1385,1.1414,1.1296,-0.43%
24/02/2015,"Feb 24, 2015",1.1341,1.1336,1.136,1.1289,0.08%
25/02/2015,"Feb 25, 2015",1.1362,1.134,1.1389,1.1334,0.19%
26/02/2015,"Feb 26, 2015",1.1198,1.1361,1.1381,1.1184,-1.44%
27/02/2015,"Feb 27, 2015",1.1195,1.1199,1.1248,1.1178,-0.03%
02/03/2015,"Mar 02, 2015",1.1185,1.1187,1.1242,1.1159,-0.09%
03/03/2015,"Mar 03, 2015",1.1176,1.1183,1.1219,1.1155,-0.08%
04/03/2015,"Mar 04, 2015",1.1079,1.1178,1.1187,1.1062,-0.87%
05/03/2015,"Mar 05, 2015",1.1031,1.1079,1.1115,1.0989,-0.43%
06/03/2015,"Mar 06, 2015",1.0844,1.1033,1.1035,1.0842,-1.70%
09/03/2015,"Mar 09, 2015",1.0852,1.0832,1.0908,1.0823,0.07%
10/03/2015,"Mar 10, 2015",1.0698,1.0851,1.0856,1.0692,-1.42%
11/03/2015,"Mar 11, 2015",1.0547,1.0699,1.0718,1.0511,-1.41%
12/03/2015,"Mar 12, 2015",1.0635,1.0547,1.0684,1.0495,0.83%
13/03/2015,"Mar 13, 2015",1.0495,1.0637,1.0639,1.0462,-1.32%
16/03/2015,"Mar 16, 2015",1.0568,1.0494,1.0621,1.0459,0.70%
17/03/2015,"Mar 17, 2015",1.0598,1.0566,1.065,1.0551,0.28%
18/03/2015,"Mar 18, 2015",1.0867,1.0598,1.1033,1.0581,2.54%
19/03/2015,"Mar 19, 2015",1.066,1.0866,1.0915,1.0613,-1.90%
20/03/2015,"Mar 20, 2015",1.0822,1.0661,1.0883,1.065,1.52%
23/03/2015,"Mar 23, 2015",1.0947,1.0837,1.0972,1.0768,1.16%
24/03/2015,"Mar 24, 2015",1.0926,1.0947,1.1031,1.0892,-0.19%
25/03/2015,"Mar 25, 2015",1.0972,1.0926,1.1016,1.0901,0.42%
26/03/2015,"Mar 26, 2015",1.0884,1.0969,1.1052,1.0856,-0.80%
27/03/2015,"Mar 27, 2015",1.0888,1.0886,1.0949,1.0802,0.04%
30/03/2015,"Mar 30, 2015",1.0834,1.0889,1.0897,1.0811,-0.50%
31/03/2015,"Mar 31, 2015",1.0731,1.0833,1.0846,1.0713,-0.95%
01/04/2015,"Apr 01, 2015",1.0764,1.0735,1.0801,1.0719,0.31%
02/04/2015,"Apr 02, 2015",1.0884,1.0764,1.0905,1.0751,1.11%
03/04/2015,"Apr 03, 2015",1.0978,1.0883,1.1028,1.0864,0.86%
06/04/2015,"Apr 06, 2015",1.0924,1.0991,1.1037,1.0911,-0.49%
07/04/2015,"Apr 07, 2015",1.0816,1.0922,1.0957,1.0805,-0.99%
08/04/2015,"Apr 08, 2015",1.0781,1.0816,1.0888,1.0764,-0.32%
09/04/2015,"Apr 09, 2015",1.0659,1.0781,1.0789,1.0638,-1.13%
10/04/2015,"Apr 10, 2015",1.0604,1.066,1.0685,1.0569,-0.52%
13/04/2015,"Apr 13, 2015",1.0568,1.0602,1.0619,1.052,-0.34%
14/04/2015,"Apr 14, 2015",1.0654,1.0566,1.0709,1.053,0.81%
15/04/2015,"Apr 15, 2015",1.0686,1.0655,1.0703,1.0572,0.30%
16/04/2015,"Apr 16, 2015",1.0762,1.0684,1.0819,1.0625,0.71%
17/04/2015,"Apr 17, 2015",1.0807,1.0762,1.085,1.0737,0.42%
20/04/2015,"Apr 20, 2015",1.0737,1.0821,1.0825,1.0713,-0.65%
21/04/2015,"Apr 21, 2015",1.0736,1.074,1.0784,1.0661,-0.01%
22/04/2015,"Apr 22, 2015",1.0726,1.0736,1.0802,1.0709,-0.09%
23/04/2015,"Apr 23, 2015",1.0827,1.0726,1.0848,1.0667,0.94%
24/04/2015,"Apr 24, 2015",1.0874,1.0825,1.0901,1.0785,0.43%
27/04/2015,"Apr 27, 2015",1.0888,1.0873,1.0928,1.0821,0.13%
28/04/2015,"Apr 28, 2015",1.0981,1.0894,1.0991,1.0859,0.85%
29/04/2015,"Apr 29, 2015",1.1132,1.0983,1.1189,1.096,1.38%
30/04/2015,"Apr 30, 2015",1.1225,1.113,1.1269,1.1073,0.84%
01/05/2015,"May 01, 2015",1.1202,1.1223,1.129,1.1176,-0.20%
04/05/2015,"May 04, 2015",1.1146,1.1202,1.1226,1.1123,-0.50%
05/05/2015,"May 05, 2015",1.1186,1.1147,1.1223,1.1067,0.36%
06/05/2015,"May 06, 2015",1.1353,1.1187,1.1372,1.1176,1.49%
07/05/2015,"May 07, 2015",1.1267,1.1347,1.1393,1.1237,-0.76%
08/05/2015,"May 08, 2015",1.1204,1.1267,1.129,1.1178,-0.56%
11/05/2015,"May 11, 2015",1.1155,1.1197,1.1207,1.1131,-0.44%
12/05/2015,"May 12, 2015",1.1214,1.1155,1.1277,1.1134,0.53%
13/05/2015,"May 13, 2015",1.1357,1.1214,1.1385,1.1204,1.28%
14/05/2015,"May 14, 2015",1.141,1.1359,1.1447,1.1341,0.47%
15/05/2015,"May 15, 2015",1.1452,1.141,1.1467,1.1324,0.37%
18/05/2015,"May 18, 2015",1.1315,1.1441,1.145,1.1298,-1.20%
19/05/2015,"May 19, 2015",1.1149,1.1317,1.1328,1.1119,-1.47%
20/05/2015,"May 20, 2015",1.1093,1.115,1.1156,1.1063,-0.50%
21/05/2015,"May 21, 2015",1.1113,1.1092,1.1181,1.108,0.18%
22/05/2015,"May 22, 2015",1.1018,1.1115,1.1211,1.1004,-0.85%
25/05/2015,"May 25, 2015",1.0978,1.1006,1.1012,1.0961,-0.36%
26/05/2015,"May 26, 2015",1.0873,1.0978,1.0985,1.0863,-0.96%
27/05/2015,"May 27, 2015",1.0905,1.0873,1.0931,1.082,0.29%
28/05/2015,"May 28, 2015",1.0949,1.0905,1.096,1.0869,0.40%
29/05/2015,"May 29, 2015",1.0988,1.0948,1.1006,1.0926,0.36%
01/06/2015,"Jun 01, 2015",1.0928,1.0989,1.0991,1.0888,-0.55%
02/06/2015,"Jun 02, 2015",1.1155,1.0928,1.1193,1.0915,2.08%
03/06/2015,"Jun 03, 2015",1.1275,1.1151,1.1284,1.1079,1.08%
04/06/2015,"Jun 04, 2015",1.1239,1.1276,1.1381,1.1227,-0.32%
05/06/2015,"Jun 05, 2015",1.1113,1.1239,1.1281,1.105,-1.12%
08/06/2015,"Jun 08, 2015",1.1292,1.1113,1.1307,1.108,1.61%
09/06/2015,"Jun 09, 2015",1.1284,1.1292,1.1345,1.1214,-0.07%
10/06/2015,"Jun 10, 2015",1.1326,1.1286,1.1387,1.1261,0.37%
11/06/2015,"Jun 11, 2015",1.1258,1.1325,1.1332,1.1183,-0.60%
12/06/2015,"Jun 12, 2015",1.1269,1.1258,1.1298,1.1151,0.10%
15/06/2015,"Jun 15, 2015",1.1284,1.1225,1.1294,1.1189,0.13%
16/06/2015,"Jun 16, 2015",1.1248,1.1283,1.1331,1.1206,-0.32%
17/06/2015,"Jun 17, 2015",1.1337,1.1249,1.136,1.1213,0.79%
18/06/2015,"Jun 18, 2015",1.136,1.1337,1.1438,1.1331,0.20%
19/06/2015,"Jun 19, 2015",1.1353,1.136,1.1393,1.1292,-0.06%
22/06/2015,"Jun 22, 2015",1.1341,1.1363,1.1411,1.1312,-0.11%
23/06/2015,"Jun 23, 2015",1.117,1.1341,1.1348,1.1135,-1.51%
24/06/2015,"Jun 24, 2015",1.1207,1.1171,1.1237,1.1156,0.33%
25/06/2015,"Jun 25, 2015",1.1204,1.1204,1.1227,1.1153,-0.03%
26/06/2015,"Jun 26, 2015",1.1166,1.1207,1.1221,1.1131,-0.34%
29/06/2015,"Jun 29, 2015",1.1236,1.1031,1.1279,1.0954,0.63%
30/06/2015,"Jun 30, 2015",1.1138,1.1237,1.1246,1.1114,-0.87%
01/07/2015,"Jul 01, 2015",1.1054,1.1139,1.1172,1.1042,-0.75%
02/07/2015,"Jul 02, 2015",1.1084,1.1054,1.1124,1.1031,0.27%
03/07/2015,"Jul 03, 2015",1.1114,1.1086,1.1119,1.1066,0.27%
06/07/2015,"Jul 06, 2015",1.1057,1.0993,1.1097,1.0969,-0.51%
07/07/2015,"Jul 07, 2015",1.1012,1.1056,1.1061,1.0917,-0.41%
08/07/2015,"Jul 08, 2015",1.1077,1.1012,1.1094,1.0974,0.59%
09/07/2015,"Jul 09, 2015",1.1038,1.1078,1.1126,1.0992,-0.35%
10/07/2015,"Jul 10, 2015",1.1164,1.1037,1.1218,1.1031,1.14%
13/07/2015,"Jul 13, 2015",1.1004,1.1107,1.1197,1.0995,-1.43%
14/07/2015,"Jul 14, 2015",1.1012,1.1004,1.1084,1.0966,0.07%
15/07/2015,"Jul 15, 2015",1.0949,1.101,1.1035,1.093,-0.57%
16/07/2015,"Jul 16, 2015",1.0875,1.0947,1.0964,1.0856,-0.68%
17/07/2015,"Jul 17, 2015",1.0829,1.0875,1.0907,1.0827,-0.42%
20/07/2015,"Jul 20, 2015",1.0827,1.0833,1.0872,1.081,-0.02%
21/07/2015,"Jul 21, 2015",1.0937,1.0825,1.097,1.0811,1.02%
22/07/2015,"Jul 22, 2015",1.0934,1.0936,1.0966,1.0869,-0.03%
23/07/2015,"Jul 23, 2015",1.0983,1.0928,1.1019,1.0922,0.45%
24/07/2015,"Jul 24, 2015",1.0984,1.0983,1.0997,1.0926,0.01%
27/07/2015,"Jul 27, 2015",1.1094,1.0974,1.113,1.097,1.00%
28/07/2015,"Jul 28, 2015",1.1059,1.1089,1.1101,1.1022,-0.32%
29/07/2015,"Jul 29, 2015",1.0986,1.1061,1.1086,1.0967,-0.66%
30/07/2015,"Jul 30, 2015",1.0933,1.0987,1.0992,1.0894,-0.48%
31/07/2015,"Jul 31, 2015",1.0988,1.0934,1.1114,1.0921,0.50%
03/08/2015,"Aug 03, 2015",1.0951,1.097,1.0997,1.0941,-0.34%
04/08/2015,"Aug 04, 2015",1.0882,1.0951,1.0989,1.0877,-0.63%
05/08/2015,"Aug 05, 2015",1.0906,1.0883,1.0938,1.0849,0.22%
06/08/2015,"Aug 06, 2015",1.0925,1.0909,1.0944,1.0876,0.17%
07/08/2015,"Aug 07, 2015",1.0968,1.093,1.0981,1.0857,0.39%
10/08/2015,"Aug 10, 2015",1.1019,1.0969,1.1044,1.0927,0.46%
11/08/2015,"Aug 11, 2015",1.104,1.1019,1.1088,1.096,0.19%
12/08/2015,"Aug 12, 2015",1.1157,1.104,1.1212,1.1023,1.06%
13/08/2015,"Aug 13, 2015",1.1149,1.1157,1.1189,1.108,-0.07%
14/08/2015,"Aug 14, 2015",1.1107,1.1149,1.1189,1.1096,-0.38%
17/08/2015,"Aug 17, 2015",1.1081,1.1106,1.1125,1.1058,-0.23%
18/08/2015,"Aug 18, 2015",1.1021,1.1083,1.1096,1.1018,-0.54%
19/08/2015,"Aug 19, 2015",1.1119,1.1023,1.1137,1.1019,0.89%
20/08/2015,"Aug 20, 2015",1.1242,1.1117,1.1246,1.1105,1.11%
21/08/2015,"Aug 21, 2015",1.1389,1.1244,1.1393,1.1229,1.31%
24/08/2015,"Aug 24, 2015",1.162,1.1363,1.1713,1.1363,2.03%
25/08/2015,"Aug 25, 2015",1.1517,1.1619,1.1625,1.1399,-0.89%
26/08/2015,"Aug 26, 2015",1.1315,1.1515,1.1561,1.129,-1.75%
27/08/2015,"Aug 27, 2015",1.1245,1.1314,1.1366,1.1204,-0.62%
28/08/2015,"Aug 28, 2015",1.1179,1.1247,1.131,1.1156,-0.59%
31/08/2015,"Aug 31, 2015",1.1214,1.1176,1.1265,1.1162,0.31%
01/09/2015,"Sep 01, 2015",1.1319,1.1211,1.1333,1.1206,0.94%
02/09/2015,"Sep 02, 2015",1.1227,1.1311,1.1319,1.1214,-0.81%
03/09/2015,"Sep 03, 2015",1.1124,1.1227,1.1246,1.1088,-0.92%
04/09/2015,"Sep 04, 2015",1.1147,1.1124,1.1181,1.1089,0.21%
07/09/2015,"Sep 07, 2015",1.1168,1.1157,1.1178,1.112,0.19%
08/09/2015,"Sep 08, 2015",1.12,1.117,1.1229,1.1152,0.29%
09/09/2015,"Sep 09, 2015",1.1207,1.1202,1.1219,1.1133,0.06%
10/09/2015,"Sep 10, 2015",1.128,1.1209,1.1299,1.1174,0.65%
11/09/2015,"Sep 11, 2015",1.134,1.1279,1.1349,1.1254,0.53%
14/09/2015,"Sep 14, 2015",1.1321,1.1338,1.1375,1.1285,-0.17%
15/09/2015,"Sep 15, 2015",1.1267,1.1313,1.1328,1.1258,-0.48%
16/09/2015,"Sep 16, 2015",1.129,1.1267,1.1321,1.1212,0.20%
17/09/2015,"Sep 17, 2015",1.1437,1.129,1.1442,1.1284,1.30%
18/09/2015,"Sep 18, 2015",1.1305,1.1435,1.146,1.1267,-1.15%
21/09/2015,"Sep 21, 2015",1.1189,1.1284,1.1332,1.1183,-1.03%
22/09/2015,"Sep 22, 2015",1.112,1.1188,1.1209,1.1114,-0.62%
23/09/2015,"Sep 23, 2015",1.1187,1.112,1.1214,1.1105,0.60%
24/09/2015,"Sep 24, 2015",1.123,1.1185,1.1296,1.1164,0.38%
25/09/2015,"Sep 25, 2015",1.1195,1.1227,1.1231,1.1115,-0.31%
28/09/2015,"Sep 28, 2015",1.1246,1.1195,1.125,1.1149,0.46%
29/09/2015,"Sep 29, 2015",1.1249,1.1247,1.1285,1.1196,0.03%
30/09/2015,"Sep 30, 2015",1.1177,1.1246,1.1262,1.1157,-0.64%
01/10/2015,"Oct 01, 2015",1.1195,1.1176,1.121,1.1134,0.16%
02/10/2015,"Oct 02, 2015",1.1211,1.1196,1.1319,1.1151,0.14%
05/10/2015,"Oct 05, 2015",1.1185,1.122,1.129,1.117,-0.23%
06/10/2015,"Oct 06, 2015",1.1271,1.1193,1.1282,1.1174,0.77%
07/10/2015,"Oct 07, 2015",1.1235,1.1269,1.1284,1.121,-0.32%
08/10/2015,"Oct 08, 2015",1.1279,1.1235,1.1325,1.1232,0.39%
09/10/2015,"Oct 09, 2015",1.1358,1.1282,1.1391,1.1269,0.70%
12/10/2015,"Oct 12, 2015",1.1355,1.1355,1.1397,1.1351,-0.03%
13/10/2015,"Oct 13, 2015",1.1379,1.1358,1.1413,1.1346,0.21%
14/10/2015,"Oct 14, 2015",1.1473,1.1378,1.149,1.1374,0.83%
15/10/2015,"Oct 15, 2015",1.1383,1.1474,1.1496,1.1363,-0.78%
16/10/2015,"Oct 16, 2015",1.1347,1.1383,1.1397,1.1334,-0.32%
19/10/2015,"Oct 19, 2015",1.1327,1.1352,1.1382,1.1307,-0.18%
20/10/2015,"Oct 20, 2015",1.1345,1.1326,1.1387,1.1324,0.16%
21/10/2015,"Oct 21, 2015",1.1339,1.1347,1.138,1.1335,-0.05%
22/10/2015,"Oct 22, 2015",1.1107,1.1338,1.1351,1.1098,-2.05%
23/10/2015,"Oct 23, 2015",1.1018,1.1111,1.1142,1.0997,-0.80%
26/10/2015,"Oct 26, 2015",1.1056,1.1008,1.1069,1.0987,0.34%
27/10/2015,"Oct 27, 2015",1.1048,1.1056,1.1079,1.1029,-0.07%
28/10/2015,"Oct 28, 2015",1.092,1.105,1.1096,1.0894,-1.16%
29/10/2015,"Oct 29, 2015",1.0976,1.0924,1.0985,1.0903,0.51%
30/10/2015,"Oct 30, 2015",1.1006,1.0976,1.1073,1.0964,0.27%
02/11/2015,"Nov 02, 2015",1.1015,1.1015,1.1053,1.1001,0.08%
03/11/2015,"Nov 03, 2015",1.0968,1.1014,1.1031,1.0936,-0.43%
04/11/2015,"Nov 04, 2015",1.0863,1.0962,1.0968,1.0842,-0.96%
05/11/2015,"Nov 05, 2015",1.0884,1.0865,1.0898,1.0835,0.19%
06/11/2015,"Nov 06, 2015",1.0741,1.0886,1.0896,1.0709,-1.31%
09/11/2015,"Nov 09, 2015",1.0752,1.0738,1.0793,1.0719,0.10%
10/11/2015,"Nov 10, 2015",1.0724,1.0751,1.0764,1.0673,-0.26%
11/11/2015,"Nov 11, 2015",1.0744,1.0724,1.0774,1.0705,0.19%
12/11/2015,"Nov 12, 2015",1.0817,1.0743,1.0829,1.069,0.68%
13/11/2015,"Nov 13, 2015",1.0779,1.0816,1.0818,1.0715,-0.35%
16/11/2015,"Nov 16, 2015",1.0686,1.0751,1.0781,1.0675,-0.86%
17/11/2015,"Nov 17, 2015",1.0644,1.069,1.0696,1.0633,-0.39%
18/11/2015,"Nov 18, 2015",1.0659,1.064,1.0694,1.0617,0.14%
19/11/2015,"Nov 19, 2015",1.0734,1.0657,1.0764,1.0654,0.70%
20/11/2015,"Nov 20, 2015",1.0646,1.0736,1.0745,1.0641,-0.82%
23/11/2015,"Nov 23, 2015",1.0636,1.0647,1.0658,1.0593,-0.09%
24/11/2015,"Nov 24, 2015",1.0641,1.0634,1.0674,1.062,0.05%
25/11/2015,"Nov 25, 2015",1.0627,1.0642,1.069,1.0566,-0.13%
26/11/2015,"Nov 26, 2015",1.061,1.0627,1.0633,1.06,-0.16%
27/11/2015,"Nov 27, 2015",1.0593,1.061,1.064,1.057,-0.16%
30/11/2015,"Nov 30, 2015",1.0564,1.0591,1.0596,1.0558,-0.27%
01/12/2015,"Dec 01, 2015",1.0631,1.0566,1.0638,1.0562,0.63%
02/12/2015,"Dec 02, 2015",1.0615,1.0633,1.0644,1.0553,-0.15%
03/12/2015,"Dec 03, 2015",1.0941,1.0616,1.0983,1.0541,3.07%
04/12/2015,"Dec 04, 2015",1.0886,1.0939,1.0957,1.0837,-0.50%
07/12/2015,"Dec 07, 2015",1.0835,1.0859,1.0888,1.0795,-0.47%
08/12/2015,"Dec 08, 2015",1.0894,1.0835,1.0901,1.0827,0.54%
09/12/2015,"Dec 09, 2015",1.1025,1.0888,1.1042,1.0877,1.20%
10/12/2015,"Dec 10, 2015",1.0941,1.1027,1.1029,1.0924,-0.76%
11/12/2015,"Dec 11, 2015",1.0989,1.0943,1.1033,1.0926,0.44%
14/12/2015,"Dec 14, 2015",1.0992,1.0985,1.105,1.0946,0.03%
15/12/2015,"Dec 15, 2015",1.0928,1.0991,1.1059,1.0903,-0.58%
16/12/2015,"Dec 16, 2015",1.0913,1.0932,1.1008,1.0888,-0.14%
17/12/2015,"Dec 17, 2015",1.0825,1.0915,1.0915,1.08,-0.81%
18/12/2015,"Dec 18, 2015",1.0868,1.0828,1.0877,1.0806,0.40%
21/12/2015,"Dec 21, 2015",1.0915,1.0863,1.0941,1.0848,0.43%
22/12/2015,"Dec 22, 2015",1.0955,1.0913,1.0985,1.0901,0.37%
23/12/2015,"Dec 23, 2015",1.0909,1.0955,1.0957,1.0869,-0.42%
24/12/2015,"Dec 24, 2015",1.0972,1.0913,1.0976,1.0903,0.58%
25/12/2015,"Dec 25, 2015",1.0977,1.0973,1.0979,1.0945,0.05%
28/12/2015,"Dec 28, 2015",1.0968,1.0965,1.0995,1.0951,-0.08%
29/12/2015,"Dec 29, 2015",1.0917,1.0968,1.0992,1.0899,-0.46%
30/12/2015,"Dec 30, 2015",1.0932,1.092,1.0947,1.0903,0.14%
31/12/2015,"Dec 31, 2015",1.0861,1.0932,1.0938,1.085,-0.65%
01/01/2016,"Jan 01, 2016",1.086,1.0862,1.0869,1.0845,-0.01%
04/01/2016,"Jan 04, 2016",1.0831,1.0858,1.0949,1.0783,-0.27%
05/01/2016,"Jan 05, 2016",1.0748,1.0831,1.084,1.0711,-0.77%
06/01/2016,"Jan 06, 2016",1.0781,1.0749,1.0802,1.0721,0.31%
07/01/2016,"Jan 07, 2016",1.0936,1.0779,1.0941,1.077,1.44%
08/01/2016,"Jan 08, 2016",1.0932,1.0934,1.0936,1.0804,-0.04%
11/01/2016,"Jan 11, 2016",1.086,1.0923,1.0969,1.0847,-0.66%
12/01/2016,"Jan 12, 2016",1.0857,1.0859,1.0904,1.0822,-0.03%
13/01/2016,"Jan 13, 2016",1.0877,1.0858,1.0891,1.0807,0.18%
14/01/2016,"Jan 14, 2016",1.0865,1.088,1.0945,1.0835,-0.11%
15/01/2016,"Jan 15, 2016",1.0917,1.0866,1.0987,1.0855,0.48%
18/01/2016,"Jan 18, 2016",1.0892,1.0918,1.0941,1.0869,-0.23%
19/01/2016,"Jan 19, 2016",1.0909,1.0892,1.0941,1.0861,0.16%
20/01/2016,"Jan 20, 2016",1.0891,1.091,1.0977,1.0877,-0.16%
21/01/2016,"Jan 21, 2016",1.0874,1.0893,1.0922,1.0779,-0.16%
22/01/2016,"Jan 22, 2016",1.0797,1.0874,1.0879,1.079,-0.71%
25/01/2016,"Jan 25, 2016",1.0849,1.0799,1.0858,1.0788,0.48%
26/01/2016,"Jan 26, 2016",1.0871,1.085,1.0875,1.0819,0.20%
27/01/2016,"Jan 27, 2016",1.0893,1.0871,1.0917,1.0851,0.20%
28/01/2016,"Jan 28, 2016",1.0939,1.0891,1.0969,1.0869,0.42%
29/01/2016,"Jan 29, 2016",1.0837,1.0938,1.0951,1.0812,-0.93%
01/02/2016,"Feb 01, 2016",1.0888,1.0833,1.0915,1.0814,0.47%
02/02/2016,"Feb 02, 2016",1.0919,1.0892,1.0944,1.0886,0.28%
03/02/2016,"Feb 03, 2016",1.1104,1.0917,1.1146,1.0903,1.69%
04/02/2016,"Feb 04, 2016",1.1208,1.1104,1.124,1.107,0.94%
05/02/2016,"Feb 05, 2016",1.1159,1.1209,1.1246,1.111,-0.44%
08/02/2016,"Feb 08, 2016",1.1198,1.1159,1.1218,1.1087,0.35%
09/02/2016,"Feb 09, 2016",1.1293,1.1197,1.1339,1.1163,0.85%
10/02/2016,"Feb 10, 2016",1.129,1.1292,1.1311,1.1159,-0.03%
11/02/2016,"Feb 11, 2016",1.1324,1.1292,1.1378,1.1274,0.30%
12/02/2016,"Feb 12, 2016",1.126,1.1328,1.1335,1.1215,-0.57%
15/02/2016,"Feb 15, 2016",1.1155,1.1251,1.1253,1.1127,-0.93%
16/02/2016,"Feb 16, 2016",1.1144,1.1155,1.1196,1.1123,-0.10%
17/02/2016,"Feb 17, 2016",1.1128,1.1143,1.118,1.1104,-0.14%
18/02/2016,"Feb 18, 2016",1.1107,1.113,1.1153,1.1072,-0.19%
19/02/2016,"Feb 19, 2016",1.1134,1.1107,1.114,1.1067,0.24%
22/02/2016,"Feb 22, 2016",1.1029,1.1128,1.1137,1.1003,-0.94%
23/02/2016,"Feb 23, 2016",1.102,1.1031,1.1055,1.0991,-0.08%
24/02/2016,"Feb 24, 2016",1.1013,1.1019,1.1047,1.0957,-0.06%
25/02/2016,"Feb 25, 2016",1.1023,1.1014,1.1052,1.0987,0.09%
26/02/2016,"Feb 26, 2016",1.0934,1.102,1.1071,1.0913,-0.81%
29/02/2016,"Feb 29, 2016",1.0873,1.0932,1.0964,1.0858,-0.56%
01/03/2016,"Mar 01, 2016",1.0867,1.0873,1.0896,1.0835,-0.06%
02/03/2016,"Mar 02, 2016",1.0868,1.0868,1.0881,1.0825,0.01%
03/03/2016,"Mar 03, 2016",1.0957,1.0867,1.0974,1.0853,0.82%
04/03/2016,"Mar 04, 2016",1.1004,1.0958,1.1045,1.0903,0.43%
07/03/2016,"Mar 07, 2016",1.1014,1.1008,1.1027,1.094,0.09%
08/03/2016,"Mar 08, 2016",1.1011,1.1014,1.1059,1.0992,-0.03%
09/03/2016,"Mar 09, 2016",1.0999,1.1012,1.1037,1.0946,-0.11%
10/03/2016,"Mar 10, 2016",1.1177,1.0998,1.1218,1.0821,1.62%
11/03/2016,"Mar 11, 2016",1.1153,1.1177,1.1212,1.1081,-0.21%
14/03/2016,"Mar 14, 2016",1.1106,1.1151,1.1177,1.1076,-0.42%
15/03/2016,"Mar 15, 2016",1.1109,1.11,1.1125,1.1071,0.03%
16/03/2016,"Mar 16, 2016",1.1225,1.111,1.1245,1.1058,1.04%
17/03/2016,"Mar 17, 2016",1.1319,1.1224,1.1344,1.1205,0.84%
18/03/2016,"Mar 18, 2016",1.127,1.1319,1.1339,1.1257,-0.43%
21/03/2016,"Mar 21, 2016",1.1241,1.127,1.1286,1.1235,-0.26%
22/03/2016,"Mar 22, 2016",1.1217,1.1245,1.1263,1.119,-0.21%
23/03/2016,"Mar 23, 2016",1.1184,1.1218,1.1224,1.1158,-0.29%
24/03/2016,"Mar 24, 2016",1.1174,1.1179,1.1188,1.1143,-0.09%
25/03/2016,"Mar 25, 2016",1.1166,1.1176,1.1189,1.1153,-0.07%
28/03/2016,"Mar 28, 2016",1.1196,1.1164,1.1221,1.1154,0.27%
29/03/2016,"Mar 29, 2016",1.1291,1.1198,1.1305,1.1168,0.85%
30/03/2016,"Mar 30, 2016",1.1338,1.129,1.1366,1.1281,0.42%
