Date,P&L,USD Index,Counter Trend Index ,signal,daily index P&L
22/07/2019,,96.94,100.9435547,0,
23/07/2019,,97.418,100.9435547,0,
24/07/2019,,97.452,100.9435547,0,
25/07/2019,,97.552,100.9435547,0,
26/07/2019,0.429,97.751,100.9435547,2,
29/07/2019,,97.796,100.8971063,0,
30/07/2019,,97.809,100.8836959,0,
31/07/2019,,98.258,100.4226975,0,
01/08/2019,,98.144,100.5393444,0,
02/08/2019,,97.852,100.8393637,0,
05/08/2019,,97.308,101.4031057,0,
06/08/2019,,97.417,101.2896457,0,
07/08/2019,,97.345,101.3645633,0,
08/08/2019,,97.434,101.271973,0,
09/08/2019,,97.322,101.3885187,-2,
12/08/2019,,97.198,101.3885187,0,
13/08/2019,,97.631,101.3885187,0,
14/08/2019,,97.826,101.3885187,0,
15/08/2019,,98.005,101.3885187,0,
16/08/2019,,98.007,101.3885187,0,
19/08/2019,,98.221,101.3885187,0,
20/08/2019,,98.063,101.3885187,0,
21/08/2019,,98.179,101.3885187,0,
22/08/2019,,98.064,101.3885187,0,
23/08/2019,,97.53,101.3885187,0,
26/08/2019,,97.989,101.3885187,0,
27/08/2019,,97.907,101.3885187,0,
28/08/2019,,98.12,101.3885187,0,
29/08/2019,,98.455,101.3885187,0,
30/08/2019,,98.86,101.3885187,0,
