,P&L,Settle,signal,Outcome
989,0.0028000000000001357,,,
990,-0.0019000000000002348,,,
991,-0.0005999999999999339,,,
992,-0.0043999999999999595,1.093,-1.0,
1010,-0.0016000000000000458,,,
1011,-0.0031000000000001027,,,
1012,-0.006399999999999961,1.0626,-1.0,
1033,0.0036999999999998145,,,
1034,-0.004899999999999904,,,
1035,-0.0015000000000000568,,,
1036,0.0038000000000000256,,,
1037,0.0012000000000000899,,,
1038,0.0019000000000000128,,,
1040,9.999999999998899e-05,,,
1041,-0.0045000000000001705,,,
1042,0.008000000000000007,,,
1043,0.0024000000000001798,,,
1044,-0.005700000000000038,,,
1045,-0.005300000000000082,,,
1046,0.008199999999999985,1.0488,-1.0,
1056,0.008299999999999974,,,
1057,-0.0033000000000000806,,,
1058,-0.0039000000000000146,,,
1059,-0.006199999999999983,,,
1060,0.0034000000000000696,,,
1061,-0.0017000000000000348,,,
1062,0.006599999999999939,,,
1063,-0.0017000000000000348,,,
1064,0.000400000000000178,,,
1065,-0.010300000000000198,,,
1066,0.0029000000000001247,,,
1067,0.0010999999999998789,,,
1068,-0.0025999999999999357,,,
1069,0.0034000000000000696,,,
1070,0.006899999999999906,1.0681,-2.0,
1075,-0.0020999999999999908,,,
1076,0.0023999999999999577,,,
1077,0.007299999999999862,,,
1078,-0.006000000000000005,,,
1080,-0.007699999999999818,,,
1081,0.0019000000000000128,,,
1082,0.0024999999999999467,,,
1083,-0.0018000000000000238,,,
1084,0.0024999999999999467,,,
1085,-0.0010999999999998789,,,
1086,-0.0029000000000001247,,,
1087,-0.0040999999999999925,,,
1088,0.011600000000000055,1.0623,-1.0,
1094,0.0018000000000000238,,,
1095,0.004999999999999893,,,
1096,-0.01309999999999989,,,
1097,-0.0031000000000001027,,,
1098,0.0027999999999999137,,,
1099,-9.999999999998899e-05,,,
1100,-0.007199999999999873,1.0811,-2.0,
1125,-0.005800000000000027,,,
1126,0.0022999999999999687,,,
1127,0.0030000000000001137,,,
1128,-0.0023999999999999577,,,
1129,-0.00020000000000020002,,,
1130,-0.0030999999999998806,,,
1131,0.0044999999999999485,,,
1132,-0.00990000000000002,1.0984,-2.0,
1163,0.00529999999999986,,,
1164,-0.004999999999999893,,,
1165,-0.0013000000000000789,,,
1166,0.0033000000000000806,,,
1167,-0.0015000000000000568,,,
1168,0.0040999999999999925,,,
1169,-0.0011999999999998678,,,
1170,0.015699999999999825,1.1339,-1.0,
1172,-0.006299999999999972,,,
1173,0.0014999999999998348,,,
1174,0.006199999999999983,,,
1175,0.0019000000000000128,,,
1176,-0.0007999999999999119,,,
1177,-0.007000000000000117,,,
1178,0.002200000000000202,,,
1179,9.999999999998899e-05,,,
1180,-0.00670000000000015,,,
1181,0.00550000000000006,,,
1182,0.0013000000000000789,,,
1183,-0.007000000000000117,,,
1184,-0.0009999999999998899,,,
1185,-0.007600000000000051,1.1555,-2.0,
1214,-0.00529999999999986,,,
1215,0.0006999999999999229,,,
1216,0.00890000000000013,,,
1217,-0.0026999999999999247,,,
1218,0.005099999999999882,,,
1219,-0.0037000000000000366,,,
1220,-0.0018000000000000238,,,
1221,-0.00029999999999996696,,,
1222,-0.010599999999999943,,,
1223,-0.0012000000000000899,,,
1224,0.008199999999999985,,,
1225,-0.0014000000000000679,,,
1226,0.008099999999999996,1.1886,-2.0,
1236,-0.004899999999999904,,,
1237,0.0041999999999999815,,,
1238,0.0027999999999999137,,,
1239,-0.008199999999999985,,,
1240,0.0012000000000000899,,,
1241,0.0015999999999998238,,,
1242,-0.004899999999999904,,,
1243,0.0022999999999999687,,,
1244,0.0006999999999999229,,,
1245,0.006500000000000172,,,
1246,0.00529999999999986,1.1859,-1.0,
1258,-0.0040000000000000036,,,
1259,0.0040999999999999925,,,
1260,-0.0004999999999999449,,,
1261,-0.0027000000000001467,,,
1262,0.0039000000000000146,,,
1263,-0.004899999999999904,,,
1264,9.999999999998899e-05,,,
1265,-0.0023999999999999577,,,
1266,0.0008999999999999009,,,
1267,0.0046999999999999265,,,
1268,0.0023000000000001908,,,
1269,0.00019999999999997797,,,
1270,0.01309999999999989,1.1798,-1.0,
1279,0.0032000000000000917,,,
1280,0.005700000000000038,,,
1281,-0.000600000000000156,,,
1282,-0.005699999999999816,,,
1283,0.0012999999999998568,,,
1284,0.0024999999999999467,,,
1285,0.0040000000000000036,,,
1286,0.0030000000000001137,1.1796,-2.0,
1303,-0.00550000000000006,,,
1304,-0.0011999999999998678,,,
1305,-0.0049000000000001265,,,
1306,0.0044999999999999485,,,
1307,-0.005400000000000071,1.2068,-2.0,
1385,0.0022999999999999687,,,
1386,-0.007100000000000106,,,
1387,-0.005800000000000027,,,
1388,0.0027000000000001467,,,
1389,-0.0051000000000001044,1.2079,-1.0,
1458,-0.0017000000000000348,,,
1459,-0.0013000000000000789,,,
1460,0.0044999999999999485,,,
1461,0.0012000000000000899,,,
1462,-0.008399999999999963,,,
1463,-0.011600000000000055,1.1411,-1.0,
1493,0.0026999999999999247,,,
1494,0.00019999999999997797,,,
1495,-0.0023999999999999577,,,
1496,0.0031999999999998696,,,
1497,0.009900000000000242,1.1641,-2.0,
1502,0.0037000000000000366,,,
1503,0.0009000000000001229,,,
1504,-0.0032000000000000917,,,
1505,-0.00019999999999997797,,,
1506,0.0030000000000001137,,,
1507,0.007399999999999851,,,
1508,-0.0030999999999998806,,,
1509,0.0015999999999998238,,,
1510,-0.00039999999999995595,,,
1511,-0.007400000000000073,,,
1512,-0.0047999999999999154,,,
1513,0.006199999999999983,,,
1514,-0.004999999999999893,,,
1515,0.0005999999999999339,,,
1516,-0.007900000000000018,,,
1517,-0.0016000000000000458,,,
1518,0.0027000000000001467,,,
1519,-0.0030000000000001137,,,
1520,-0.0028999999999999027,1.1344,-1.0,
1558,0.00770000000000004,,,
1559,-0.0030999999999998806,,,
1560,0.0037999999999998035,1.1362,-2.0,
1563,-0.0007999999999999119,,,
1564,-0.0032000000000000917,,,
1565,0.0005999999999999339,,,
1566,0.0121,1.1343,-2.0,
1595,0.0049000000000001265,,,
1596,-0.005800000000000027,,,
1597,0.0034000000000000696,,,
1598,-0.000600000000000156,,,
1599,0.0016000000000000458,,,
1600,0.0030000000000001137,,,
1601,-0.000400000000000178,,,
1602,-9.999999999998899e-05,,,
1603,0.000700000000000145,,,
1604,0.0015999999999998238,,,
1605,0.0028000000000001357,1.1387,-1.0,
1613,0.0046000000000001595,,,
1614,0.0008999999999999009,,,
1615,0.0039000000000000146,,,
1616,0.0039000000000000146,1.1327,-1.0,
1647,-0.0021999999999999797,,,
1648,0.0017000000000000348,,,
1649,0.0037000000000000366,,,
1650,0.0030999999999998806,,,
1651,-0.0020999999999999908,,,
1652,-0.0017000000000000348,,,
1653,0.0023000000000001908,,,
1654,-0.00019999999999997797,,,
1655,-0.0009000000000001229,,,
1656,9.999999999998899e-05,,,
1657,0.0030000000000001137,1.1222,-1.0,
1673,0.0038000000000000256,,,
1674,0.007200000000000095,1.1241,-1.0,
1678,-0.005700000000000038,,,
1679,0.0018000000000000238,,,
1680,-0.0017000000000000348,,,
1681,0.0042999999999999705,,,
1682,0.0012000000000000899,,,
1683,0.006799999999999917,1.1209,-2.0,
1717,0.0009000000000001229,,,
1718,0.0023999999999999577,,,
1719,0.009300000000000086,1.1202,-1.0,
1739,-0.0022999999999999687,,,
1740,0.0005999999999999339,,,
1741,0.006099999999999994,,,
1743,-0.0005999999999999339,,,
1744,0.0019000000000000128,,,
1745,-0.0004999999999999449,,,
1746,-0.0033000000000000806,,,
1747,0.005300000000000082,1.1063,-1.0,
1757,-0.0020999999999999908,,,
1758,0.0017000000000000348,,,
1759,-0.0039000000000000146,,,
1760,0.0031999999999998696,,,
