Date,Combined Index,DXY Price,DXY P&L,IQS Price,IQS P&L,Combined P&L,Adjusted DXY Price
30/01/2015,2461122.985,94.998,-0.000136826,2942119.12,-0.014771428,-0.014634601,813206.2291
02/02/2015,2415364.745,94.734,-0.002779006,2879241.83,-0.021371429,-0.018592423,810946.3242
03/02/2015,2441115.99,93.724,-0.010661431,2879241.83,0,0.010661431,802300.4759
04/02/2015,2513639.057,94.165,0.004705305,2978328.88,0.034414285,0.02970898,806075.5443
05/02/2015,2502682.526,93.732,-0.004598311,2951651.56,-0.008957144,-0.004358832,802368.9579
06/02/2015,2518425.097,94.851,0.011938292,3005455.95,0.018228571,0.006290279,811947.8729
09/02/2015,2623714.049,94.582,-0.002836027,3122582.87,0.038971431,0.041807458,809645.1668
10/02/2015,2527552.423,94.853,0.002865239,3017084.17,-0.033785717,-0.036650955,811964.9934
11/02/2015,2562147.32,95.09,0.002498603,3065917.84,0.016185717,0.013687114,813993.7717
12/02/2015,2585376.514,94.198,-0.009380587,3064954.26,-0.000314288,0.009066299,806358.0324
13/02/2015,2587622.378,94.279,0.000859891,3070252.25,0.001728571,0.00086868,807051.4123
16/02/2015,2559565.164,94.279,0,3036961.95,-0.010842855,-0.010842855,807051.4123
17/02/2015,2530166.98,94.147,-0.0014001,2997828.52,-0.012885716,-0.011485617,805921.4599
18/02/2015,2366978.916,94.257,0.001168386,2807980.33,-0.063328569,-0.064496955,806863.0869
19/02/2015,2398644.94,94.492,0.002493184,2852546.99,0.015871429,0.013378245,808874.7447
20/02/2015,2373102.868,94.34,-0.001608602,2817582.91,-0.012257144,-0.010648542,807573.5873
23/02/2015,2343499.658,94.657,0.003360187,2791902.65,-0.009114287,-0.012474474,810287.1852
24/02/2015,2335565.01,94.561,-0.001014188,2779618.28,-0.004399999,-0.003385811,809465.4017
25/02/2015,2393164.241,94.235,-0.00344751,2838585.9,0.021214287,0.024661797,806674.7615
26/02/2015,2370844.598,95.336,0.011683557,2845276.85,0.002357142,-0.009326415,816099.5921
27/02/2015,2303411.465,95.321,-0.000157338,2763901.93,-0.028600001,-0.028442662,815971.1884
02/03/2015,2288734.492,95.479,0.001657557,2750872.11,-0.004714284,-0.006371842,817323.7073
03/03/2015,2290436.438,95.408,-0.000743619,2750872.11,0,0.000743619,816715.9298
04/03/2015,2305354.591,95.986,0.006058192,2785454.5,0.012571428,0.006513236,821663.7519
05/03/2015,2327072.893,96.394,0.00425062,2823535.64,0.013671428,0.009420808,825156.3322
06/03/2015,2278846.455,97.604,0.012552649,2800463.32,-0.008171429,-0.020724077,835514.2296
09/03/2015,2305190.33,97.58,-0.000245892,2832148.57,0.011314289,0.01156018,835308.7837
10/03/2015,2287260.302,98.615,0.010606682,2840159.5,0.00282857,-0.007778112,844168.6381
11/03/2015,2262639.502,99.785,0.011864321,2843283.68,0.001100002,-0.010764319,854184.1256
12/03/2015,2285342.313,99.411,-0.003748058,2861155.75,0.006285715,0.010033773,850982.5937
13/03/2015,2253450.517,100.314,0.009083502,2847217.83,-0.00487143,-0.013954932,858712.4957
16/03/2015,2255687.93,100.041,-0.002721455,2842296.21,-0.001728572,0.000992883,856375.5486
17/03/2015,2262015.896,99.949,-0.000919623,2847655.97,0.001885715,0.002805338,855588.0059
18/03/2015,2207404.921,98.781,-0.01168596,2745628.52,-0.035828573,-0.024142613,845589.6389
19/03/2015,2174198.092,99.584,0.008129094,2726644.46,-0.006914286,-0.015043379,852463.5162
20/03/2015,2207097.807,98.171,-0.014189026,2729215.3,0.000942859,0.015131885,840367.8889
23/03/2015,2289847.747,97.298,-0.008892647,2807270.86,0.028600001,0.037492647,832894.7944
24/03/2015,2252540.337,97.446,0.0015211,2765803.46,-0.014771428,-0.016292528,834161.7107
25/03/2015,2304312.345,97.197,-0.002555261,2822304.87,0.02042857,0.022983832,832030.2095
26/03/2015,2331559.501,97.682,0.004989866,2869759.91,0.016814286,0.01182442,836181.9287
27/03/2015,2311977.428,97.52,-0.001658443,2840898.32,-0.010057144,-0.008398702,834795.1689
30/03/2015,2315007.873,98.281,0.007803527,2866791.08,0.009114286,0.001310759,841309.516
31/03/2015,2308967.276,98.661,0.003866465,2870395.05,0.001257144,-0.00260932,844562.4094
01/04/2015,2343435.769,98.475,-0.001885243,2907833.2,0.013042856,0.0149281,842970.2037
02/04/2015,2354787.838,97.673,-0.008144199,2898237.35,-0.0033,0.004844199,836104.8865
06/04/2015,2318297.845,96.961,-0.00728963,2832198.94,-0.022785715,-0.015496085,830009.9915
07/04/2015,2215248.714,98.056,0.0112932,2738291.32,-0.033157141,-0.044450342,839383.4607
08/04/2015,2193363.929,98.131,0.000764869,2713333.75,-0.009114286,-0.009879155,840025.4791
09/04/2015,2158907.688,99.395,0.012880741,2705658.89,-0.002828572,-0.015709313,850845.6298
10/04/2015,2127401.315,99.596,0.002022235,2671644.89,-0.01257143,-0.014593664,852566.2392
13/04/2015,2082607.713,99.768,0.001726977,2620005.81,-0.019328572,-0.021055549,854038.6015
14/04/2015,2128691.295,98.94,-0.008299254,2656236.75,0.013828572,0.022127827,846950.7179
15/04/2015,2129591.807,98.525,-0.004194461,2646218.95,-0.003771426,0.000423035,843398.2159
16/04/2015,2141920.525,97.614,-0.009246384,2637070.59,-0.003457144,0.00578924,835599.832
17/04/2015,2053376.858,97.707,0.000952732,2530570.61,-0.040385715,-0.041338447,836395.9349
20/04/2015,2045792.809,98.16,0.004636311,2532956.58,0.000942858,-0.003693452,840273.7262
21/04/2015,2044854.945,98.205,0.000458435,2532956.58,0,-0.000458435,840658.9373
22/04/2015,2003512.566,98.138,-0.000682246,2480017.78,-0.020900003,-0.020217757,840085.4008
23/04/2015,1972139.974,97.454,-0.006969777,2423898.52,-0.022628572,-0.015658794,834230.1927
24/04/2015,2005666.132,97.099,-0.003642744,2456274.88,0.013357143,0.016999888,831191.3055
27/04/2015,2027209.976,96.941,-0.001627205,2478662.07,0.009114285,0.010741491,829838.7866
28/04/2015,2027221.574,96.194,-0.007705718,2459576.38,-0.007699997,5.72111E-06,823444.283
29/04/2015,2057385.212,95.322,-0.009065014,2473877.06,0.005814286,0.0148793,815979.7487
30/04/2015,1984185.987,94.714,-0.006378381,2370080.24,-0.041957146,-0.035578765,810775.1193
01/05/2015,1885933.125,95.445,0.007717972,2271010.89,-0.041799998,-0.04951797,817032.6589
04/05/2015,1866432.194,95.637,0.00201163,2252096.61,-0.008328573,-0.010340203,818676.2261
05/05/2015,1857323.779,95.202,-0.004548449,2230862.56,-0.00942857,-0.004880121,814952.5192
06/05/2015,1864225.887,94.175,-0.010787588,2215087.17,-0.007071431,0.003716158,806161.1468
07/05/2015,1857843.512,94.749,0.006095036,2221004.62,0.00267143,-0.003423606,811074.7279
08/05/2015,1830572.673,94.904,0.001635901,2192036.37,-0.013042859,-0.01467876,812401.566
11/05/2015,1784793.531,95.1,0.002065245,2141744.8,-0.022942854,-0.025008099,814079.3741
12/05/2015,1773029.625,94.606,-0.005194532,2116502.8,-0.011785718,-0.006591186,809850.6127
13/05/2015,1767952.028,93.643,-0.010179058,2088897.56,-0.013042855,-0.002863797,801607.096
14/05/2015,1753332.524,93.505,-0.001473682,2068545.73,-0.009742857,-0.008269175,800425.7821
15/05/2015,1804612.554,93.18,-0.00347575,2121855.11,0.025771429,0.029247179,797643.7022
18/05/2015,1745238.378,94.269,0.011687057,2076841.47,-0.021214285,-0.032901343,806965.8099
19/05/2015,1737051.806,95.363,0.011605088,2091201.34,0.006914283,-0.004690804,816330.7188
20/05/2015,1729206.053,95.509,0.001530992,2084957.61,-0.002985714,-0.004516707,817580.5147
21/05/2015,1716161.041,95.329,-0.001884639,2065299.44,-0.009428571,-0.007543931,816039.6704
22/05/2015,1657873.158,96.11,0.00819268,2012073.72,-0.02577143,-0.03396411,822725.2224
25/05/2015,1647712.771,96.11,0,1999742.59,-0.006128568,-0.006128568,822725.2224
26/05/2015,1638164.353,97.407,0.013494954,2015140.61,0.007700001,-0.005794953,833827.8612
27/05/2015,1625195.976,97.474,0.000687836,2000574.02,-0.007228573,-0.007916408,834401.3976
28/05/2015,1642075.45,97.059,-0.004257546,2012834.68,0.006128571,0.010386117,830848.8956
29/05/2015,1653116.025,96.986,-0.00075212,2024854.18,0.005971429,0.006723549,830223.9977
01/06/2015,1655985.504,97.473,0.005021343,2038536.41,0.006757143,0.0017358,834392.8374
02/06/2015,1672153.729,95.878,-0.016363506,2025082.07,-0.0066,0.009763506,820739.2454
03/06/2015,1654414.675,95.509,-0.003848641,1995805.16,-0.014457147,-0.010608506,817580.5147
04/06/2015,1680169.815,95.493,-0.000167523,2026540.56,0.0154,0.015567524,817443.5507
05/06/2015,1696844.859,96.361,0.009089671,2065073.79,0.01901429,0.009924619,824873.8441
08/06/2015,1713523.377,95.323,-0.010771993,2063126.72,-0.000942857,0.009829135,815988.3089
09/06/2015,1826906.878,95.172,-0.001584088,2196375.23,0.064585713,0.066169801,814695.7118
10/06/2015,1836907.913,94.651,-0.005474299,2196375.23,0,0.005474299,810235.8238
11/06/2015,1930686.915,94.98,0.003475927,2316140.43,0.05452857,0.051052642,813052.1446
12/06/2015,1958760.236,94.987,7.36997E-05,2349989.17,0.014614287,0.014540587,813112.0664
15/06/2015,1961313.66,95.102,0.001210692,2355897.71,0.002514284,0.001303592,814096.4946
16/06/2015,1923803.03,95.262,0.001682404,2314804.13,-0.017442854,-0.019125258,815466.1339
17/06/2015,1998041.968,94.49,-0.008103966,2385372.58,0.030485711,0.038589677,808857.6242
18/06/2015,1939569.672,94.241,-0.002635199,2309279.2,-0.031899998,-0.029264798,806726.123
19/06/2015,1959047.768,94.272,0.000328944,2333229.72,0.010371427,0.010042483,806991.4906
22/06/2015,1953382.333,94.515,0.002577648,2332496.42,-0.000314285,-0.002891933,809071.6303
23/06/2015,1976993.028,95.645,0.011955774,2388576.3,0.024042858,0.012087084,818744.7081
24/06/2015,1936327.28,95.418,-0.00237336,2333775.54,-0.022942855,-0.020569495,816801.5323
25/06/2015,1907441.203,95.387,-0.000324886,2298202.13,-0.015242858,-0.014917972,816536.1647
26/06/2015,1826027.874,95.651,0.002767673,2206471.03,-0.039914287,-0.04268196,818796.0696
29/06/2015,1886469.679,94.95,-0.007328726,2263334.94,0.025771428,0.033100155,812795.3373
30/06/2015,1870861.286,95.661,0.007488152,2261556.61,-0.000785712,-0.008273864,818881.672
01/07/2015,1864566.516,96.509,0.008864637,2273995.17,0.005499999,-0.003364637,826140.7604
02/07/2015,1873192.673,96.29,-0.002269218,2279355.3,0.002357142,0.004626361,824266.0666
03/07/2015,1879962.926,96.29,0,2287593.54,0.003614285,0.003614285,824266.0666
06/07/2015,1862131.653,96.477,0.00194205,2270338.55,-0.007542857,-0.009484907,825866.8326
07/07/2015,1859056.176,97.076,0.006208734,2280684.81,0.004557144,-0.00165159,830994.4198
08/07/2015,1849297.064,96.472,-0.006221929,2254522.1,-0.011471427,-0.005249498,825824.0313
09/07/2015,1838008.706,96.788,0.003275562,2248145.02,-0.002828573,-0.006104135,828529.069
10/07/2015,1840752.845,96.172,-0.006364425,2237193.34,-0.00487143,0.001492996,823255.9576
13/07/2015,1846926.874,96.998,0.008588778,2263911.82,0.011942857,0.003354078,830326.7206
14/07/2015,1861159.724,96.784,-0.002206231,2276363.34,0.005500002,0.007706233,828494.828
15/07/2015,1838187.326,97.279,0.005114482,2259908.48,-0.007228574,-0.012343055,832732.1497
16/07/2015,1896110.747,97.806,0.005417408,2343363.67,0.036928571,0.031511163,837243.3992
17/07/2015,1863660.888,97.989,0.001871051,2307644.12,-0.015242854,-0.017113905,838809.9242
20/07/2015,1852482.354,98.161,0.001755299,2297853.11,-0.00424286,-0.005998159,840282.2865
21/07/2015,1866353.184,97.426,-0.007487699,2297853.11,0,0.007487699,833990.5058
22/07/2015,1852470.873,97.722,0.003038203,2287742.56,-0.004399998,-0.007438202,836524.3386
23/07/2015,1899425.547,97.226,-0.005075623,2334118.37,0.020271429,0.025347051,832278.4567
24/07/2015,1846936.366,97.346,0.001234238,2272497.64,-0.026400002,-0.02763424,833305.6862
27/07/2015,1885955.312,96.605,-0.007612023,2303208.82,0.013514285,0.021126308,826962.544
28/07/2015,1890698.58,96.863,0.002670669,2315152.61,0.005185717,0.002515048,829171.0874
29/07/2015,1898405.841,97.077,0.002209306,2329705,0.006285715,0.004076409,831002.98
30/07/2015,1890516.485,97.694,0.006355779,2334830.35,0.0022,-0.00415578,836284.6517
31/07/2015,1916246.772,97.439,-0.002610191,2360513.48,0.010999998,0.013610189,834101.789
03/08/2015,1923004.105,97.616,0.001816521,2373125.37,0.005342859,0.003526338,835616.9525
04/08/2015,1967244.869,98.024,0.004179643,2437640.47,0.027185711,0.023006068,839109.5328
05/08/2015,2102735.903,98.035,0.000112217,2605802.84,0.068985715,0.068873497,839203.6955
06/08/2015,2128963.331,97.906,-0.001315857,2634876.16,0.011157145,0.012473002,838099.4238
07/08/2015,2189066.913,97.619,-0.002931383,2701538.53,0.025300001,0.028231384,835642.6333
10/08/2015,2185346.109,97.202,-0.004271709,2685406.48,-0.005971431,-0.001699721,832073.0108
11/08/2015,2210515.679,97.335,0.001368285,2720009.86,0.012885714,0.011517429,833211.5235
12/08/2015,2208081.976,96.295,-0.010684749,2687952.6,-0.011785715,-0.001100966,824308.8678
13/08/2015,2160902.492,96.461,0.001723869,2635153.53,-0.019642858,-0.021366727,825729.8686
14/08/2015,2156233.427,96.533,0.000746416,2631426.67,-0.001414286,-0.002160701,826346.2063
17/08/2015,2142480.063,96.815,0.002921281,2622329.46,-0.00345714,-0.006378421,828760.1957
18/08/2015,2033140.969,97.07,0.002633889,2495408.71,-0.048400002,-0.051033891,830943.0583
19/08/2015,2058068.224,96.368,-0.007231895,2507957.05,0.005028571,0.012260466,824933.7658
20/08/2015,2057152.559,96.002,-0.003797941,2497316.15,-0.004242856,-0.000444915,821800.7158
21/08/2015,2073667.499,95.005,-0.0103852,2491429.62,-0.002357142,0.008028058,813266.1508
24/08/2015,2032756.664,93.356,-0.017356981,2399033.17,-0.037085715,-0.019728734,799150.3055
25/08/2015,1938849.586,94.544,0.012725481,2318734.1,-0.03347143,-0.046196911,809319.8775
26/08/2015,1868313.893,95.131,0.006208749,2248774.58,-0.030171428,-0.036380178,814344.7418
27/08/2015,1921497.692,95.652,0.005476659,2325104.42,0.03394286,0.028466201,818804.6298
28/08/2015,1660874.837,96.135,0.005049555,2021479,-0.130585714,-0.135635268,822939.2285
31/08/2015,1643805.976,95.854,-0.002922973,1994795.47,-0.013200004,-0.010277031,820533.7995
01/09/2015,1655194.108,95.446,-0.004256473,2000124.43,0.002671432,0.006927905,817041.2192
02/09/2015,1635026.919,95.844,0.004169897,1984094.86,-0.008014286,-0.012184184,820448.197
03/09/2015,1632343.725,96.423,0.006041067,1992824.87,0.004399996,-0.00164107,825404.5793
04/09/2015,1591834.835,96.24,-0.001897887,1939587.98,-0.026714284,-0.024816397,823838.0543
07/09/2015,1539304.288,96.24,0,1875581.58,-0.032999998,-0.032999998,823838.0543
08/09/2015,1596083.042,95.987,-0.002628845,1939833.64,0.03425714,0.036885984,821672.3121
09/09/2015,1929783.583,96.01,0.000239616,2345868.54,0.209314289,0.209074674,821869.1978
10/09/2015,1773502.083,95.442,-0.00591605,2142012.56,-0.086900002,-0.080983951,817006.9782
11/09/2015,1763060.99,95.194,-0.002598437,2123836.06,-0.008485711,-0.005887274,814884.0372
14/09/2015,1680063.524,95.412,0.00229006,2028718.54,-0.044785717,-0.047075777,816750.1708
15/09/2015,1638646.23,95.785,0.003909362,1986637.12,-0.020742858,-0.024652219,819943.1425
16/09/2015,1649172.475,95.546,-0.002495171,1994441.77,0.003928574,0.006423745,817897.2438
17/09/2015,1713670.586,94.677,-0.009095096,2054303.51,0.030014283,0.039109379,810458.3902
18/09/2015,1690392.711,94.996,0.003369351,2033320.27,-0.010214284,-0.013583635,813189.1086
21/09/2015,1664750.071,96.034,0.010926776,2024693.18,-0.004242858,-0.015169634,822074.6437
22/09/2015,1697371.799,96.446,0.004290147,2073054.43,0.023885718,0.019595571,825601.465
23/09/2015,1701595.605,96.206,-0.002488439,2073054.43,0,0.002488439,823547.006
24/09/2015,1665703.445,96.149,-0.000592479,2028098.76,-0.021685716,-0.021093238,823059.072
25/09/2015,1645060.851,96.434,0.002964149,2008976.69,-0.009428569,-0.012392719,825498.742
28/09/2015,1641862.919,96.182,-0.002613186,1999821.49,-0.004557146,-0.00194396,823341.5601
29/09/2015,1643541.182,95.993,-0.001965025,1997935.95,-0.000942854,0.00102217,821723.6736
30/09/2015,1646825.21,96.48,0.005073287,2012064.21,0.007071428,0.001998141,825892.5133
01/10/2015,1640913.884,96.326,-0.001596186,2001630.22,-0.005185714,-0.003589528,824574.2355
02/10/2015,1627174.389,95.967,-0.003726927,1977410.49,-0.012100002,-0.008373075,821501.1072
05/10/2015,1664480.127,96.24,0.002844728,2028371.18,0.025771427,0.022926699,823838.0543
06/10/2015,1713330.597,95.563,-0.007034497,2073632.84,0.022314289,0.029348786,818042.7679
07/10/2015,1662139.885,95.58,0.000177893,2012045.94,-0.029700002,-0.029877895,818188.2921
08/10/2015,1752909.351,95.407,-0.001810002,2118281.97,0.052800002,0.054610004,816707.3696
09/10/2015,1754273.066,94.883,-0.005492259,2108295.78,-0.004714287,0.000777972,812221.8008
12/10/2015,1691947.616,94.765,-0.001243637,2030770.73,-0.03677143,-0.035527793,811211.6918
13/10/2015,1631944.706,94.79,0.00026381,1959287.6,-0.0352,-0.035463811,811425.6979
14/10/2015,1648850.478,93.957,-0.008787847,1962366.49,0.001571433,0.01035928,804295.0132
15/10/2015,1669051.359,94.43,0.005034218,1996287.39,0.017285711,0.012251493,808344.0095
16/10/2015,1740221.526,94.588,0.001673197,2084751.44,0.044314286,0.042641089,809696.5283
19/10/2015,1805153.699,94.953,0.00385884,2170583.64,0.041171431,0.037312591,812821.018
20/10/2015,1780457.157,94.939,-0.000147441,2140567.57,-0.013828571,-0.01368113,812701.1746
21/10/2015,1681231.929,95.068,0.001358767,2024181.85,-0.05437143,-0.055730197,813805.4463
22/10/2015,1636378.278,96.454,0.014579038,1999689.25,-0.0121,-0.026679038,825669.9469
23/10/2015,1620935.432,97.243,0.008180065,1997175.35,-0.001257145,-0.00943721,832423.9808
26/10/2015,1619368.124,96.955,-0.002961653,1989329.31,-0.003928568,-0.000966916,829958.6301
27/10/2015,1609843.617,96.992,0.00038162,1978388,-0.005499999,-0.00588162,830275.3592
28/10/2015,1582012.519,97.861,0.008959502,1961910.85,-0.008328574,-0.017288075,837714.2127
29/10/2015,1578114.086,97.364,-0.005078632,1947112.44,-0.007542855,-0.002464224,833459.7706
30/10/2015,1636279.726,97.019,-0.003543404,2011979.1,0.033314286,0.03685769,830506.4858
02/11/2015,1638092.354,97.003,-0.000164916,2013876.11,0.000942858,0.001107774,830369.5219
03/11/2015,1587190.023,97.243,0.00247415,1956279.25,-0.028600002,-0.031074152,832423.9808
04/11/2015,1554407.772,98.029,0.008082844,1931686.03,-0.012571426,-0.02065427,839152.334
05/11/2015,1525251.62,98.05,0.000214222,1895867.05,-0.018542858,-0.01875708,839332.0992
06/11/2015,1534951.237,99.26,0.012340643,1931319.76,0.018699998,0.006359355,849689.9966
09/11/2015,1540932.289,99.076,-0.001853718,1935265.17,0.002042857,0.003896574,848114.9114
10/11/2015,1617409.861,99.39,0.003169284,2037447.17,0.052799999,0.049630715,850802.8285
11/11/2015,1668459.861,99.158,-0.002334239,2096998.84,0.029228571,0.03156281,848816.8515
12/11/2015,1632965.791,98.712,-0.004497872,2042956.19,-0.025771426,-0.021273554,844998.9819
13/11/2015,1653284.166,99.097,0.003900235,2076343.93,0.016342857,0.012442622,848294.6765
16/11/2015,1651382.579,99.538,0.004450185,2083195.86,0.003299998,-0.001150188,852069.7449
17/11/2015,1634162.759,99.7,0.001627519,2064863.74,-0.008799998,-0.010427517,853456.5047
18/11/2015,1648832.989,99.745,0.000451354,2084332.45,0.009428569,0.008977215,853841.7158
19/11/2015,1654390,99.064,-0.00682741,2077126.62,-0.00345714,0.003370269,848012.1884
20/11/2015,1626579.614,99.624,0.005652911,2053951.82,-0.011157144,-0.016810055,852805.9261
23/11/2015,1622041.219,99.855,0.002318718,2052983.53,-0.000471428,-0.002790146,854783.3428
24/11/2015,1644952.997,99.59,-0.002653848,2076534.18,0.011471427,0.014125275,852514.8777
25/11/2015,1655464.442,99.83,0.002409881,2094807.68,0.0088,0.006390119,854569.3367
26/11/2015,1683820.189,99.83,0,2130688.75,0.017128575,0.017128575,854569.3367
27/11/2015,1675752.531,100.073,0.002434138,2125666.41,-0.002357144,-0.004791282,856649.4764
30/11/2015,1687151.716,100.21,0.001369001,2143036.14,0.008171428,0.006802427,857822.2301
01/12/2015,1711409.516,99.84,-0.003692246,2165936.01,0.010685713,0.01437796,854654.9392
02/12/2015,1712089.143,100.02,0.001802885,2170701.07,0.0022,0.000397116,856195.7834
03/12/2015,1786561.743,97.634,-0.023855229,2213339.84,0.019642857,0.043498086,835771.0369
04/12/2015,1820753.292,98.343,0.007261815,2271772.01,0.026399999,0.019138185,841840.2512
07/12/2015,1736893.433,98.669,0.003314928,2174669.99,-0.042742854,-0.046057783,844630.8913
08/12/2015,1755716.34,98.468,-0.002037114,2193807.08,0.008799997,0.010837111,842910.2819
09/12/2015,1782281.591,97.334,-0.011516432,2201736.13,0.003614288,0.015130719,833202.9632
10/12/2015,1723486.608,97.96,0.006431463,2143264.31,-0.026557142,-0.032988605,838561.6771
11/12/2015,1755869.991,97.551,-0.004175174,2174586.59,0.014614287,0.018789461,835060.5365
14/12/2015,1754034.042,97.653,0.001045607,2174586.59,0,-0.001045607,835933.6816
15/12/2015,1786729.658,98.288,0.006502616,2229261.91,0.025142857,0.018640241,841369.4377
16/12/2015,1781719.813,97.884,-0.00411037,2213848.15,-0.006914289,-0.002803919,837911.0984
17/12/2015,1775460.127,99.32,0.014670426,2238548.37,0.011157143,-0.003513283,850203.6113
18/12/2015,1837325.348,98.731,-0.005930326,2303274.4,0.028914287,0.034844613,845161.6266
21/12/2015,1689306.666,98.369,-0.003666528,2109272.89,-0.08422857,-0.080562042,842062.8176
22/12/2015,1680834.809,98.244,-0.001270726,2096014.6,-0.006285716,-0.00501499,840992.7869
23/12/2015,1742121.911,98.367,0.001251985,2175064.29,0.037714284,0.036462299,842045.6971
24/12/2015,1801174.347,98.016,-0.00356827,2241030.89,0.030328575,0.033896845,839041.0508
28/12/2015,1767573.054,97.95,-0.000673359,2197714.96,-0.019328573,-0.018655214,838476.0746
29/12/2015,1772714.998,98.173,0.002276672,2209111.68,0.005185713,0.002909042,840385.0094
30/12/2015,1831846.238,98.354,0.001843684,2286872.41,0.035199999,0.033356315,841934.4139
31/12/2015,1862273.721,98.745,0.003975436,2333949.32,0.020585718,0.016610282,845281.47
04/01/2016,1861287.136,98.968,0.002258342,2337983.71,0.001728568,-0.000529774,847190.4048
05/01/2016,1840827.501,99.496,0.005335058,2324757.41,-0.00565714,-0.010992197,851710.2146
07/01/2016,1967033.06,98.272,-0.012302002,2455541.62,0.056257143,0.068559145,841232.4738
08/01/2016,1884756.981,98.599,0.003327499,2361003.26,-0.038500003,-0.041827502,844031.6741
11/01/2016,1824058.654,98.784,0.001876287,2289397.41,-0.030328569,-0.032204856,845615.3196
12/01/2016,1845711.061,99.024,0.002429543,2322135.79,0.014299999,0.011870455,847669.7786
13/01/2016,1825105.475,98.978,-0.000464534,2295132.67,-0.011628571,-0.011164037,847276.0073
14/01/2016,1801191.915,99.155,0.001788276,2269164.88,-0.011314287,-0.013102563,848791.1708
15/01/2016,1803644.246,99.02,-0.001361505,2269164.88,0,0.001361505,847635.5376
18/01/2016,1807328.834,99.02,0,2273800.46,0.002042857,0.002042857,847635.5376
19/01/2016,1751939.09,99.036,0.000161584,2204482.03,-0.030485714,-0.030647297,847772.5015
20/01/2016,1796299.68,99.174,0.001393433,2263373.19,0.026714284,0.025320852,848953.8155
21/01/2016,1783583.628,99.128,-0.000463831,2246300.89,-0.007542857,-0.007079026,848560.0442
22/01/2016,1774173.429,99.651,0.005276007,2246300.89,0,-0.005276007,853037.0527
25/01/2016,1802512.062,99.406,-0.00245858,2276658.04,0.013514285,0.015972865,850939.7925
26/01/2016,1803780.056,99.133,-0.002746313,2272007.16,-0.002042854,0.000703459,848602.8454
27/01/2016,1811005.372,98.954,-0.001805655,2277005.57,0.002199997,0.004005652,847070.5614
28/01/2016,1813762.524,98.539,-0.004193868,2270922.72,-0.002671425,0.001522443,843518.0594
29/01/2016,1746247.762,99.652,0.01129502,2212040.93,-0.025928575,-0.037223595,853045.6129
01/02/2016,1809594.781,99.028,-0.006261791,2278433.76,0.030014286,0.036276077,847704.0196
02/02/2016,1747795.244,98.893,-0.001363251,2197516.81,-0.035514287,-0.034151036,846548.3864
03/02/2016,1785544.494,97.301,-0.016098207,2209603.16,0.005500003,0.021598211,832920.4751
04/02/2016,1822928.836,96.487,-0.008365793,2237381.03,0.012571429,0.020937222,825952.435
05/02/2016,1869222.093,97.054,0.005876439,2307347.13,0.031271428,0.025394989,830806.0944
08/02/2016,1878331.888,96.581,-0.004873576,2307347.13,0,0.004873576,826757.0981
09/02/2016,1858581.71,96.094,-0.0050424,2271451.4,-0.015557143,-0.010514744,822588.2584
10/02/2016,1853459.87,95.936,-0.001644223,2261457.01,-0.004400002,-0.002755778,821235.7396
11/02/2016,1758226.457,95.619,-0.003304286,2137787.62,-0.054685713,-0.051381427,818522.1417
12/02/2016,1653191.459,95.982,0.003796317,2018193.67,-0.055942858,-0.059739175,821629.5109
15/02/2016,1653711.034,95.982,0,2018827.96,0.000314286,0.000314286,821629.5109
16/02/2016,1608960.005,96.875,0.009303828,1982979.34,-0.017757145,-0.027060972,829273.8104
17/02/2016,1573544.349,96.8,-0.000774194,1937795.74,-0.022785714,-0.02201152,828631.792
18/02/2016,1503685.673,96.96,0.001652893,1854968.82,-0.042742854,-0.044395746,830001.4313
19/02/2016,1388224.38,96.604,-0.003671617,1705723.33,-0.080457142,-0.076785525,826953.9838
22/02/2016,1315003.623,97.388,0.008115606,1629599.33,-0.044628574,-0.05274418,833665.2165
23/02/2016,1296955.742,97.485,0.000996016,1608856.86,-0.012728571,-0.013724586,834495.5603
24/02/2016,1278484.858,97.464,-0.000215418,1585597.39,-0.014457141,-0.014241723,834315.7952
25/02/2016,1282278.572,97.282,-0.001867356,1587341.54,0.001099996,0.002967352,832757.8304
26/02/2016,1280179.941,98.175,0.009179499,1599314.63,0.007542857,-0.001636642,840402.1299
29/02/2016,1312598.263,98.219,0.000448179,1640531.26,0.025771433,0.025323254,840778.7807
01/03/2016,1366957.584,98.365,0.001486474,1710910.05,0.042899999,0.041413525,842028.5766
02/03/2016,1358162.749,98.225,-0.00142327,1697467.18,-0.007857146,-0.006433875,840830.1422
03/03/2016,1472649.917,97.601,-0.006352762,1829772.62,0.077942856,0.084295618,835488.5488
04/03/2016,1465897.589,97.343,-0.002643416,1816545.98,-0.00722857,-0.004585155,833280.0054
07/03/2016,1469797.895,97.084,-0.002660695,1816545.98,0,0.002660695,831062.9018
08/03/2016,1371406.158,97.206,0.001256644,1697224.86,-0.065685714,-0.066942358,832107.2518
09/03/2016,1378103.433,97.159,-0.000483509,1704692.65,0.0044,0.00488351,831704.9202
10/03/2016,1403074.612,96.055,-0.011362818,1716211.5,0.006757142,0.018119959,822254.4089
11/03/2016,1411287.338,96.172,0.001218052,1728347.57,0.00707143,0.005853378,823255.9576
14/03/2016,1420020.461,96.665,0.005126232,1747902.59,0.011314287,0.006188055,827476.1588
15/03/2016,1439390.094,96.668,3.1035E-05,1771798.91,0.013671425,0.01364039,827501.8395
