,signal,index,Settle,MA,Upper Band,Lower Band,Short Position Stop,Long Position Stop,P&L
61,0.0,1.3069606184359617,1.278,1.2975300000000003,1.314133987472889,1.2809260125271116,,1.305711,0.0
62,0.0,1.3069606184359617,1.2816,1.2963300000000004,1.3138702508533902,1.2787897491466107,,1.305711,0.0
63,0.0,1.3069606184359617,1.2819999999999998,1.2953200000000005,1.31369820448248,1.2769417955175209,,1.305711,0.0
64,0.0,1.3069606184359617,1.2849,1.2944350000000004,1.3130291146602855,1.2758408853397154,,1.305711,0.0
65,0.0,1.3069606184359617,1.2819999999999998,1.2932800000000004,1.3119503615390768,1.274609638460924,,1.305711,0.0
66,0.0,1.3069606184359617,1.2851,1.2927000000000004,1.3116282857121249,1.273771714287876,,1.305711,0.0
67,0.0,1.3069606184359617,1.2936,1.2918500000000004,1.308922492495234,1.2747775075047667,,1.305711,0.0
68,0.0,1.3069606184359617,1.2990000000000002,1.2917700000000003,1.308692068431484,1.2748479315685166,,1.305711,0.0
69,0.0,1.3069606184359617,1.3009,1.2915900000000002,1.3080365072279745,1.275143492772026,,1.305711,0.0
70,0.0,1.3069606184359617,1.3082,1.2918300000000003,1.3090793594083903,1.2745806405916102,,1.305711,0.0
71,0.0,1.3069606184359617,1.307,1.2923750000000003,1.3107796597360513,1.2739703402639493,,1.305711,0.0
72,0.0,1.3069606184359617,1.3103,1.2928650000000004,1.3125837499603763,1.2731462500396244,,1.305711,0.0
73,0.0,1.3069606184359617,1.3112,1.2930450000000002,1.3133553397312756,1.2727346602687248,,1.305711,0.0
74,0.0,1.3069606184359617,1.3036,1.2934450000000002,1.3142499489304789,1.2726400510695215,,1.305711,0.0
75,0.0,1.3069606184359617,1.3178,1.29492,1.3181036666642667,1.2717363333357334,,1.305711,0.0
76,0.0,1.3069606184359617,1.3030000000000002,1.2954050000000001,1.3188373259622224,1.271972674037778,,1.305711,0.0
77,0.0,1.3069606184359617,1.3052,1.2961750000000003,1.319831024602622,1.2725189753973787,,1.305711,0.0
78,0.0,1.3069606184359617,1.3052,1.2964950000000002,1.3204555905603315,1.272534409439669,,1.305711,0.0
79,0.0,1.3069606184359617,1.3067,1.2975700000000001,1.321335529659569,1.2738044703404312,,1.305711,0.0
80,0.0,1.3069606184359617,1.2999,1.2982600000000002,1.3214477036379166,1.2750722963620837,,1.305711,0.0
81,0.0,1.3069606184359617,1.3016,1.2994400000000002,1.3207058787732804,1.27817412122672,,1.305711,0.0
82,0.0,1.3069606184359617,1.3013,1.3004250000000002,1.3200564925566005,1.2807935074433998,,1.305711,0.0
83,0.0,1.3069606184359617,1.3028,1.3014650000000003,1.3191935391389102,1.2837364608610904,,1.305711,0.0
84,0.0,1.3069606184359617,1.31,1.3027200000000003,1.3190812468962447,1.286358753103756,,1.305711,0.0
85,0.0,1.3069606184359617,1.3167,1.3044550000000004,1.318907470377063,1.2900025296229378,,1.305711,0.0
86,0.0,1.3069606184359617,1.318,1.3061000000000003,1.3187419935136784,1.2934580064863221,,1.305711,0.0
87,0.0,1.3069606184359617,1.3064,1.3067400000000002,1.318007191309279,1.2954728086907215,,1.305711,0.0
88,0.0,1.3069606184359617,1.3115,1.3073650000000003,1.3182248848980962,1.2965051151019045,,1.305711,0.0
89,0.0,1.3069606184359617,1.3076,1.3077000000000003,1.3181470091413714,1.2972529908586292,,1.305711,0.0
90,0.0,1.3069606184359617,1.3079,1.3076850000000004,1.3181299557203416,1.2972400442796592,,1.305711,0.0
91,0.0,1.3069606184359617,1.3152,1.3080950000000005,1.3190323625705607,1.2971576374294402,,1.305711,0.0
92,0.0,1.3069606184359617,1.3043,1.3077950000000005,1.3188029017074054,1.2967870982925955,,1.305711,0.0
93,0.0,1.3069606184359617,1.2993,1.3072000000000004,1.3186835534570052,1.2957164465429956,,1.305711,0.0
94,0.0,1.3069606184359617,1.2976,1.3069000000000004,1.319038863208715,1.2947611367912857,,1.305711,0.0
95,1.0,1.3069606184359617,1.2919999999999998,1.3056100000000004,1.318311795148714,1.2929082048512868,,1.2790799999999998,0.0
96,0.0,1.3036138581031933,1.2887,1.3048950000000004,1.319561898104231,1.2902281018957698,,1.2790799999999998,-0.0032999999999998586
97,0.0,1.3031078753916179,1.2882,1.3040450000000003,1.3204142974803408,1.28767570251966,,1.2790799999999998,-0.0004999999999999449
98,0.0,1.2987435449420628,1.2839,1.3029800000000002,1.3215357107112577,1.2844242892887427,,1.2790799999999998,-0.0042999999999999705
99,0.0,1.3031792133405298,1.2883,1.3020600000000004,1.3215859212330656,1.2825340787669353,,1.2790799999999998,0.0043999999999999595
100,0.0,1.3055016309685192,1.2906,1.3015950000000003,1.3217377381455422,1.2814522618544584,,1.2790799999999998,0.0022999999999999687
101,0.0,1.3006280831160937,1.2858,1.3008050000000004,1.322091848052257,1.2795181519477439,,1.2790799999999998,-0.0047999999999999154
102,0.0,1.308470460240634,1.2936,1.3004200000000004,1.321934423069185,1.2789055769308157,,1.2790799999999998,0.007800000000000029
103,0.0,1.3080657369309399,1.2932,1.2999400000000003,1.3216480998707827,1.278231900129218,,1.2790799999999998,-0.000400000000000178
104,0.0,1.3080657369309399,1.2932,1.2991000000000004,1.3204837321344958,1.277716267865505,,1.2790799999999998,0.0
105,0.0,1.3003329276584796,1.2856,1.2975450000000002,1.3180898265994105,1.2770001734005898,,1.2790799999999998,-0.007599999999999829
106,0.0,1.308873867218867,1.2941,1.2963500000000001,1.3146549173721118,1.2780450826278884,,1.2790799999999998,0.008499999999999952
107,-1.0,1.3198062236577064,1.305,1.29628,1.314440792934226,1.278119207065774,,1.2790799999999998,0.01089999999999991
108,0.0,1.3198062236577064,1.2999,1.2957000000000003,1.3125748333325056,1.278825166667495,,1.2790799999999998,0.0
109,0.0,1.3198062236577064,1.3076,1.2957000000000003,1.3125748333325056,1.278825166667495,,1.2790799999999998,0.0
110,0.0,1.3198062236577064,1.3081,1.2957100000000001,1.3126139522005902,1.27880604779941,,1.2790799999999998,0.0
111,0.0,1.3198062236577064,1.3094,1.2954200000000002,1.3111336373892182,1.2797063626107823,,1.2790799999999998,0.0
112,2.0,1.3198062236577064,1.3247,1.29644,1.316401202368591,1.2764787976314091,1.337947,1.2790799999999998,0.0
113,0.0,1.3222016974055537,1.3223,1.29759,1.3205088045063402,1.2746711954936598,1.337947,1.2790799999999998,0.0023999999999999577
114,0.0,1.3188106694420785,1.3257,1.2989950000000001,1.3249836494454763,1.273006350554524,1.337947,1.2790799999999998,-0.0034000000000000696
115,0.0,1.3130659440325676,1.3315,1.3009700000000002,1.3303185331831058,1.2716214668168946,1.337947,1.2790799999999998,-0.005799999999999805
116,0.0,1.3108999808647848,1.3337,1.3032200000000003,1.3352391567659094,1.271200843234091,1.337947,1.2790799999999998,-0.002200000000000202
117,0.0,1.307175554750926,1.3375,1.3056850000000002,1.340193333776059,1.2711766662239414,1.337947,1.2790799999999998,-0.0037999999999998035
118,0.0,1.309917812601606,1.3347,1.3082250000000004,1.3434169806205891,1.2730330193794117,1.337947,1.2790799999999998,0.0027999999999999137
119,0.0,1.3077622144359067,1.3369,1.3106550000000003,1.346709207798812,1.2746007922011886,1.337947,1.2790799999999998,-0.0021999999999999797
120,-2.0,1.3053212665965086,1.3394,1.3130950000000003,1.3499854581158859,1.2762045418841148,1.337947,1.2790799999999998,-0.0024999999999999467
121,0.0,1.3053212665965086,1.3295,1.3152800000000002,1.3505876535612311,1.2799723464387693,1.337947,1.2790799999999998,0.0
122,0.0,1.3053212665965086,1.3219999999999998,1.3167000000000002,1.3506645697749864,1.282735430225014,1.337947,1.2790799999999998,0.0
123,0.0,1.3053212665965086,1.3123,1.3176550000000002,1.3499561749012312,1.2853538250987693,1.337947,1.2790799999999998,0.0
124,0.0,1.3053212665965086,1.3119,1.3185900000000004,1.349034763096466,1.2881452369035347,1.337947,1.2790799999999998,0.0
125,0.0,1.3053212665965086,1.3085,1.3197350000000003,1.3466484371643597,1.292821562835641,1.337947,1.2790799999999998,0.0
126,0.0,1.3053212665965086,1.3012,1.3200900000000004,1.3458020127566854,1.2943779872433154,1.337947,1.2790799999999998,0.0
127,0.0,1.3053212665965086,1.3037,1.3200250000000004,1.3458953594872578,1.294154640512743,1.337947,1.2790799999999998,0.0
128,0.0,1.3053212665965086,1.301,1.3200800000000004,1.3457831204331292,1.2943768795668715,1.337947,1.2790799999999998,0.0
129,0.0,1.3053212665965086,1.3064,1.3200200000000002,1.3458446858644968,1.2941953141355036,1.337947,1.2790799999999998,0.0
130,0.0,1.3053212665965086,1.2979,1.3195100000000002,1.3466267033394537,1.2923932966605467,1.337947,1.2790799999999998,0.0
131,0.0,1.3053212665965086,1.3009,1.319085,1.3470745891359615,1.2910954108640387,1.337947,1.2790799999999998,0.0
132,0.0,1.3053212665965086,1.2913,1.317415,1.3477523878242659,1.2870776121757341,1.337947,1.2790799999999998,0.0
133,0.0,1.3053212665965086,1.2832,1.3154600000000003,1.3491412945119385,1.281778705488062,1.337947,1.2790799999999998,0.0
134,0.0,1.3053212665965086,1.287,1.313525,1.3490281759142744,1.2780218240857257,1.337947,1.2790799999999998,0.0
135,0.0,1.3053212665965086,1.2781,1.310855,1.3485156678113905,1.2731943321886097,1.337947,1.2790799999999998,0.0
136,0.0,1.3053212665965086,1.2976,1.30905,1.3456020724446631,1.272497927555337,1.337947,1.2790799999999998,0.0
137,0.0,1.3053212665965086,1.3096,1.307655,1.341808329266704,1.273501670733296,1.337947,1.2790799999999998,0.0
138,0.0,1.3053212665965086,1.3068,1.30626,1.3380802074160412,1.2744397925839588,1.337947,1.2790799999999998,0.0
139,0.0,1.3053212665965086,1.3062,1.304725,1.3332791503112924,1.2761708496887074,1.337947,1.2790799999999998,0.0
140,0.0,1.3053212665965086,1.3162,1.3035649999999999,1.3279744469417043,1.2791555530582954,1.337947,1.2790799999999998,0.0
141,0.0,1.3053212665965086,1.3125,1.3027149999999998,1.3244951078968832,1.2809348921031165,1.337947,1.2790799999999998,0.0
142,0.0,1.3053212665965086,1.311,1.302165,1.3224753200368649,1.2818546799631352,1.337947,1.2790799999999998,0.0
143,0.0,1.3053212665965086,1.3142,1.30226,1.3227757890416108,1.2817442109583892,1.337947,1.2790799999999998,0.0
144,0.0,1.3053212665965086,1.3186,1.3025949999999997,1.3239318671552285,1.281258132844771,1.337947,1.2790799999999998,0.0
145,0.0,1.3053212665965086,1.3224,1.30329,1.3261985922745132,1.280381407725487,1.337947,1.2790799999999998,0.0
146,0.0,1.3053212665965086,1.3201,1.3042349999999998,1.3282531826956137,1.280216817304386,1.337947,1.2790799999999998,0.0
147,0.0,1.3053212665965086,1.3277,1.305435,1.3315343697241886,1.2793356302758112,1.337947,1.2790799999999998,0.0
148,0.0,1.3053212665965086,1.3279,1.30678,1.3345458495277907,1.2790141504722095,1.337947,1.2790799999999998,0.0
149,0.0,1.3053212665965086,1.3262,1.30777,1.3367944793234938,1.2787455206765064,1.337947,1.2790799999999998,0.0
150,0.0,1.3053212665965086,1.3263,1.30919,1.3389144613071444,1.2794655386928557,1.337947,1.2790799999999998,0.0
151,0.0,1.3053212665965086,1.3302,1.3106550000000001,1.3414689238007744,1.2798410761992258,1.337947,1.2790799999999998,0.0
152,0.0,1.3053212665965086,1.3207,1.3121250000000002,1.3418926250312306,1.2823573749687698,1.337947,1.2790799999999998,0.0
153,0.0,1.3053212665965086,1.3283,1.31438,1.3417801167880714,1.2869798832119288,1.337947,1.2790799999999998,0.0
154,0.0,1.3053212665965086,1.3258,1.3163200000000002,1.3410558525221987,1.2915841474778016,1.337947,1.2790799999999998,0.0
155,0.0,1.3053212665965086,1.3306,1.3189450000000003,1.3371913667616318,1.3006986332383688,1.337947,1.2790799999999998,0.0
156,0.0,1.3053212665965086,1.3337,1.3207500000000003,1.3372520604774065,1.304247939522594,1.337947,1.2790799999999998,0.0
157,0.0,1.3053212665965086,1.3382,1.3221800000000004,1.3395055418385686,1.304854458161432,1.337947,1.2790799999999998,0.0
158,0.0,1.3053212665965086,1.3343,1.3235550000000003,1.3401285301007357,1.3069814698992648,1.337947,1.2790799999999998,0.0
159,0.0,1.3053212665965086,1.33,1.3247450000000003,1.3394788352101548,1.3100111647898458,1.337947,1.2790799999999998,0.0
160,0.0,1.3053212665965086,1.3262,1.3252450000000002,1.3394543595914803,1.3110356404085202,1.337947,1.2790799999999998,0.0
161,0.0,1.3053212665965086,1.3256,1.3259000000000003,1.3388509845185608,1.3129490154814398,1.337947,1.2790799999999998,0.0
162,0.0,1.3053212665965086,1.3348,1.3270900000000005,1.3386443757944775,1.3155356242055236,1.337947,1.2790799999999998,0.0
163,0.0,1.3053212665965086,1.3329,1.3280250000000005,1.338199846436188,1.317850153563813,1.337947,1.2790799999999998,0.0
164,0.0,1.3053212665965086,1.3335,1.3287700000000005,1.3382323675684265,1.3193076324315745,1.337947,1.2790799999999998,0.0
165,2.0,1.3053212665965086,1.3417,1.3297350000000006,1.3402769685068783,1.3191930314931228,1.355117,1.2790799999999998,0.0
166,0.0,1.311184804516385,1.3357,1.3305150000000006,1.340376495829742,1.3206535041702592,1.355117,1.2790799999999998,0.005999999999999783
167,0.0,1.3112829764843783,1.3356,1.3309100000000005,1.3409205744090944,1.3208994255909066,1.355117,1.2790799999999998,0.00010000000000021103
168,0.0,1.3087352737950497,1.3382,1.3314250000000005,1.3418157410707814,1.3210342589292197,1.355117,1.2790799999999998,-0.0026000000000001577
169,0.0,1.310007886448153,1.3369,1.3319600000000005,1.3423213512632293,1.3215986487367717,1.355117,1.2790799999999998,0.0013000000000000789
170,0.0,1.307660377355735,1.3393,1.3326100000000005,1.343099785507818,1.322120214492183,1.355117,1.2790799999999998,-0.0023999999999999577
171,0.0,1.312855729679562,1.334,1.3328000000000004,1.3432458604241118,1.322354139575889,1.355117,1.2790799999999998,0.00529999999999986
172,-2.0,1.3226716587814635,1.3241,1.3329700000000007,1.3427094250343659,1.3232305749656355,1.355117,1.2790799999999998,0.00990000000000002
173,0.0,1.3226716587814635,1.3222,1.3326650000000007,1.3433102383721562,1.322019761627845,1.355117,1.2790799999999998,0.0
174,1.0,1.3226716587814635,1.3192,1.3323350000000005,1.3441553680145766,1.3205146319854244,1.355117,1.3060079999999998,0.0
175,0.0,1.3204621844843343,1.317,1.3316550000000005,1.345230783586962,1.318079216413039,1.355117,1.3060079999999998,-0.0021999999999999797
176,0.0,1.3243608918198546,1.3209,1.3310150000000003,1.3453314625519022,1.3166985374480984,1.355117,1.3060079999999998,0.0039000000000000146
177,0.0,1.3153770412579668,1.3119999999999998,1.3297050000000004,1.3458321789225522,1.3135778210774485,1.355117,1.3060079999999998,-0.00890000000000013
178,0.0,1.3213651006263645,1.318,1.3288900000000006,1.3456413462145589,1.3121386537854423,1.355117,1.3060079999999998,0.006000000000000227
179,0.0,1.3288417043643483,1.3255,1.3286650000000004,1.3454714600674864,1.3118585399325144,1.355117,1.3060079999999998,0.00749999999999984
180,0.0,1.3301437048283773,1.3268,1.3286950000000004,1.345485887409545,1.3119041125904558,1.355117,1.3060079999999998,0.0013000000000000789
181,-1.0,1.3345402134681346,1.3312,1.3289750000000002,1.3457368465569879,1.3122131534430126,1.355117,1.3060079999999998,0.0043999999999999595
182,0.0,1.3345402134681346,1.3299,1.3287300000000002,1.3452860985742416,1.3121739014257587,1.355117,1.3060079999999998,0.0
183,0.0,1.3345402134681346,1.3294,1.3285550000000002,1.345004738599747,1.3121052614002533,1.355117,1.3060079999999998,0.0
184,0.0,1.3345402134681346,1.3334,1.3285500000000003,1.3449937830197316,1.312106216980269,1.355117,1.3060079999999998,0.0
185,0.0,1.3345402134681346,1.3359,1.3282600000000002,1.343953361653897,1.3125666383461034,1.355117,1.3060079999999998,0.0
186,2.0,1.3345402134681346,1.3522,1.3290850000000003,1.34771597152593,1.3104540284740707,1.365722,1.3060079999999998,0.0
187,0.0,1.3337511283456107,1.3530000000000002,1.3299550000000004,1.3511677768102157,1.3087422231897852,1.365722,1.3060079999999998,-0.0008000000000001339
188,0.0,1.334342854666971,1.3524,1.3306650000000002,1.3537977711266942,1.3075322288733062,1.365722,1.3060079999999998,0.000600000000000156
189,0.0,1.337408490811244,1.3493,1.3312850000000003,1.3556830552503683,1.3068869447496323,1.365722,1.3060079999999998,0.0031000000000001027
190,0.0,1.3392944015523316,1.3474,1.3316900000000003,1.356863390713212,1.3065166092867886,1.365722,1.3060079999999998,0.0019000000000000128
191,0.0,1.334145554230084,1.3526,1.3326200000000001,1.3593897291730794,1.3058502708269208,1.365722,1.3060079999999998,-0.0052000000000000934
192,0.0,1.337805083143014,1.3489,1.33386,1.3612270897247045,1.3064929102752956,1.365722,1.3060079999999998,0.0037000000000000366
193,0.0,1.3345402134681343,1.3522,1.33536,1.3632891532274078,1.3074308467725924,1.365722,1.3060079999999998,-0.0033000000000000806
194,0.0,1.3341455542300837,1.3526,1.3370300000000002,1.3648885067797978,1.3091714932202025,1.365722,1.3060079999999998,-0.00039999999999995595
195,0.0,1.3341455542300837,1.3526,1.33881,1.3658593548906446,1.3117606451093555,1.365722,1.3060079999999998,-0.0
196,0.0,1.3289382698664196,1.3579,1.3406600000000002,1.367617551817627,1.3137024481823734,1.365722,1.3060079999999998,-0.005300000000000082
197,0.0,1.325132381151132,1.3618,1.34315,1.3681901677310686,1.3181098322689315,1.365722,1.3060079999999998,-0.0038999999999997925
198,0.0,1.3309966637052748,1.3558,1.3450399999999998,1.3678044811054424,1.3222755188945572,1.365722,1.3060079999999998,0.006000000000000005
199,0.0,1.3286447332142626,1.3582,1.3466749999999998,1.3682574813216657,1.325092518678334,1.365722,1.3060079999999998,-0.0024000000000001798
200,0.0,1.3295257324479566,1.3573,1.3481999999999998,1.36820189990976,1.3281981000902396,1.365722,1.3060079999999998,0.0009000000000001229
201,0.0,1.334342854666971,1.3524,1.3492599999999997,1.3677345663007296,1.3307854336992697,1.365722,1.3060079999999998,0.004899999999999904
202,0.0,1.334737630659476,1.3519999999999999,1.3503649999999998,1.366581198691434,1.3341488013085656,1.365722,1.3060079999999998,0.000400000000000178
203,0.0,1.3325692487458363,1.3542,1.3516049999999997,1.3647141532907379,1.3384958467092616,1.365722,1.3060079999999998,-0.002200000000000202
204,0.0,1.3307022171311935,1.3561,1.3527399999999998,1.3629602543999684,1.3425197456000313,1.365722,1.3060079999999998,-0.0019000000000000128
205,-2.0,1.3344415267703997,1.3523,1.3535599999999999,1.3602745811485213,1.3468454188514785,1.365722,1.3060079999999998,0.0038000000000000256
206,0.0,1.3344415267703997,1.3535,1.3536249999999999,1.3603107684674298,1.34693923153257,1.365722,1.3060079999999998,0.0
207,2.0,1.3344415267703997,1.3676,1.3543549999999998,1.3633854983251246,1.345324501674875,1.381276,1.3060079999999998,0.0
208,0.0,1.3335639254740215,1.3685,1.35516,1.366032423832802,1.3442875761671977,1.381276,1.3060079999999998,-0.0009000000000001229
209,0.0,1.333758848213987,1.3683,1.35611,1.3680374305699126,1.3441825694300873,1.381276,1.3060079999999998,0.00019999999999997797
210,0.0,1.3242741687912332,1.3781,1.357645,1.372286649497242,1.3430033505027579,1.381276,1.3060079999999998,-0.009800000000000031
211,0.0,1.3246586571903889,1.3777,1.3589,1.3757353200147813,1.3420646799852187,1.381276,1.3060079999999998,0.000400000000000178
212,0.0,1.3224508927617382,1.38,1.360455,1.3789698021863617,1.3419401978136383,1.381276,1.3060079999999998,-0.0022999999999999687
213,0.0,1.321971917429336,1.3805,1.3618700000000001,1.3819079739494817,1.3418320260505185,1.381276,1.3060079999999998,-0.000500000000000167
214,0.0,1.3239859489344157,1.3784,1.3631600000000001,1.38395244093415,1.3423675590658504,1.381276,1.3060079999999998,0.0020999999999999908
215,0.0,1.3276460293985148,1.3746,1.3642600000000003,1.385029150199277,1.3434908498007234,1.381276,1.3060079999999998,0.0038000000000000256
216,0.0,1.3286125742655785,1.3736,1.365045,1.3859794190270502,1.3441105809729499,1.381276,1.3060079999999998,0.001000000000000112
217,-2.0,1.3434792638480555,1.3584,1.364875,1.385966692677453,1.3437833073225471,1.381276,1.3060079999999998,0.01519999999999988
218,0.0,1.3434792638480555,1.3487,1.3645200000000002,1.3864337034752259,1.3426062965247745,1.381276,1.3060079999999998,0.0
219,0.0,1.3434792638480555,1.3516,1.3641900000000002,1.3866660227798453,1.3417139772201552,1.381276,1.3060079999999998,0.0
220,0.0,1.3434792638480555,1.3474,1.3636950000000003,1.3871700484557568,1.340219951544244,1.381276,1.3060079999999998,0.0
221,0.0,1.3434792638480555,1.3512,1.3636350000000004,1.3872310399219898,1.340038960078011,1.381276,1.3060079999999998,0.0
222,0.0,1.3434792638480555,1.3419999999999999,1.3631350000000002,1.3880812041200685,1.338188795879932,1.381276,1.3060079999999998,0.0
223,0.0,1.3434792638480555,1.3371,1.3622800000000004,1.3894643042949446,1.3350956957050562,1.381276,1.3060079999999998,0.0
224,0.0,1.3434792638480555,1.3407,1.3615100000000004,1.3901825583092988,1.332837441690702,1.381276,1.3060079999999998,0.0
225,0.0,1.3434792638480555,1.3436,1.3610750000000003,1.390546129941014,1.3316038700589865,1.381276,1.3060079999999998,0.0
226,0.0,1.3434792638480555,1.3487,1.3608350000000002,1.390625419600941,1.3310445803990594,1.381276,1.3060079999999998,0.0
227,0.0,1.3434792638480555,1.3459,1.3597500000000005,1.3900521121376075,1.3294478878623934,1.381276,1.3060079999999998,0.0
228,0.0,1.3434792638480555,1.3495,1.3588000000000002,1.3891365785809826,1.3284634214190179,1.381276,1.3060079999999998,0.0
229,0.0,1.3434792638480555,1.3505,1.3579100000000002,1.388123698879815,1.3276963011201854,1.381276,1.3060079999999998,0.0
230,0.0,1.3434792638480555,1.3539,1.3567000000000002,1.3854871499110302,1.3279128500889703,1.381276,1.3060079999999998,0.0
231,0.0,1.3434792638480555,1.3439,1.3550100000000003,1.382611514451206,1.3274084855487946,1.381276,1.3060079999999998,0.0
232,0.0,1.3434792638480555,1.3482,1.3534200000000003,1.3786411498548368,1.3281988501451638,1.381276,1.3060079999999998,0.0
233,0.0,1.3434792638480555,1.3558,1.352185,1.3741957496464823,1.3301742503535177,1.381276,1.3060079999999998,0.0
234,0.0,1.3434792638480555,1.3516,1.350845,1.36928175405271,1.3324082459472901,1.381276,1.3060079999999998,0.0
