Date,ROR,Index,Leverage,,Settle,1.1
20140527,0.023,701934.81,0.7,,596548.61,
20140528,0.0038,704608.16,0.7,,600110.86,
20140529,0.002,706015.51,0.7,,601996.92,
20140530,-0.0215,690806.25,0.7,,581658.03,
20140602,-0.0514,655319.62,0.7,,534676.68,
20140603,-0.0433,626940.53,0.7,,498295.75,
20140604,0.0049,630024.59,0.7,,502132.63,
20140605,-0.0265,613324.26,0.7,,481222.39,
20140606,-0.0055,609968.68,0.7,,477063.25,
20140609,0.0098,615947.84,0.7,,484410.03,
20140610,-0.0418,590229.76,0.7,,452591.21,
20140611,0.0074,594577.03,0.7,,457854.2,
20140612,0.0832,644020.37,0.7,,517715.36,
20140613,0.0242,659605.48,0.7,,537403.34,
20140616,0.0037,662073.81,0.7,,540527.96,
20140617,-0.0414,634664.16,0.7,,505362.75,
20140618,-0.0093,628768.65,0.7,,497977.24,
20140619,0.0519,661430.03,0.7,,538590.84,
20140620,0.0629,703002.26,0.7,,591826.69,
20140623,0.0099,709956.93,0.7,,601033.83,
20140624,-0.0239,692968.02,0.7,,578460.71,
20140625,0.0164,704324.7,0.7,,593368.47,
20140626,0.0657,750590.97,0.7,,654629.53,
20140627,0.0052,754511.67,0.7,,659978.79,
20140630,0.0406,785142.65,0.7,,702085.43,
20140701,-0.0134,774607.74,0.7,,687301.52,
20140702,-0.0057,770185.45,0.7,,681145.26,
20140703,-0.0089,763292.66,0.7,,671618.96,
20140704,0,763292.66,0.7,,671618.96,
20140707,0.0156,775180.79,0.7,,688083.22,
20140708,0.0102,783050.52,0.7,,699112.21,
20140709,0.0411,815258.03,0.7,,744264.87,
20140710,0.0209,832271.67,0.7,,768708.65,
20140711,-0.0161,818875.79,0.7,,749260.33,
20140714,-0.0622,767903.36,0.7,,676025.48,
20140715,0.0187,782279.09,0.7,,695890.97,
20140716,-0.0179,768281.51,0.7,,676316.55,
20140717,0.0436,801773.2,0.7,,722653.9,
