Date,security,holdings,cash,total,returns
2015-11-16,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-17,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-18,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-19,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-20,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-23,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-24,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-25,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-26,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-27,,0.0,99441.99999999994,99441.99999999994,0.0
2015-11-30,,0.0,99441.99999999994,99441.99999999994,0.0
2015-12-01,,0.0,99441.99999999994,99441.99999999994,0.0
2015-12-02,,0.0,99441.99999999994,99441.99999999994,0.0
2015-12-03,-29290.2,-29290.2,158022.39999999994,128732.19999999994,0.29454556424850686
2015-12-04,,0.0,158022.39999999994,158022.39999999994,0.22752815534885618
2015-12-07,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-08,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-09,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-10,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-11,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-14,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-15,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-16,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-17,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-18,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-21,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-22,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-23,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-24,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-28,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-29,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-30,,0.0,158022.39999999994,158022.39999999994,0.0
2015-12-31,,0.0,158022.39999999994,158022.39999999994,0.0
2016-01-04,,0.0,158022.39999999994,158022.39999999994,0.0
2016-01-05,29848.8,29848.8,98324.79999999994,128173.59999999995,-0.18888967640030785
2016-01-07,-29481.600000000002,-29481.600000000002,157287.99999999994,127806.39999999994,-0.0028648645274846896
2016-01-08,,0.0,157287.99999999994,157287.99999999994,0.23067389426507612
2016-01-11,,0.0,157287.99999999994,157287.99999999994,0.0
