Date,ROR,Index,Leverage,Alt_ROR,Settle,1.1,New High Signal,Long Index
20140306,0.011,820310.49,0.7,,781069.08,,,989944.3107
20140307,0.0927,896360.84,0.7,,894848.53,,,989944.3107
20140310,-0.0367,863500.42,0.7,,843241.33,,,989944.3107
20140311,0.0062,868886.43,0.7,,851456.91,,,989944.3107
20140312,-0.0303,842593.58,0.7,,810915.4,,,989944.3107
20140313,0.0106,851544.98,0.7,,824422.94,,,989944.3107
20140314,0.0089,859112.9,0.7,,835953.08,,,989944.3107
20140317,-0.032,831594.47,0.7,,793916.58,,,989944.3107
20140318,0.0199,848143.29,0.7,,818743.49,,,989944.3107
20140319,-0.0576,799256.79,0.7,,744635.5,,,989944.3107
20140320,0.0011,800127.97,0.7,,745922.66,,,989944.3107
20140321,0.0016,801445.22,0.7,,747798.12,,,989944.3107
20140324,-0.0297,777623.89,0.7,,712897.32,,,989944.3107
20140325,0.011,786190.73,0.7,,725220.26,,,989944.3107
20140326,-0.0076,780193.08,0.7,,716559.05,,,989944.3107
20140327,0.0194,795313.9,0.7,,738403.87,,,989944.3107
20140328,-0.0206,778903.5,0.7,,714500.68,,,989944.3107
20140331,0.004,782015.54,0.7,,718991.83,,,989944.3107
20140401,-0.0269,760950.3,0.7,,688599.02,,,989944.3107
20140402,-0.0223,743955.74,0.7,,664468.54,,,989944.3107
20140403,0.0083,750137.39,0.7,,673135.11,,,989944.3107
20140404,-0.0161,738075.28,0.7,,656104.79,,,989944.3107
20140407,-0.0197,723533.57,0.7,,635793.66,,,989944.3107
20140408,0.0139,733597.74,0.7,,649681.21,,,989944.3107
20140409,0.0401,763032.81,0.7,,690620.41,,,989944.3107
20140410,-0.02,747782.05,0.7,,668915.19,,,989944.3107
20140411,-0.0222,731165.96,0.7,,645579.61,,,989944.3107
20140414,0.0021,732706.87,0.7,,647710.02,,,989944.3107
20140415,0.0033,735159.8,0.7,,651068.86,,,989944.3107
20140416,0.036,761645.73,0.7,,687900.76,,,989944.3107
20140417,-0.0241,743320.28,0.7,,661848.97,,,989944.3107
20140418,0,743320.28,0.7,,661848.97,,,989944.3107
20140421,-0.0078,737526.13,0.7,,653736.6,,,989944.3107
20140422,-0.0128,728058.03,0.7,,640587.15,,,989944.3107
20140423,-0.0194,713929.92,0.7,,621058.39,,,989944.3107
20140424,0.012,722493.68,0.7,,632769.78,,,989944.3107
20140425,-0.0054,718604.58,0.7,,627400.28,,,989944.3107
20140428,-0.0102,711289.46,0.7,,617343.95,,,989944.3107
20140429,0.0094,717949.09,0.7,,626463,,,989944.3107
20140430,0.0313,740434.61,0.7,,657276.03,,,989944.3107
20140501,-0.0012,739545.08,0.7,,656036.59,,,989944.3107
20140502,-0.0285,718470.4,0.7,,626655.53,,,989944.3107
20140505,-0.0228,702088.53,0.7,,604203.35,,,989944.3107
20140506,0.0745,754417.97,0.7,,674938.3,,,989944.3107
20140507,-0.0542,713528.66,0.7,,617452.84,,,989944.3107
20140508,0.0478,747637.79,0.7,,663832.37,,,989944.3107
20140509,-0.0985,673980.09,0.7,,561080.61,,,989944.3107
20140512,-0.0292,654296.37,0.7,,535335.02,,,989944.3107
20140513,0,654273.94,0.7,,535335.02,,,989944.3107
20140514,0.0472,685180.57,0.7,,575041.58,,,989944.3107
20140515,0.0013,686074.21,0.7,,576216.31,,,989944.3107
20140516,0.0083,691736.49,0.7,,583731.82,,,989944.3107
20140519,-0.0199,677977.57,0.7,,565477.69,,,989944.3107
20140520,-0.0011,677217.4,0.7,,564500.22,,,989944.3107
20140521,0.015,687362.16,0.7,,577806.3,,,989944.3107
20140522,-0.029,667458.65,0.7,,551474.84,,,989944.3107
20140523,0.028,686166.5,0.7,,575739.73,,,989944.3107
20140526,0,686166.5,0.7,,575739.73,,,989944.3107
20140527,0.023,701934.81,0.7,,596548.61,,,989944.3107
20140528,0.0038,704608.16,0.7,,600110.86,,,989944.3107
20140529,0.002,706015.51,0.7,,601996.92,,,989944.3107
20140530,-0.0215,690806.25,0.7,,581658.03,,,989944.3107
20140602,-0.0514,655319.62,0.7,,534676.68,,,989944.3107
20140603,-0.0433,626940.53,0.7,,498295.75,,,989944.3107
20140604,0.0049,630024.59,0.7,,502132.63,,,989944.3107
20140605,-0.0265,613324.26,0.7,,481222.39,,,989944.3107
20140606,-0.0055,609968.68,0.7,,477063.25,,,989944.3107
20140609,0.0098,615947.84,0.7,,484410.03,,,989944.3107
20140610,-0.0418,590229.76,0.7,,452591.21,,,989944.3107
20140611,0.0074,594577.03,0.7,,457854.2,,,989944.3107
20140612,0.0832,644020.37,0.7,,517715.36,,,989944.3107
20140613,0.0242,659605.48,0.7,,537403.34,,,989944.3107
20140616,0.0037,662073.81,0.7,,540527.96,,,989944.3107
20140617,-0.0414,634664.16,0.7,,505362.75,,,989944.3107
20140618,-0.0093,628768.65,0.7,,497977.24,,,989944.3107
20140619,0.0519,661430.03,0.7,,538590.84,,,989944.3107
20140620,0.0629,703002.26,0.7,,591826.69,,,989944.3107
20140623,0.0099,709956.93,0.7,,601033.83,,,989944.3107
20140624,-0.0239,692968.02,0.7,,578460.71,,,989944.3107
20140625,0.0164,704324.7,0.7,,593368.47,,,989944.3107
20140626,0.0657,750590.97,0.7,,654629.53,,,989944.3107
20140627,0.0052,754511.67,0.7,,659978.79,,,989944.3107
20140630,0.0406,785142.65,0.7,,702085.43,,,989944.3107
20140701,-0.0134,774607.74,0.7,,687301.52,,,989944.3107
20140702,-0.0057,770185.45,0.7,,681145.26,,,989944.3107
20140703,-0.0089,763292.66,0.7,,671618.96,,,989944.3107
20140704,0,763292.66,0.7,,671618.96,,,989944.3107
20140707,0.0156,775180.79,0.7,,688083.22,,,989944.3107
20140708,0.0102,783050.52,0.7,,699112.21,,,989944.3107
20140709,0.0411,815258.03,0.7,,744264.87,,,989944.3107
20140710,0.0209,832271.67,0.7,,768708.65,,,989944.3107
20140711,-0.0161,818875.79,0.7,,749260.33,,,989944.3107
20140714,-0.0622,767903.36,0.7,,676025.48,,,989944.3107
20140715,0.0187,782279.09,0.7,,695890.97,,,989944.3107
20140716,-0.0179,768281.51,0.7,,676316.55,,,989944.3107
20140717,0.0436,801773.2,0.7,,722653.9,,,989944.3107
20140718,-0.0262,780800.66,0.7,,692901.21,,,989944.3107
20140721,0.0292,803563.49,0.7,,724695.47,,,989944.3107
20140722,0.0146,815276.52,0.7,,741322.06,,,989944.3107
20140723,-0.0021,813564.39,0.7,,738875.69,,,989944.3107
20140724,-0.0132,802790.05,0.7,,723549.3,,,989944.3107
20140725,0.0271,824507.51,0.7,,754362.16,,,989944.3107
20140728,-0.0109,815519.98,0.7,,741441.02,,,989944.3107
20140729,0.0389,847272.43,0.7,,786764.25,,,989944.3107
20140730,0.0298,872538.06,0.7,,823607.29,,,989944.3107
20140731,0.0195,889571.91,0.7,,848844.98,,,989944.3107
20140801,-0.006,884218.98,0.7,,840841.58,,,989944.3107
20140804,-0.0098,875568.93,0.7,,827892.62,,,989944.3107
20140805,0.0193,892482.66,0.7,,853001.42,,,989944.3107
20140806,-0.0477,849922.14,0.7,,789062.87,,,989944.3107
20140807,0.0256,871653.6,0.7,,820805.74,,,989944.3107
20140808,-0.0005,871194.04,0.7,,820160.82,,,989944.3107
20140811,-0.0072,864894.85,0.7,,810881.29,,,989944.3107
20140812,0.003,867470.01,0.7,,814704.02,,,989944.3107
20140813,0.0294,893015.76,0.7,,852343.34,,,989944.3107
20140814,0.0629,949226.51,0.7,,936591.39,,,989944.3107
20140815,-0.0034,946014.32,0.7,,931587.32,,,989944.3107
20140818,0.0043,950119.95,0.7,,937882.19,,,989944.3107
20140819,0.0476,995384.67,0.7,,1008035.77,,,989944.3107
20140820,0.0416,1036827.1,0.7,,1073932.51,,,989944.3107
20140821,0.0093,1046465.8,0.7,,1089627.27,,,989944.3107
20140822,0.0248,1072438.29,0.7,,1132091.6,,,989944.3107
20140825,0.0183,1092028.41,0.7,,1164647.32,,,989944.3107
20140826,-0.0165,1074039.73,0.7,,1134449.68,,,989944.3107
20140827,0.0053,1079722.07,0.7,,1143898.03,,,989944.3107
20140828,-0.0112,1067642.69,0.7,,1123765.42,,,989944.3107
20140829,0.0041,1072028.69,0.7,,1131005.68,,,989944.3107
20140901,0,1072028.69,0.7,,1131005.68,,,989944.3107
20140902,0.0583,1134483.74,0.7,,1234621.96,,,989944.3107
20140903,-0.0424,1086327.63,0.7,,1152360.86,,,989944.3107
20140904,0.0378,1127411.45,0.7,,1220811.1,,,989944.3107
20140905,0.005,1133017.55,0.7,,1230403.18,,,989944.3107
20140908,0.0647,1206303.37,0.7,,1355500.03,,,989944.3107
20140909,0.0299,1242367.59,0.7,,1419189.17,,,989944.3107
20140910,0.0123,1257644.21,0.7,,1446620.07,,,989944.3107
20140911,0.0299,1295226.57,0.7,,1514590.55,,,989944.3107
20140912,0.0263,1329249.45,0.7,,1577186.41,,,989944.3107
20140915,-0.0099,1316069.93,0.7,,1552649.89,,,989944.3107
20140916,-0.0597,1237523.85,0.7,,1406989.15,,,989944.3107
20140917,0.0252,1268748.51,0.7,,1462705.92,,,989944.3107
20140918,0.0505,1332766.98,0.7,,1578782.09,,,989944.3107
20140919,0.0274,1369244.44,0.7,,1646759.93,,,989944.3107
20140922,0.0109,1384126.86,0.7,,1674966.58,,1,989944.3107
20140923,-0.0079,1373183.64,0.7,,1654173.06,,,976712.0747
20140924,-0.0184,1347930.49,0.7,,1606343.83,,,946275.2904
20140925,0.0045,1353976.27,0.7,,1617702.98,,,953503.8376
20140926,0.0145,1373650.16,0.7,,1654563.5,,,976960.5309
20140929,-0.0154,1352453.8,0.7,,1614523.06,,,951480.253
20140930,0.0584,1431465.66,0.7,,1762690.15,,1,1045768.4
20141001,-0.0142,1411108.43,0.7,,1723356.98,,,1020738.2
20141002,-0.024,1377285.67,0.7,,1658361.8,,,1020738.2
20141003,0.0785,1485429.86,0.7,,1862932.57,,1,1020738.2
20141006,-0.0598,1396560.38,0.7,,1687870.14,,,909334.8323
20141007,0.0176,1421116.67,0.7,,1734551.8,,,939041.3468
20141008,0.0192,1448413.02,0.7,,1786885.71,,,972344.7413
20141009,-0.0028,1444352.44,0.7,,1779023.41,,,967341.4614
20141010,0.0205,1474032.59,0.7,,1836333.38,,,1003811.441
20141013,-0.0016,1471634.46,0.7,,1831716.31,,,1000873.308
20141014,0.0386,1528378.09,0.7,,1942822.99,,1,1071577.557
20141015,0.0041,1534676.09,0.7,,1955340.32,,1,1079543.132
20141016,-0.0147,1512192.82,0.7,,1910171.96,,,1050799.629
20141017,-0.0011,1510466.89,0.7,,1906870.09,,,1050799.629
20141020,0.0083,1522936.56,0.7,,1931741.12,,,1050799.629
20141021,-0.0272,1481506.72,0.7,,1849172.99,,,1050799.629
20141022,0.0186,1509113.28,0.7,,1903221.67,,,1050799.629
20141023,-0.0027,1504984.29,0.7,,1895146.58,,,1050799.629
20141024,-0.0015,1502775.94,0.7,,1890679.45,,,1050799.629
20141027,0.0063,1512217.16,0.7,,1909397.17,,,1050799.629
20141028,-0.0213,1480071.11,0.7,,1845486.92,,,1050799.629
20141029,-0.0114,1463187.87,0.7,,1812426.34,,,1050799.629
20141030,0.0193,1491359.61,0.7,,1867394.64,,,1050799.629
20141031,0.0171,1516887.33,0.7,,1917574.2,,,1050799.629
20141103,0.0301,1562472.31,0.7,,2008275.46,,1,1050799.629
20141104,0.0087,1576073.7,0.7,,2035731.46,,1,1068271.626
20141105,0.0063,1586021.99,0.7,,2055885.2,,1,1081096.734
20141106,0.0346,1640839.32,0.7,,2167666.62,,1,1152230.362
20141107,-0.0443,1568164.71,0.7,,2016766.05,,,1056202.73
20141110,-0.0043,1561439,0.7,,2003138.48,,,1056202.73
20141111,-0.0138,1539939.49,0.7,,1959698.99,,,1056202.73
20141112,-0.0048,1532537.5,0.7,,1944917.26,,,1056202.73
20141113,0.0188,1561299.61,0.7,,2002375.67,,,1056202.73
20141114,-0.0332,1509510.45,0.7,,1897908.87,,,1056202.73
20141117,0,1509487.13,0.7,,1897908.87,,,1056202.73
20141118,-0.0016,1507146.41,0.7,,1893136.99,,,1056202.73
20141119,0.0086,1520145.91,0.7,,1918721.38,,,1056202.73
20141120,-0.009,1506453.89,0.7,,1891585.18,,,1056202.73
20141121,-0.0182,1479058.88,0.7,,1837485.84,,,1056202.73
20141124,0.0154,1501850.75,0.7,,1881953,,,1056202.73
20141125,0.0158,1525606.98,0.7,,1928679.2,,,1056202.73
20141126,0.0039,1531533.13,0.7,,1940499.25,,,1056202.73
20141127,0,1531533.13,0.7,,1940499.25,,,1056202.73
20141128,0.0844,1660857.83,0.7,,2197864.9,,1,1056202.73
20141201,-0.0483,1580563.54,0.7,,2031046.95,,,950045.8553
20141202,0.0179,1608923.66,0.7,,2088177.4,,,950045.8553
20141203,0.006,1618599.87,0.7,,2107865.93,,,950045.8553
20141204,-0.0218,1583369.48,0.7,,2035656.47,,,950045.8553
20141205,0.0224,1618809.79,0.7,,2107311.57,,,950045.8553
20141208,0.016,1644664.97,0.7,,2160295.41,,,950045.8553
20141209,-0.0368,1584208.94,0.7,,2035368.61,,,950045.8553
20141210,0.0261,1625566.17,0.7,,2118847.8,,,950045.8553
20141211,-0.0021,1622139.43,0.7,,2111855.6,,,950045.8553
20141212,0.0083,1635610.41,0.7,,2139400.23,,,950045.8553
20141215,0.0315,1687123.96,0.7,,2245300.54,,1,950045.8553
20141216,0.0126,1708460.42,0.7,,2289757.49,,1,978336.6421
20141217,-0.008,1694812.62,0.7,,2260971.97,,,978336.6421
20141218,0.0005,1695739.88,0.7,,2262748.45,,,978336.6421
20141219,-0.016,1668650.64,0.7,,2205856.49,,,978336.6421
20141222,0.0153,1694256.82,0.7,,2258891.58,,,978336.6421
20141223,-0.008,1680649.69,0.7,,2230494.09,,,978336.6421
20141224,0.0109,1699052.56,0.7,,2268699.26,,,978336.6421
20141225,0,1699052.56,0.7,,2268699.26,,,978336.6421
20141226,0.0183,1730157.26,0.7,,2333940.57,,1,978336.6421
20141229,0.0034,1736006.94,0.7,,2346410.48,,1,986272.04
20141230,-0.0179,1704885.78,0.7,,2280409.31,,,944271.2924
20141231,0.0187,1736784.51,0.7,,2347420.77,,1,986914.9465
20150101,0,1736784.51,0.7,,2347420.77,,,986914.9465
20150102,0.0234,1777399.98,0.7,,2433738.78,,1,1041844.593
20150105,0.0274,1826176.55,0.7,,2538528.62,,1,1108529.035
20150106,0.0026,1830887.35,0.7,,2548900.32,,1,1115129.21
20150107,0.0034,1837038.85,0.7,,2562518.73,,1,1123795.471
20150108,-0.0097,1819184.62,0.7,,2523458.62,,,1098939.039
20150109,0.0075,1832777.05,0.7,,2553199.39,,,1098939.039
20150112,0.0234,1875641,0.7,,2647084.18,,1,1098939.039
20150113,0.0304,1932743.71,0.7,,2773539.17,,1,1179410.398
20150114,0.0488,2027114.47,0.7,,2986230,,1,1314759.11
20150115,-0.0094,2008152.79,0.7,,2942119.12,,,1286688.548
20150116,-0.0136,1980925.57,0.7,,2879241.83,,,1286688.548
20150119,0,1980925.57,0.7,,2879241.83,,,1286688.548
20150120,0.0219,2024351.07,0.7,,2978328.88,,,1286688.548
20150121,-0.0057,2012801,0.7,,2951651.56,,,1286688.548
20150122,0.0116,2036193.12,0.7,,3005455.95,,1,1286688.548
20150123,0.0248,2086697.52,0.7,,3122582.87,,1,1361223.856
20150126,-0.0215,2041811.94,0.7,,3017084.17,,,1294088.324
20150127,0.0103,2062852.99,0.7,,3065917.84,,,1294088.324
20150128,-0.0002,2062451.3,0.7,,3064954.26,,,1294088.324
20150129,0.0011,2064735.05,0.7,,3070252.25,,,1294088.324
20150130,-0.0069,2050545.27,0.7,,3036961.95,,,1294088.324
20150202,-0.0082,2033643.2,0.7,,2997828.52,,,1294088.324
20150203,-0.0403,1951636.73,0.7,,2807980.33,,,1294088.324
20150204,0.0101,1971274.4,0.7,,2852546.99,,,1294088.324
20150205,-0.0078,1955914.34,0.7,,2817582.91,,,1294088.324
20150206,-0.0058,1944655.85,0.7,,2791902.65,,,1294088.324
20150209,-0.0028,1939152.77,0.7,,2779618.28,,,1294088.324
20150210,0.0135,1965252.11,0.7,,2838585.9,,,1294088.324
20150211,0.0015,1968150.1,0.7,,2845276.85,,,1294088.324
20150212,-0.0182,1932283.56,0.7,,2763901.93,,,1294088.324
20150213,-0.003,1926492.19,0.7,,2750872.11,,,1294088.324
20150216,0,1926492.19,0.7,,2750872.11,,,1294088.324
20150217,0.008,1941819.01,0.7,,2785454.5,,,1294088.324
20150218,0.0087,1958649.24,0.7,,2823535.64,,,1294088.324
20150219,-0.0052,1948368.29,0.7,,2800463.32,,,1294088.324
20150220,0.0072,1962426.1,0.7,,2832148.57,,,1294088.324
20150223,0.0018,1966040.86,0.7,,2840159.5,,,1294088.324
20150224,0.0007,1967334.13,0.7,,2843283.68,,,1294088.324
20150225,0.004,1975215.15,0.7,,2861155.75,,,1294088.324
20150226,-0.0031,1969071.31,0.7,,2847217.83,,,1294088.324
20150227,-0.0011,1966829.33,0.7,,2842296.21,,,1294088.324
20150302,0.0012,1969140.47,0.7,,2847655.97,,,1294088.324
20150303,-0.0228,1924162.66,0.7,,2745628.52,,,1294088.324
20150304,-0.0044,1915658.44,0.7,,2726644.46,,,1294088.324
20150305,0.0006,1916761.42,0.7,,2729215.3,,,1294088.324
20150306,0.0182,1951581.01,0.7,,2807270.86,,,1294088.324
20150309,-0.0094,1933213.29,0.7,,2765803.46,,,1294088.324
20150310,0.013,1958279.04,0.7,,2822304.87,,,1294088.324
20150311,0.0107,1979330.39,0.7,,2869759.91,,,1294088.324
20150312,-0.0064,1966603.13,0.7,,2840898.32,,,1294088.324
20150313,0.0058,1977977.37,0.7,,2866791.08,,,1294088.324
20150316,0.0008,1979480.88,0.7,,2870395.05,,,1294088.324
20150317,0.0083,1995900.67,0.7,,2907833.2,,,1294088.324
20150318,-0.0021,1991753.56,0.7,,2898237.35,,,1294088.324
20150319,-0.0145,1962964.03,0.7,,2832198.94,,,1294088.324
20150320,-0.0211,1921535.52,0.7,,2738291.32,,,1294088.324
20150323,-0.0058,1910361.94,0.7,,2713333.75,,,1294088.324
20150324,-0.0018,1906874.13,0.7,,2705658.89,,,1294088.324
20150325,-0.008,1891618.83,0.7,,2671644.89,,,1294088.324
20150326,-0.0123,1868385.6,0.7,,2620005.81,,,1294088.324
20150327,0.0088,1884865.96,0.7,,2656236.75,,,1294088.324
20150330,-0.0024,1880309.74,0.7,,2646218.95,,,1294088.324
20150331,-0.0022,1876212.76,0.7,,2637070.59,,,1294088.324
20150401,-0.0257,1827930.51,0.7,,2530570.61,,,1294088.324
20150402,0.0006,1829113.17,0.7,,2532956.58,,,1294088.324
20150403,0,1829113.17,0.7,,2532956.58,,,1294088.324
20150406,-0.0133,1804755.56,0.7,,2480017.78,,,1294088.324
20150407,-0.0144,1778737.6,0.7,,2423898.52,,,1294088.324
20150408,0.0085,1793791.71,0.7,,2456274.88,,,1294088.324
20150409,0.0058,1804142.83,0.7,,2478662.07,,,1294088.324
20150410,-0.0049,1795326.11,0.7,,2459576.38,,,1294088.324
20150413,0.0037,1801912.91,0.7,,2473877.06,,,1294088.324
20150414,-0.0267,1753870.6,0.7,,2370080.24,,,1294088.324
20150415,-0.0266,1707192.34,0.7,,2271010.89,,,1294088.324
20150416,-0.0053,1698151.08,0.7,,2252096.61,,,1294088.324
20150417,-0.006,1687883.33,0.7,,2230862.56,,,1294088.324
20150420,-0.0045,1680292.65,0.7,,2215087.17,,,1294088.324
20150421,0.0017,1683157.91,0.7,,2221004.62,,,1294088.324
20150422,-0.0083,1669223.97,0.7,,2192036.37,,,1294088.324
20150423,-0.0146,1644931.92,0.7,,2141744.8,,,1294088.324
20150424,-0.0075,1632581.21,0.7,,2116502.8,,,1294088.324
20150427,-0.0083,1619065.21,0.7,,2088897.56,,,1294088.324
20150428,-0.0062,1609010.16,0.7,,2068545.73,,,1294088.324
20150429,0.0164,1635358.83,0.7,,2121855.11,,,1294088.324
20150430,-0.0135,1613262.41,0.7,,2076841.47,,,1294088.324
20150501,0.0044,1620283.79,0.7,,2091201.34,,,1294088.324
20150504,-0.0019,1617256.86,0.7,,2084957.61,,,1294088.324
20150505,-0.006,1607475.65,0.7,,2065299.44,,,1294088.324
20150506,-0.0164,1581130.34,0.7,,2012073.72,,,1294088.324
20150507,-0.0039,1574966.47,0.7,,1999742.59,,,1294088.324
20150508,0.0049,1582685.3,0.7,,2015140.61,,,1294088.324
20150511,-0.0046,1575328.23,0.7,,2000574.02,,,1294088.324
20150512,0.0039,1581460.88,0.7,,2012834.68,,,1294088.324
20150513,0.0038,1587493.06,0.7,,2024854.18,,,1294088.324
20150514,0.0043,1594274.07,0.7,,2038536.41,,,1294088.324
20150515,-0.0042,1587638.46,0.7,,2025082.07,,,1294088.324
20150518,-0.0092,1572954.59,0.7,,1995805.16,,,1294088.324
20150519,0.0098,1588347.66,0.7,,2026540.56,,,1294088.324
20150520,0.0121,1607587,0.7,,2065073.79,,,1294088.324
20150521,-0.0006,1606668.74,0.7,,2063126.72,,,1294088.324
20150522,0.0411,1672739.91,0.7,,2196375.23,,,1294088.324
20150525,0,1672739.91,0.7,,2196375.23,,,1294088.324
20150526,0.0347,1730747.96,0.7,,2316140.43,,,1294088.324
20150527,0.0093,1746761.74,0.7,,2349989.17,,,1294088.324
20150528,0.0016,1749564.01,0.7,,2355897.71,,,1294088.324
20150529,-0.0111,1730064.78,0.7,,2314804.13,,,1294088.324
20150601,0.0194,1763668.72,0.7,,2385372.58,,,1294088.324
20150602,-0.0203,1727870.88,0.7,,2309279.2,,,1294088.324
20150603,0.0066,1739325.26,0.7,,2333229.72,,,1294088.324
20150604,-0.0002,1738942.86,0.7,,2332496.42,,,1294088.324
20150605,0.0153,1765575.43,0.7,,2388576.3,,,1294088.324
20150608,-0.0146,1739747.04,0.7,,2333775.54,,,1294088.324
20150609,-0.0097,1722904.09,0.7,,2298202.13,,,1294088.324
20150610,-0.0254,1679085.35,0.7,,2206471.03,,,1294088.324
20150611,0.0164,1706697.54,0.7,,2263334.94,,,1294088.324
20150612,-0.0005,1705774.29,0.7,,2261556.61,,,1294088.324
20150615,0.0035,1711660.68,0.7,,2273995.17,,,1294088.324
20150616,0.0015,1714307.29,0.7,,2279355.3,,,1294088.324
20150617,0.0023,1718248.86,0.7,,2287593.54,,,1294088.324
20150618,-0.0048,1710024.6,0.7,,2270338.55,,,1294088.324
20150619,0.0029,1714936.12,0.7,,2280684.81,,,1294088.324
20150622,-0.0073,1702434.23,0.7,,2254522.1,,,1294088.324
20150623,-0.0018,1699348.3,0.7,,2248145.02,,,1294088.324
20150624,-0.0031,1694119.15,0.7,,2237193.34,,,1294088.324
20150625,0.0076,1706912.25,0.7,,2263911.82,,,1294088.324
20150626,0.0035,1712900.07,0.7,,2276363.34,,,1294088.324
20150629,-0.0046,1704939.36,0.7,,2259908.48,,,1294088.324
20150630,0.0235,1744969.62,0.7,,2343363.67,,,1294088.324
20150701,-0.0097,1728060.39,0.7,,2307644.12,,,1294088.324
20150702,-0.0027,1723414.15,0.7,,2297853.11,,,1294088.324
20150703,0,1723414.15,0.7,,2297853.11,,,1294088.324
20150706,-0.0028,1718580.41,0.7,,2287742.56,,,1294088.324
20150707,0.0129,1740833.26,0.7,,2334118.37,,,1294088.324
20150708,-0.0168,1711636.5,0.7,,2272497.64,,,1294088.324
20150709,0.0086,1726312.54,0.7,,2303208.82,,,1294088.324
20150710,0.0033,1732068.24,0.7,,2315152.61,,,1294088.324
20150713,0.004,1739055.43,0.7,,2329705,,,1294088.324
20150714,0.0014,1741436.81,0.7,,2334830.35,,,1294088.324
20150715,0.007,1753641.42,0.7,,2360513.48,,,1294088.324
20150716,0.0034,1759670.04,0.7,,2373125.37,,,1294088.324
20150717,0.0173,1790119.21,0.7,,2437640.47,,,1294088.324
20150720,0.0439,1868709.11,0.7,,2605802.84,,,1294088.324
20150721,0.0071,1881942.64,0.7,,2634876.16,,,1294088.324
20150722,0.0161,1912181.65,0.7,,2701538.53,,,1294088.324
20150723,-0.0038,1904833.19,0.7,,2685406.48,,,1294088.324
20150724,0.0082,1920402.9,0.7,,2720009.86,,,1294088.324
20150727,-0.0075,1905948.13,0.7,,2687952.6,,,1294088.324
20150728,-0.0125,1882148.55,0.7,,2635153.53,,,1294088.324
20150729,-0.0009,1880505.92,0.7,,2631426.67,,,1294088.324
20150730,-0.0022,1876375.6,0.7,,2622329.46,,,1294088.324
20150731,-0.0308,1818630.31,0.7,,2495408.71,,,1294088.324
20150803,0.0032,1824371.88,0.7,,2507957.05,,,1294088.324
20150804,-0.0027,1819485.61,0.7,,2497316.15,,,1294088.324
20150805,-0.0015,1816709.73,0.7,,2491429.62,,,1294088.324
20150806,-0.0236,1773869.17,0.7,,2399033.17,,,1294088.324
20150807,-0.0213,1736126.74,0.7,,2318734.1,,,1294088.324
20150810,-0.0192,1702855.76,0.7,,2248774.58,,,1294088.324
20150811,0.0216,1739669.27,0.7,,2325104.42,,,1294088.324
20150812,-0.0831,1595173,0.7,,2021479,,,1294088.324
20150813,-0.0084,1581818.09,0.7,,1994795.47,,,1294088.324
20150814,0.0017,1584483.88,0.7,,2000124.43,,,1294088.324
20150817,-0.0051,1576366.39,0.7,,1984094.86,,,1294088.324
20150818,0.0028,1580768.89,0.7,,1992824.87,,,1294088.324
20150819,-0.017,1553969.57,0.7,,1939587.98,,,1294088.324
20150820,-0.021,1521285.22,0.7,,1875581.58,,,1294088.324
20150821,0.0218,1554418.91,0.7,,1939833.64,,,1294088.324
20150824,0.1332,1761544.33,0.7,,2345868.54,,,1294088.324
20150825,-0.0553,1664168.61,0.7,,2142012.56,,,1294088.324
20150826,-0.0054,1655117.73,0.7,,2123836.06,,,1294088.324
20150827,-0.0285,1607900.57,0.7,,2028718.54,,,1294088.324
20150828,-0.0132,1586756.12,0.7,,1986637.12,,,1294088.324
20150831,0.0025,1590776.63,0.7,,1994441.77,,,1294088.324
20150901,0.0191,1621238.87,0.7,,2054303.51,,,1294088.324
20150902,-0.0065,1610700.99,0.7,,2033320.27,,,1294088.324
20150903,-0.0027,1606306.93,0.7,,2024693.18,,,1294088.324
20150904,0.0152,1630794.07,0.7,,2073054.43,,,1294088.324
20150907,0,1630794.07,0.7,,2073054.43,,,1294088.324
20150908,-0.0138,1608255.54,0.7,,2028098.76,,,1294088.324
20150909,-0.006,1598659.12,0.7,,2008976.69,,,1294088.324
20150910,-0.0029,1593990.9,0.7,,1999821.49,,,1294088.324
20150911,-0.0006,1593033.42,0.7,,1997935.95,,,1294088.324
20150914,0.0045,1600148.83,0.7,,2012064.21,,,1294088.324
20150915,-0.0033,1594848.12,0.7,,2001630.22,,,1294088.324
20150916,-0.0077,1582635.39,0.7,,1977410.49,,,1294088.324
20150917,0.0164,1608619.07,0.7,,2028371.18,,,1294088.324
20150918,0.0142,1631520.01,0.7,,2073632.84,,,1294088.324
20150921,-0.0189,1600708.68,0.7,,2012045.94,,,1294088.324
20150922,0.0336,1654536.74,0.7,,2118281.97,,,1294088.324
20150923,-0.003,1649521.67,0.7,,2108295.78,,,1294088.324
20150924,-0.0234,1610940.38,0.7,,2030770.73,,,1294088.324
20150925,-0.0224,1574931.88,0.7,,1959287.6,,,1294088.324
20150928,0.001,1576441.61,0.7,,1962366.49,,,1294088.324
20150929,0.011,1593798.05,0.7,,1996287.39,,,1294088.324
20150930,0.0282,1638725.22,0.7,,2084751.44,,,1294088.324
20151001,0.0262,1681726.82,0.7,,2170583.64,,,1294088.324
20151002,-0.0088,1666902.54,0.7,,2140567.57,,,1294088.324
20151005,-0.0346,1609184.98,0.7,,2024181.85,,,1294088.324
20151006,-0.0077,1596782.01,0.7,,1999689.25,,,1294088.324
